label,index,low,normal,winner,best_step,identity_best_step,selected_best_step,identity_final_mse,selected_final_mse,identity_updates,selected_updates,active_count,dark_active_count,reproduction_max_abs,grid_max_abs,seconds,ev_lower_active_count,ev_lower_all_count,ev_upper_active_count,ev_upper_all_count,ev_either_active_count,ev_either_all_count,gamma_lower_active_count,gamma_lower_all_count,gamma_upper_active_count,gamma_upper_all_count,gamma_either_active_count,gamma_either_all_count,raw_mse,raw_psnr,raw_ssim,selected_mse,selected_psnr,selected_ssim,oracle_mse,oracle_psnr,oracle_ssim,delta_psnr,delta_ssim
REFERENCE_ORACLE_ONLY,46,Train/Low/low00247.png,Train/Normal/normal00247.png,T022C_selected,500,500,500,0.0016142296580703268,0.0016015504129658464,500,500,4,4,0.0,0.0,11.842461330990773,0,0,0,0,0,0,4,4,0,0,4,4,0.1541329802932976,8.12104424053178,0.3147364187851212,0.03813756874051716,14.186469965609326,0.7338572295617533,0.0016015504129658457,27.954593862363172,0.7710298260506397,13.768123896753846,0.03717259648888649
REFERENCE_ORACLE_ONLY,47,Train/Low/low00326.png,Train/Normal/normal00326.png,T022C_selected,184,207,184,0.07342616452245518,0.07342616452245518,500,500,4,1,0.0,0.0,11.809525466000196,0,0,3,3,3,3,4,4,0,0,4,4,0.1331843571711522,8.755467811206461,0.1658168137990396,0.14784824622790124,8.301838226972977,0.1417061130591901,0.07342616435949174,11.34149157901617,0.1656861301205384,3.0396533520431923,0.023980017061348308
REFERENCE_ORACLE_ONLY,48,Train/Low/low00385.png,Train/Normal/normal00385.png,identity,7,7,14,0.20872726743755146,0.20872726743755146,500,500,4,0,0.0,0.0,11.819638307963032,0,0,4,4,4,4,4,4,0,0,4,4,0.2559892275033679,5.91778310212685,0.10269507157096382,0.2979881061045979,5.258010700050435,0.0897507327629121,0.20872726743755135,6.804208124385021,0.11400337264773704,1.5461974243345864,0.024252639884824942
REFERENCE_ORACLE_ONLY,49,Train/Low/low00295.png,Train/Normal/normal00295.png,identity,214,214,162,0.05747223118059711,0.05747223118059711,500,500,4,2,0.0,0.0,11.889294999011327,0,0,2,2,2,2,4,4,0,0,4,4,0.1271846792502697,8.955652009345073,0.19954077560818764,0.08894965331617878,10.508557402519385,0.19019118146021585,0.057472231088723784,12.405419431009694,0.1802554546872846,1.8968620284903093,-0.009935726772931253
REFERENCE_ORACLE_ONLY,50,Train/Low/low00331.png,Train/Normal/normal00331.png,identity,7,7,14,0.1642414629260275,0.1642414629260275,500,500,4,0,0.0,0.0,11.89139237703057,0,0,4,4,4,4,4,4,0,0,4,4,0.19349977130320686,7.133195439360981,0.07523608975155764,0.2115439067810322,6.745994793824862,0.06654242586716103,0.16424146292602748,7.845171952870529,0.07816345759026172,1.0991771590456665,0.011621031723100694
REFERENCE_ORACLE_ONLY,51,Train/Low/low00124.png,Train/Normal/normal00124.png,T022C_selected,500,500,500,0.09523261236345595,0.09513774433021702,500,500,4,4,0.0,0.0,11.875911658979021,0,0,0,0,0,0,4,4,0,0,4,4,0.287866615720757,5.408086979178076,0.12633442292766267,0.1844704665858845,7.340731537621233,0.32145929441297033,0.09513774433021702,10.216471497056155,0.4298074006499221,2.875739959434922,0.10834810623695179
REFERENCE_ORACLE_ONLY,52,Train/Low/low00196.png,Train/Normal/normal00196.png,T022C_selected,500,500,500,0.07395774630821832,0.07389952050618634,500,500,4,4,0.0,0.0,11.865328471001703,0,0,0,0,0,0,4,4,0,0,4,4,0.1964524146316891,7.0674262882838415,0.11633881974231661,0.1273769657059701,8.949091008173632,0.31768098180588755,0.07389952050618633,11.313583794968247,0.39165953183121777,2.3644927867946155,0.07397855002533021
REFERENCE_ORACLE_ONLY,53,Train/Low/low00627.png,Train/Normal/normal00627.png,T022C_selected,500,500,500,0.03550244190502704,0.03535051585941113,500,500,4,4,0.0,0.0,11.956082970020361,0,0,0,0,0,0,4,4,0,0,4,4,0.2379783781908572,6.234624994937693,0.17740127983564621,0.10449085394939621,9.809217215447049,0.4919174074284794,0.03535051585941113,14.51604244292512,0.5757433945542431,4.70682522747807,0.08382598712576367
REFERENCE_ORACLE_ONLY,54,Train/Low/low00057.png,Train/Normal/normal00057.png,T022C_selected,500,500,500,0.040337739189645026,0.040168994772763485,500,500,4,4,0.0,0.0,11.926369980967138,0,0,0,0,0,0,4,4,0,0,4,4,0.25027781855504794,6.015776390294771,0.1663407195912789,0.10743491975412875,9.688545362190196,0.5395517378544317,0.040168994772763485,13.961090363316679,0.6541164694024773,4.272545001126483,0.11456473154804558
REFERENCE_ORACLE_ONLY,55,Train/Low/low00165.png,Train/Normal/normal00165.png,T022C_selected,500,500,500,0.08489133400981026,0.08480597965945803,500,500,4,4,0.0,0.0,11.900243124982808,0,0,0,0,0,0,4,4,0,0,4,4,0.20462550752427466,6.890402304158307,0.07801658712458846,0.1469353072714893,8.328738344973694,0.24061509900183584,0.08480597965945799,10.715735246118074,0.37609469819848995,2.3869969011443803,0.13547959919665412
