index,low,step,psnr,ssim,ev_lower,ev_upper,ev_either,gamma_lower,gamma_upper,gamma_either
0,Train/Low/low00653.png,0,7.577956184097701,0.04125385285155529,1.0,0.0,1.0,0.0,0.0,0.0
0,Train/Low/low00653.png,1,7.607553962282285,0.04452727535775015,0.25,0.0,0.25,0.0,0.0,0.0
0,Train/Low/low00653.png,2,7.6431217227881945,0.04845916371992021,0.25,0.0,0.25,0.0,0.0,0.0
0,Train/Low/low00653.png,3,7.688213165682839,0.05335748962622755,0.25,0.0,0.25,0.0,0.0,0.0
0,Train/Low/low00653.png,4,7.739483549819791,0.05888986712781886,0.25,0.0,0.25,0.0,0.0,0.0
0,Train/Low/low00653.png,5,7.795205777175842,0.06487980958636176,0.25,0.0,0.25,0.0,0.0,0.0
0,Train/Low/low00653.png,6,7.854857125707502,0.07126501000742456,0.25,0.0,0.25,0.0,0.0,0.0
0,Train/Low/low00653.png,7,7.918143699601322,0.07800341367950901,0.25,0.0,0.25,0.0,0.0,0.0
0,Train/Low/low00653.png,8,7.986026704228238,0.08515899581141614,0.0,0.0,0.0,0.0,0.0,0.0
0,Train/Low/low00653.png,9,8.047236033241997,0.09164776006550528,0.0,0.75,0.75,0.0,0.0,0.0
0,Train/Low/low00653.png,10,8.098053334995562,0.09713745860883137,0.0,0.75,0.75,0.0,0.0,0.0
0,Train/Low/low00653.png,11,8.150952875613545,0.10280654914946331,0.0,0.75,0.75,0.0,0.0,0.0
0,Train/Low/low00653.png,12,8.183219329919796,0.10598891904116588,0.0,0.75,0.75,0.75,0.0,0.75
0,Train/Low/low00653.png,13,8.203141196249963,0.10775755027925611,0.0,0.75,0.75,0.75,0.0,0.75
0,Train/Low/low00653.png,14,8.224332217097217,0.10964729067951359,0.0,0.75,0.75,0.75,0.0,0.75
0,Train/Low/low00653.png,15,8.245988793218,0.11158579022255413,0.0,0.75,0.75,0.75,0.0,0.75
0,Train/Low/low00653.png,16,8.266768821280406,0.11345366214558128,0.0,0.75,0.75,0.75,0.0,0.75
0,Train/Low/low00653.png,17,8.281321786409983,0.11476426461765014,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,18,8.282716425893666,0.11488178374256695,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,19,8.281971421463785,0.11481901509751602,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,20,8.279602227279323,0.11461925165360584,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,21,8.276059636563515,0.11432012604726532,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,22,8.271729627512983,0.11395383555911864,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,23,8.266952416293078,0.11354888349000727,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,24,8.262034862538329,0.1131311539927602,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,25,8.257249757426067,0.11272385823415673,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,26,8.252832018012429,0.11234714553084726,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,27,8.248977858169328,0.11201797515503027,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,28,8.245835963851405,0.11174929638920851,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,29,8.243498936637243,0.11154925785292881,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,30,8.242002561078563,0.11142109129030911,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,31,8.241334104899035,0.11136381531905833,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,32,8.241442304032772,0.11137308710191712,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,33,8.242247838848666,0.11144210465208523,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,34,8.243650623881635,0.11156224630191841,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,35,8.2455350134598,0.1117235463508793,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,36,8.247773088316446,0.11191498497691882,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,37,8.250226884097188,0.11212470024229222,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,38,8.252752528007786,0.11234036161890641,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,39,8.255205628064166,0.11254962836701901,0.0,0.75,0.75,1.0,0.0,1.0
0,Train/Low/low00653.png,40,8.2574496083771,0.11274088510698578,0.0,0.75,0.75,1.0,0.0,1.0
1,Train/Low/low00651.png,0,8.735741972072335,0.17220725137110715,1.0,0.5,1.0,0.5,0.5,0.5
1,Train/Low/low00651.png,1,8.806325773034793,0.1820218606917681,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,2,8.879954590548977,0.19236813764129873,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,3,8.95524654310844,0.20305246371967967,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,4,9.030820254796833,0.2138676329712729,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,5,9.10563949511499,0.2246358030385119,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,6,9.178984590289275,0.23521094233156603,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,7,9.250213543196539,0.24545513159732885,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,8,9.31874712476573,0.25524541809462475,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,9,9.384093651111886,0.26448488269436177,0.5,0.5,0.5,0.5,0.5,0.5
1,Train/Low/low00651.png,10,9.435960619657315,0.27145226461267175,0.5,0.75,0.75,0.5,0.5,0.5
1,Train/Low/low00651.png,11,9.47111689325425,0.2763506333140519,0.5,1.0,1.0,0.5,0.5,0.5
1,Train/Low/low00651.png,12,9.494639897090355,0.2799054390844982,0.5,1.0,1.0,0.5,0.5,0.5
