image_id,split,condition,view,d_dark,d_bright,input_clipping_fraction,zero_d_dark,zero_d_bright,type,active,zero_type,zero_active,region_true_type,region_margin,zero_region_margin
309964,source_calibration,clean,full,-0.05315437912940979,-0.06768958270549774,0.009161882102489471,0.0004749596118927002,-0.0048061758279800415,dark,False,dark,False,,,
309964,source_calibration,clean,top_left,-0.11248253285884857,-0.08897151052951813,0.0178085770457983,0.008328601717948914,-0.0023981183767318726,bright,False,dark,False,,,
309964,source_calibration,clean,top_right,-0.09300488233566284,-0.08972419798374176,0.012743055820465088,0.007514163851737976,0.006629571318626404,bright,False,dark,False,,,
309964,source_calibration,clean,bottom_left,-0.17263898253440857,-0.2060960829257965,0.0031816596165299416,-0.03427916020154953,-0.005619361996650696,dark,False,bright,False,,,
309964,source_calibration,clean,bottom_right,-0.12158726155757904,-0.17871198058128357,0.002925347303971648,-0.03342185914516449,0.0011064857244491577,dark,False,bright,False,,,
311950,source_calibration,clean,full,-0.05700378865003586,-0.02567102387547493,0.0013471005950123072,-0.04090669006109238,0.038372039794921875,bright,False,bright,True,,,
311950,source_calibration,clean,top_left,-0.05431769788265228,-0.05094187706708908,0.0013523391680791974,-0.059079550206661224,0.05478166043758392,bright,False,bright,True,,,
311950,source_calibration,clean,top_right,-0.037234604358673096,-0.126592755317688,0.0017726607620716095,-0.05111348628997803,0.04413236677646637,dark,False,bright,True,,,
311950,source_calibration,clean,bottom_left,-0.043090447783470154,-0.05627228319644928,0.0006823143921792507,-0.07425037026405334,0.02419455349445343,dark,False,bright,False,,,
311950,source_calibration,clean,bottom_right,-0.13077965378761292,-0.13186180591583252,0.0015829694457352161,-0.05855318903923035,0.04456198215484619,dark,False,bright,True,,,
314294,source_calibration,clean,full,-0.21777184307575226,0.07224902510643005,0.0033524062018841505,-0.06247973442077637,-0.02093234658241272,bright,True,bright,False,,,
314294,source_calibration,clean,top_left,-0.20976397395133972,-0.05504452809691429,0.0012910797959193587,-0.0629870593547821,-0.045684635639190674,bright,False,bright,False,,,
314294,source_calibration,clean,top_right,-0.20269784331321716,-0.01077655702829361,0.002545481314882636,-0.06866094470024109,-0.03690604865550995,bright,False,bright,False,,,
314294,source_calibration,clean,bottom_left,-0.2783079743385315,-0.055519819259643555,0.004944249056279659,-0.08130167424678802,-0.04406307637691498,bright,False,bright,False,,,
314294,source_calibration,clean,bottom_right,-0.1571231633424759,-0.029758311808109283,0.00462881475687027,-0.08369779586791992,-0.044875770807266235,bright,False,bright,False,,,
317024,source_calibration,clean,full,-0.20562657713890076,-0.03258609026670456,0.0011859351070597768,-0.03355082869529724,-0.0014895796775817871,bright,False,bright,False,,,
317024,source_calibration,clean,top_left,-0.2097419947385788,-0.07020741701126099,0.004137324169278145,-0.023315757513046265,-0.002486392855644226,bright,False,bright,False,,,
317024,source_calibration,clean,top_right,-0.24307288229465485,-0.08032448589801788,0.0005379499634727836,-0.02018722891807556,0.0031965672969818115,bright,False,bright,False,,,
317024,source_calibration,clean,bottom_left,-0.13968461751937866,-0.07045339047908783,3.9123631722759455e-05,-0.03634786605834961,-0.00748521089553833,bright,False,bright,False,,,
317024,source_calibration,clean,bottom_right,-0.09390181303024292,-0.03664209321141243,2.934272379206959e-05,-0.04199694097042084,-0.009955525398254395,bright,False,bright,False,,,
321333,source_calibration,clean,full,-0.006229615304619074,-0.02013881504535675,0.0,-0.02335156500339508,0.019840136170387268,dark,False,bright,False,,,
321333,source_calibration,clean,top_left,-0.045577019453048706,0.0012849681079387665,0.0,-0.01720273494720459,0.02836659550666809,bright,False,bright,False,,,
321333,source_calibration,clean,top_right,-0.017966974526643753,0.0152666624635458,0.0,-0.010011598467826843,0.022438496351242065,bright,True,bright,False,,,
321333,source_calibration,clean,bottom_left,-0.01967429555952549,0.011529228650033474,0.0,-0.015897810459136963,0.009207203984260559,bright,True,bright,False,,,
321333,source_calibration,clean,bottom_right,0.013464443385601044,-0.012802576646208763,0.0,-0.025632739067077637,0.01578812301158905,dark,False,bright,False,,,
336587,source_calibration,clean,full,-0.16303323209285736,-0.07697107642889023,0.0006430947105400264,-0.034757956862449646,-0.022442474961280823,bright,False,bright,False,,,
336587,source_calibration,clean,top_left,-0.1399693340063095,-0.12405666708946228,0.0003423317684791982,-0.008932769298553467,-0.01955503225326538,bright,False,dark,False,,,
336587,source_calibration,clean,top_right,-0.21807444095611572,-0.14237868785858154,0.0022300470154732466,-0.029577448964118958,-0.01610030233860016,bright,False,bright,False,,,
336587,source_calibration,clean,bottom_left,-0.09082556515932083,-0.04423176497220993,0.0,-0.019804388284683228,-0.008197486400604248,bright,False,bright,False,,,
336587,source_calibration,clean,bottom_right,-0.13462230563163757,-0.12442824989557266,0.0,-0.029363811016082764,-0.014722168445587158,bright,False,bright,False,,,
343706,source_calibration,clean,full,-0.12205831706523895,-0.029340844601392746,0.0009430622449144721,-0.06438644975423813,-0.005628332495689392,bright,False,bright,False,,,
343706,source_calibration,clean,top_left,-0.2523786127567291,-0.12184730172157288,0.0016788025386631489,-0.06473557651042938,-0.03162038326263428,bright,False,bright,False,,,
343706,source_calibration,clean,top_right,-0.2546831965446472,-0.08702036738395691,0.0003640776558313519,-0.05867142975330353,-0.01939675211906433,bright,False,bright,False,,,
343706,source_calibration,clean,bottom_left,-0.2755884528160095,-0.16467992961406708,0.0015372168272733688,-0.04050503671169281,0.0034201741218566895,bright,False,bright,False,,,
343706,source_calibration,clean,bottom_right,-0.20263439416885376,-0.08265767246484756,0.0001921521034091711,-0.06517057120800018,-0.01393941044807434,bright,False,bright,False,,,
345252,source_calibration,clean,full,-0.05646464228630066,-0.0352444052696228,0.0012051131343469024,0.03201383352279663,0.015852227807044983,bright,False,dark,False,,,
345252,source_calibration,clean,top_left,0.02812616527080536,-0.08041635155677795,0.0003912363317795098,0.014974743127822876,-0.02506205439567566,dark,True,dark,False,,,
345252,source_calibration,clean,top_right,-0.06957796216011047,-0.044031791388988495,0.000603582535404712,0.024052754044532776,0.02578556537628174,bright,False,bright,False,,,
345252,source_calibration,clean,bottom_left,-0.09985293447971344,-0.005552865564823151,0.0035993740893900394,0.01653429865837097,0.00030149519443511963,bright,False,dark,False,,,
345252,source_calibration,clean,bottom_right,-0.07283474504947662,-0.049823734909296036,0.0002336448524147272,0.0040861815214157104,0.01530638337135315,bright,False,bright,False,,,
348481,source_calibration,clean,full,-0.08870768547058105,-0.052447106689214706,0.0009071792010217905,-0.040177032351493835,-0.023498892784118652,bright,False,bright,False,,,
348481,source_calibration,clean,top_left,-0.13284480571746826,-0.015655405819416046,0.0004303599416743964,0.017576903104782104,-0.019742026925086975,bright,False,dark,False,,,
348481,source_calibration,clean,top_right,-0.0845196545124054,0.04930054396390915,0.0008998435223475099,-0.013756975531578064,-0.01104561984539032,bright,True,bright,False,,,
348481,source_calibration,clean,bottom_left,-0.15379822254180908,-0.06436628103256226,0.0021126761566847563,-0.024144545197486877,0.012162581086158752,bright,False,bright,False,,,
348481,source_calibration,clean,bottom_right,-0.12552140653133392,-0.03984493017196655,0.00018583725614007562,-0.015280723571777344,-0.03472891449928284,bright,False,dark,False,,,
351810,source_calibration,clean,full,-0.09298612177371979,0.00905301421880722,0.012644268572330475,0.022917255759239197,0.011290177702903748,bright,True,dark,False,,,
351810,source_calibration,clean,top_left,-0.00615611532703042,-0.005920226685702801,0.0028071205597370863,0.028029605746269226,0.02322809398174286,bright,False,dark,False,,,
351810,source_calibration,clean,top_right,-0.0410136915743351,-0.024144470691680908,0.0005183881148695946,0.024360299110412598,0.002192080020904541,bright,False,dark,False,,,
351810,source_calibration,clean,bottom_left,-0.13619282841682434,-0.06496523320674896,0.04334898293018341,0.012002110481262207,-0.0029020309448242188,bright,False,dark,False,,,
351810,source_calibration,clean,bottom_right,-0.16097503900527954,-0.05120362341403961,0.0039025822188705206,0.011669978499412537,0.00568738579750061,bright,False,dark,False,,,
352900,source_calibration,clean,full,-0.10429970920085907,-0.032205402851104736,0.003966596908867359,-0.027982547879219055,-0.012225538492202759,bright,False,bright,False,,,
352900,source_calibration,clean,top_left,-0.08404572308063507,-0.047839097678661346,0.006154113914817572,-0.02419470250606537,-0.0123969167470932,bright,False,bright,False,,,
352900,source_calibration,clean,top_right,-0.10952494293451309,-0.115337073802948,0.001848958432674408,-0.023598700761795044,-0.0101042240858078,dark,False,bright,False,,,
352900,source_calibration,clean,bottom_left,-0.12304842472076416,-0.06658245623111725,0.004707112908363342,-0.02403080463409424,-0.00437888503074646,bright,False,bright,False,,,
352900,source_calibration,clean,bottom_right,-0.11377699673175812,-0.06642843037843704,0.003168402938172221,-0.02773958444595337,-0.02205774188041687,bright,False,bright,False,,,
355817,source_calibration,clean,full,-0.1695195734500885,-0.15971288084983826,0.03959555923938751,0.0014017373323440552,0.00644586980342865,bright,False,bright,False,,,
355817,source_calibration,clean,top_left,-0.1545199453830719,-0.1984395980834961,0.15757042169570923,0.006092444062232971,-0.004736647009849548,dark,False,dark,False,,,
355817,source_calibration,clean,top_right,-0.09363120794296265,-0.1283026933670044,0.0007922535296529531,0.015684381127357483,0.01731233298778534,dark,False,bright,False,,,
355817,source_calibration,clean,bottom_left,-0.07088378816843033,-0.0650208592414856,0.0,-0.012035727500915527,0.00047016143798828125,bright,False,bright,False,,,
355817,source_calibration,clean,bottom_right,-0.12026231735944748,-0.09827059507369995,1.9561815861379728e-05,0.0037221163511276245,0.012832298874855042,bright,False,bright,False,,,
359219,source_calibration,clean,full,-0.08098216354846954,-0.042558807879686356,0.0003961267648264766,-0.02792401611804962,-0.001612737774848938,bright,False,bright,False,,,
359219,source_calibration,clean,top_left,-0.09588340669870377,-0.08634267002344131,0.00012715179764200002,-0.023656785488128662,-0.0021276921033859253,bright,False,bright,False,,,
359219,source_calibration,clean,top_right,-0.09293748438358307,-0.0754414051771164,0.0001662754366407171,-0.019579723477363586,0.011128142476081848,bright,False,bright,False,,,
359219,source_calibration,clean,bottom_left,-0.09956289827823639,-0.0593700185418129,0.0005575117538683116,-0.027107462286949158,0.005858138203620911,bright,False,bright,False,,,
359219,source_calibration,clean,bottom_right,-0.06876132637262344,-0.06014429032802582,0.000733568100258708,-0.020608142018318176,0.004391804337501526,bright,False,bright,False,,,
360097,evaluation,clean,full,-0.2083914577960968,0.0431567020714283,0.00911458395421505,-0.01729641854763031,0.005747929215431213,bright,True,bright,False,,,
360097,evaluation,clean,top_left,-0.06409122794866562,0.03824905306100845,0.006527777761220932,-0.0044304728507995605,0.02201513946056366,bright,True,bright,False,,,
360097,evaluation,clean,top_right,-0.16539111733436584,0.02930840104818344,0.013480902649462223,-0.013027384877204895,0.006053358316421509,bright,True,bright,False,,,
360097,evaluation,clean,bottom_left,-0.25637269020080566,-0.03896152973175049,0.009218750521540642,-0.01996643841266632,0.002359822392463684,bright,False,bright,False,,,
360097,evaluation,clean,bottom_right,-0.20711341500282288,-0.008932985365390778,0.007230903021991253,-0.037526607513427734,-0.008012115955352783,bright,False,bright,False,,,
360097,evaluation,homogeneous_dark,full,0.07312124967575073,-0.015520080924034119,0.0010568576399236917,0.014569997787475586,0.0008236467838287354,dark,True,dark,False,,,
360097,evaluation,homogeneous_dark,top_left,0.18145820498466492,-0.04768025502562523,0.0015625000232830644,0.01587739586830139,0.015785768628120422,dark,True,dark,False,,,
360097,evaluation,homogeneous_dark,top_right,0.10423841327428818,-0.03731882572174072,0.00125868059694767,0.022920265793800354,0.007657676935195923,dark,True,dark,False,,,
360097,evaluation,homogeneous_dark,bottom_left,0.17789654433727264,-0.03744221478700638,0.00048611112288199365,0.021876469254493713,0.0016400516033172607,dark,True,dark,False,,,
360097,evaluation,homogeneous_dark,bottom_right,0.11058424413204193,0.010557815432548523,0.0009201389038935304,0.008810639381408691,0.012725606560707092,dark,True,bright,False,,,
360097,evaluation,homogeneous_bright,full,-0.23319080471992493,0.2019164264202118,0.2000933140516281,-0.035619109869003296,0.0037638992071151733,bright,True,bright,False,,,
360097,evaluation,homogeneous_bright,top_left,-0.027845323085784912,0.22056818008422852,0.10366319864988327,-0.02402019500732422,0.011655822396278381,bright,True,bright,False,,,
360097,evaluation,homogeneous_bright,top_right,-0.0736379325389862,0.22407089173793793,0.2440885454416275,-0.008978277444839478,0.00718747079372406,bright,True,bright,False,,,
360097,evaluation,homogeneous_bright,bottom_left,-0.14568962156772614,0.21942138671875,0.2867187559604645,-0.043342262506484985,-0.008964583277702332,bright,True,bright,False,,,
360097,evaluation,homogeneous_bright,bottom_right,-0.13069762289524078,0.17721520364284515,0.165902778506279,-0.04379768669605255,-0.008969098329544067,bright,True,bright,False,,,
360097,evaluation,left_right,full,-0.007489606738090515,0.11179941147565842,0.10300998389720917,-0.024295538663864136,-0.0004353523254394531,bright,True,bright,False,,,
360097,evaluation,left_right,top_left,0.18145820498466492,-0.04768025502562523,0.0015625000232830644,0.01587739586830139,0.015785768628120422,dark,True,dark,False,dark,0.22913846001029015,9.162724018096924e-05
360097,evaluation,left_right,top_right,-0.0736379325389862,0.22407089173793793,0.2440885454416275,-0.008978277444839478,0.00718747079372406,bright,True,bright,False,bright,0.29770882427692413,0.016165748238563538
360097,evaluation,left_right,bottom_left,0.17789654433727264,-0.03744221478700638,0.00048611112288199365,0.021876469254493713,0.0016400516033172607,dark,True,dark,False,dark,0.21533875912427902,0.020236417651176453
360097,evaluation,left_right,bottom_right,-0.13069762289524078,0.17721520364284515,0.165902778506279,-0.04379768669605255,-0.008969098329544067,bright,True,bright,False,bright,0.30791282653808594,0.034828588366508484
360097,evaluation,quadrants,full,0.003760822117328644,0.19951710104942322,0.13332249224185944,-0.027761220932006836,0.012180685997009277,bright,True,bright,False,,,
360097,evaluation,quadrants,top_left,0.18145820498466492,-0.04768025502562523,0.0015625000232830644,0.01587739586830139,0.015785768628120422,dark,True,dark,False,dark,0.22913846001029015,9.162724018096924e-05
360097,evaluation,quadrants,top_right,-0.0736379325389862,0.22407089173793793,0.2440885454416275,-0.008978277444839478,0.00718747079372406,bright,True,bright,False,bright,0.29770882427692413,0.016165748238563538
360097,evaluation,quadrants,bottom_left,-0.14568962156772614,0.21942138671875,0.2867187559604645,-0.043342262506484985,-0.008964583277702332,bright,True,bright,False,bright,0.36511100828647614,0.034377679228782654
360097,evaluation,quadrants,bottom_right,0.11058424413204193,0.010557815432548523,0.0009201389038935304,0.008810639381408691,0.012725606560707092,dark,True,bright,False,dark,0.10002642869949341,-0.003914967179298401
360097,evaluation,smooth_gradient,full,-0.16966623067855835,0.052880845963954926,0.04582682251930237,-0.008201777935028076,0.0024629533290863037,bright,True,bright,False,,,
360097,evaluation,smooth_gradient,top_left,-0.02835988998413086,-0.0654178112745285,0.0015625000232830644,0.012340083718299866,0.01827511191368103,dark,False,bright,False,,,
360097,evaluation,smooth_gradient,top_right,-0.12070374935865402,0.16163501143455505,0.0876736119389534,-0.015801772475242615,0.0028816312551498413,bright,True,bright,False,,,
360097,evaluation,smooth_gradient,bottom_left,-0.10507141798734665,-0.07971376925706863,0.00048611112288199365,-0.0037181973457336426,-0.005173623561859131,bright,False,dark,False,,,
360097,evaluation,smooth_gradient,bottom_right,-0.16506212949752808,0.10063187777996063,0.0935850739479065,-0.0409599244594574,-0.012072339653968811,bright,True,bright,False,,,
361551,evaluation,clean,full,-0.05644318833947182,-0.013744382187724113,4.890453965344932e-06,-0.007908537983894348,0.01951742172241211,bright,False,bright,False,,,
361551,evaluation,clean,top_left,-0.16162046790122986,-0.11788597702980042,0.0,-0.009813442826271057,0.012768536806106567,bright,False,bright,False,,,
361551,evaluation,clean,top_right,-0.05439942330121994,-0.12636010348796844,0.0,-0.023682817816734314,0.004697009921073914,dark,False,bright,False,,,
361551,evaluation,clean,bottom_left,-0.09281423687934875,-0.005820956081151962,0.0,-0.012199059128761292,0.009588092565536499,bright,False,bright,False,,,
361551,evaluation,clean,bottom_right,-0.06840479373931885,0.003134569153189659,1.9561815861379728e-05,-0.010404646396636963,0.020012110471725464,bright,True,bright,False,,,
361551,evaluation,homogeneous_dark,full,0.30097708106040955,0.01736665517091751,0.0,0.023489445447921753,0.025479108095169067,dark,True,bright,False,,,
361551,evaluation,homogeneous_dark,top_left,0.19808907806873322,-0.06697071343660355,0.0,0.023921996355056763,0.00914202630519867,dark,True,dark,False,,,
361551,evaluation,homogeneous_dark,top_right,0.29066479206085205,-0.07376177608966827,0.0,0.014125004410743713,0.005272462964057922,dark,True,dark,False,,,
361551,evaluation,homogeneous_dark,bottom_left,0.1372494101524353,-0.03451012074947357,0.0,0.011403381824493408,0.004991859197616577,dark,True,dark,False,,,
361551,evaluation,homogeneous_dark,bottom_right,0.15497606992721558,-0.031940922141075134,0.0,0.02082955837249756,0.022345781326293945,dark,True,bright,False,,,
361551,evaluation,homogeneous_bright,full,-0.10045429319143295,0.14351660013198853,0.2034037560224533,-0.02022533118724823,0.03384813666343689,bright,True,bright,True,,,
361551,evaluation,homogeneous_bright,top_left,-0.1522795855998993,0.0675889104604721,0.13354851305484772,-0.02743948996067047,0.02049177885055542,bright,True,bright,False,,,
361551,evaluation,homogeneous_bright,top_right,-0.07975119352340698,0.020876135677099228,0.06922926753759384,-0.028674274682998657,0.014648795127868652,bright,True,bright,False,,,
361551,evaluation,homogeneous_bright,bottom_left,-0.119549959897995,0.12739495933055878,0.18089789152145386,-0.01669009029865265,0.02319467067718506,bright,True,bright,False,,,
361551,evaluation,homogeneous_bright,bottom_right,-0.10171868652105331,0.2008560597896576,0.4299393594264984,-0.0160130113363266,0.03354978561401367,bright,True,bright,True,,,
361551,evaluation,left_right,full,0.17910194396972656,0.03429189324378967,0.12479215860366821,-0.01751554012298584,0.028739020228385925,dark,True,bright,False,,,
361551,evaluation,left_right,top_left,0.19808907806873322,-0.06697071343660355,0.0,0.023921996355056763,0.00914202630519867,dark,True,dark,False,dark,0.26505979150533676,0.014779970049858093
361551,evaluation,left_right,top_right,-0.07975119352340698,0.020876135677099228,0.06922926753759384,-0.028674274682998657,0.014648795127868652,bright,True,bright,False,bright,0.10062732920050621,0.04332306981086731
361551,evaluation,left_right,bottom_left,0.1372494101524353,-0.03451012074947357,0.0,0.011403381824493408,0.004991859197616577,dark,True,dark,False,dark,0.17175953090190887,0.006411522626876831
361551,evaluation,left_right,bottom_right,-0.10171868652105331,0.2008560597896576,0.4299393594264984,-0.0160130113363266,0.03354978561401367,bright,True,bright,True,bright,0.3025747463107109,0.04956279695034027
361551,evaluation,quadrants,full,0.10265524685382843,0.06243353337049484,0.06253179162740707,-0.0191652774810791,0.029223471879959106,dark,True,bright,False,,,
361551,evaluation,quadrants,top_left,0.19808907806873322,-0.06697071343660355,0.0,0.023921996355056763,0.00914202630519867,dark,True,dark,False,dark,0.26505979150533676,0.014779970049858093
361551,evaluation,quadrants,top_right,-0.07975119352340698,0.020876135677099228,0.06922926753759384,-0.028674274682998657,0.014648795127868652,bright,True,bright,False,bright,0.10062732920050621,0.04332306981086731
361551,evaluation,quadrants,bottom_left,-0.119549959897995,0.12739495933055878,0.18089789152145386,-0.01669009029865265,0.02319467067718506,bright,True,bright,False,bright,0.24694491922855377,0.03988476097583771
361551,evaluation,quadrants,bottom_right,0.15497606992721558,-0.031940922141075134,0.0,0.02082955837249756,0.022345781326293945,dark,True,bright,False,dark,0.1869169920682907,-0.0015162229537963867
361551,evaluation,smooth_gradient,full,-0.05049353092908859,-0.005200639367103577,0.06748092919588089,0.005379825830459595,0.027818188071250916,bright,False,bright,False,,,
361551,evaluation,smooth_gradient,top_left,-0.022318460047245026,-0.11409709602594376,0.0,0.013439416885375977,0.0055310726165771484,dark,False,dark,False,,,
361551,evaluation,smooth_gradient,top_right,-0.09081962704658508,-0.06719823181629181,0.007609546184539795,-0.023573115468025208,0.006218269467353821,bright,False,bright,False,,,
361551,evaluation,smooth_gradient,bottom_left,-0.00804206170141697,-0.010446911677718163,0.0,-0.0018355250358581543,0.005232974886894226,dark,False,bright,False,,,
361551,evaluation,smooth_gradient,bottom_right,-0.09703963994979858,0.1042528823018074,0.26231417059898376,-0.010788440704345703,0.025285392999649048,bright,True,bright,False,,,
361586,evaluation,clean,full,-0.19906672835350037,0.08161089569330215,0.01577538251876831,0.0009911209344863892,-0.003523893654346466,bright,True,dark,False,,,
361586,evaluation,clean,top_left,-0.04825345799326897,0.0246378593146801,0.02238849736750126,0.022352591156959534,-0.010621592402458191,bright,True,dark,False,,,
361586,evaluation,clean,top_right,-0.039082735776901245,0.03947300463914871,0.017348885536193848,0.014425426721572876,-0.006206631660461426,bright,True,dark,False,,,
361586,evaluation,clean,bottom_left,-0.129871666431427,-0.044875577092170715,0.012309272773563862,-0.0023297443985939026,0.022819526493549347,bright,False,bright,False,,,
361586,evaluation,clean,bottom_right,-0.12277935445308685,-0.018480658531188965,0.01105487160384655,0.026021331548690796,0.021472543478012085,bright,False,dark,False,,,
361586,evaluation,homogeneous_dark,full,0.09762188792228699,0.03791920468211174,0.0061179581098258495,0.010588422417640686,-0.007883697748184204,dark,True,dark,False,,,
361586,evaluation,homogeneous_dark,top_left,0.1460644155740738,-0.09625612199306488,0.00323503534309566,0.0447445809841156,-0.016527459025382996,dark,True,dark,True,,,
361586,evaluation,homogeneous_dark,top_right,0.09523290395736694,-0.01007680594921112,0.005215669050812721,0.02379731833934784,-0.0042002201080322266,dark,True,dark,False,,,
361586,evaluation,homogeneous_dark,bottom_left,0.10266804695129395,-0.04476005584001541,0.009015551768243313,0.008651047945022583,0.016620248556137085,dark,True,bright,False,,,
361586,evaluation,homogeneous_dark,bottom_right,0.05050450190901756,-0.04017956554889679,0.0070055751129984856,0.038847267627716064,0.02275964617729187,dark,True,dark,True,,,
361586,evaluation,homogeneous_bright,full,-0.17594876885414124,0.1870536506175995,0.23882776498794556,0.00016570836305618286,-0.005886144936084747,bright,True,dark,False,,,
361586,evaluation,homogeneous_bright,top_left,-0.05135542154312134,0.18012635409832,0.3013717830181122,0.015234634280204773,-0.005073726177215576,bright,True,dark,False,,,
361586,evaluation,homogeneous_bright,top_right,-0.05271650105714798,0.1922149658203125,0.29380136728286743,0.008421555161476135,-0.008704215288162231,bright,True,dark,False,,,
