index,low,snr_psnr,snr_ssim,ours_psnr,ours_ssim,delta_psnr,delta_ssim,seconds
52,Train/Low/low00196.png,24.30183675634272,0.90901235948703,10.403521951542963,0.4193154523307737,13.898314804799757,0.48969690715625624,0.020924580981954932
53,Train/Low/low00627.png,21.77767233722657,0.8482849205656163,11.518726744626644,0.5824986694590276,10.258945592599925,0.2657862511065887,0.020546996034681797
54,Train/Low/low00057.png,24.81247951657105,0.9062671817724091,11.509996747799072,0.6373025765644746,13.302482768771977,0.2689646052079344,0.020775076001882553
55,Train/Low/low00165.png,25.984463291426266,0.8758090870467744,9.105972098420892,0.3100211303999816,16.878491193005374,0.5657879566467928,0.02045596099924296
56,Train/Low/low00364.png,28.058088834872077,0.8580755010195581,9.191304766260709,0.19887697865072057,18.866784068611366,0.6591985223688375,0.020887241000309587
57,Train/Low/low00406.png,20.642543258551797,0.6796214710640329,7.081148745910425,0.1052843088971965,13.561394512641371,0.5743371621668364,0.02050950296688825
58,Train/Low/low00586.png,17.11395166511262,0.8405903516755541,9.821615774960161,0.47409089344970406,7.292335890152458,0.36649945822585,0.020872439024969935
59,Train/Low/low00643.png,18.058433662606873,0.9066524319364979,21.69878645574009,0.930106423324631,-3.640352793133218,-0.02345399138813309,0.025956756027881056
60,Train/Low/low00505.png,22.48483317566119,0.7840966419809292,11.536702429094763,0.4129906408478703,10.948130746566427,0.3711060011330589,0.021413670969195664
61,Train/Low/low00119.png,30.575207523005954,0.9309235674408907,19.732182392967314,0.7255288846311014,10.84302513003864,0.20539468280978923,0.020543745020404458
62,Train/Low/low00299.png,29.206338788948795,0.8799549446906438,13.70115065285249,0.23427946829579657,15.505188136096304,0.6456754763948472,0.020527979999314994
63,Train/Low/low00683.png,25.04811725615722,0.8527381104526865,11.220114909986629,0.35148051004242814,13.82800234617059,0.5012576004102585,0.020439303014427423
64,Train/Low/low00110.png,24.43627815044588,0.9527054744059776,19.60840665516215,0.7846318861117295,4.8278714952837305,0.16807358829424812,0.020453969947993755
65,Train/Low/low00214.png,19.608195050473064,0.8067472135357486,5.817801716319945,0.08426207375291578,13.79039333415312,0.7224851397828329,0.020436903985682875
66,Train/Low/low00417.png,23.498092432685866,0.7463213305836396,8.972256807419761,0.1010781128661327,14.525835625266105,0.6452432177175069,0.02048147702589631
67,Train/Low/low00354.png,21.25211650915126,0.7740469157045996,12.051525004864478,0.1201923052821338,9.200591504286782,0.6538546104224658,0.019471525971312076
68,Train/Low/low00603.png,25.434372973764177,0.9485194530821452,15.041572419086044,0.6255708431400312,10.392800554678132,0.32294860994211405,0.01943373098038137
69,Train/Low/low00260.png,21.19309614839022,0.8350391582465571,9.012618941915054,0.25382452664741895,12.180477206475167,0.5812146315991381,0.01948367996374145
70,Train/Low/low00628.png,23.33946337616091,0.8484236702245075,15.45702543181416,0.6494573804755105,7.882437944346751,0.198966289748997,0.019439730036538094
