[autodl] run_id=20260915-005309-ttie-t033a-retinex
[autodl] started_at=2026-09-15T00:53:14+08:00
....                                                                     [100%]
4 passed in 1.47s
/home/wenchang/anaconda3/envs/python3.12-tk2-2.3/lib/python3.12/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
low00653.png 1.0072239399887621
low00651.png 0.06373627105494961
low00443.png 0.05935593700269237
low00327.png 0.058847162988968194
low00601.png 0.06030213902704418
low00509.png 0.06122438400052488
low00001.png 0.06066563900094479
low00608.png 0.06038165296195075
low00351.png 0.058867888001259416
low00261.png 0.05885673098964617
low00177.png 0.060598275042138994
low00542.png 0.05925272998865694
low00592.png 0.05922075500711799
low00184.png 0.05921657005092129
low00080.png 0.059708015993237495
low00501.png 0.05923619499662891
low00133.png 0.059219917049631476
low00455.png 0.059195251029450446
low00206.png 0.05921797204064205
low00314.png 0.059325088979676366
low00097.png 0.05924471898470074
low00520.png 0.059217133035417646
low00424.png 0.05921989999478683
low00535.png 0.05920962104573846
low00336.png 0.059073603013530374
low00554.png 0.05903468298492953
low00564.png 0.05919913394609466
low00440.png 0.059316685947123915
low00584.png 0.05902308999793604
low00529.png 0.05902792199049145
low00213.png 0.05904664396075532
low00019.png 0.05899782699998468
low00004.png 0.05907471099635586
low00449.png 0.05908091098535806
low00040.png 0.05900732800364494
low00465.png 0.059058660990558565
low00293.png 0.059211154002696276
low00563.png 0.059071522031445056
low00515.png 0.05911894602468237
low00476.png 0.06270909402519464
low00219.png 0.05902626400347799
low00084.png 0.05906113097444177
low00100.png 0.05900270101847127
low00561.png 0.059046102047432214
low00510.png 0.05906278302427381
low00562.png 0.05911756097339094
low00247.png 0.05903696099994704
low00326.png 0.059008536976762116
low00385.png 0.05901783803710714
low00295.png 0.05910027999198064
low00331.png 0.0590983770089224
low00124.png 0.05972317501436919
low00196.png 0.06004200398456305
low00627.png 0.059112689981702715
low00057.png 0.059047985007055104
low00165.png 0.0590021510142833
low00364.png 0.059016511018853635
low00406.png 0.0590292340493761
low00586.png 0.05901145999087021
low00643.png 0.05901803699089214
low00505.png 0.059036179969552904
low00119.png 0.05905751802492887
low00299.png 0.059000250010285527
low00683.png 0.059023351001087576
low00110.png 0.05901778000406921
low00214.png 0.059018994972575456
low00417.png 0.05914161400869489
low00354.png 0.059148217958863825
low00603.png 0.05899823101935908
low00260.png 0.059038503968622535
low00628.png 0.059128072985913604
low00493.png 0.059032631979789585
low00298.png 0.05902049801079556
low00398.png 0.05902785202488303
low00659.png 0.05902565602445975
low00464.png 0.05927867803256959
low00405.png 0.05903653404675424
low00650.png 0.059059887018520385
low00621.png 0.05900134798139334
low00596.png 0.0590069760219194
low00378.png 0.05899490794399753
low00058.png 0.05901196802733466
low00092.png 0.0590194680262357
low00266.png 0.05903283099178225
low00180.png 0.05903532699448988
low00679.png 0.05904629401629791
low00408.png 0.05902288295328617
low00623.png 0.05901454802369699
low00646.png 0.05902108101872727
low00104.png 0.05920822301413864
low00399.png 0.05901914701098576
low00638.png 0.05916888598585501
low00533.png 0.0590260709868744
low00142.png 0.05901344999438152
low00182.png 0.05901539797196165
low00477.png 0.05906582000898197
low00036.png 0.05902379198232666
low00594.png 0.05901335697853938
low00192.png 0.059042435023002326
low00668.png 0.05904451699461788
FROZEN100 native float outputs; normal decodes0
[autodl] finished_at=2026-09-15T00:53:29+08:00
[autodl] exit_code=0
