index,low,winner,best_step,identity_best_step,selected_best_step,seconds,identity_mse,identity_psnr,identity_ssim,selected_mse,selected_psnr,selected_ssim,oracle_mse,oracle_psnr,oracle_ssim,t028_psnr,t028_ssim,delta_psnr,delta_ssim,ev_00,ev_01,ev_10,ev_11,gamma_00,gamma_01,gamma_10,gamma_11,wb_r_00,wb_r_01,wb_r_10,wb_r_11,wb_g_00,wb_g_01,wb_g_10,wb_g_11,wb_b_00,wb_b_01,wb_b_10,wb_b_11
56,Train/Low/low00364.png,T026A_selected,500,500,500,11.473942174983677,0.016183579108597735,17.90925424922769,0.16766547438140125,0.016180467036931122,17.910089469614032,0.167462653475383,0.016180467036931122,17.910089469614032,0.167462653475383,16.4989585588526,0.21878939987584012,1.4111309107614325,-0.05132674640045712,0.0,-0.5,0.0,-0.036854516714811325,0.7352824807167053,0.5135656595230103,0.8401702046394348,0.7180615067481995,1.6467294692993164,1.377163052558899,1.3700200319290161,1.6523334980010986,1.809360384941101,1.4895179271697998,1.625096321105957,1.7824697494506836,1.8220328092575073,1.5808310508728027,1.7339560985565186,1.7717418670654297
57,Train/Low/low00406.png,T026A_selected,500,500,500,11.30871286301408,0.06165699793679215,12.1001762478021,0.0873843901341274,0.0616466193570503,12.100907347184492,0.08733283761327669,0.0616466193570503,12.100907347184492,0.08733283761327669,10.212019257606052,0.10654034964787558,1.8888880895784403,-0.01920751203459889,-0.0342085026204586,0.0,-0.10302476584911346,-0.15139628946781158,0.5327727198600769,0.502644419670105,0.555496096611023,0.5092496275901794,1.6666266918182373,1.869246482849121,1.7642098665237427,1.7011932134628296,1.9650522470474243,1.9914567470550537,1.9476929903030396,1.942646861076355,1.3294453620910645,1.730326771736145,1.0785897970199585,1.2493394613265991
58,Train/Low/low00586.png,T026A_selected,500,500,500,11.531213063048199,0.013027941986861294,18.851241840066205,0.4796563043973752,0.012959556199125602,18.874098706545443,0.4802402962676424,0.012959556199125602,18.874098706545443,0.4802402962676424,16.628102355646277,0.5311494193107981,2.2459963508991656,-0.050909123043155646,1.5069026947021484,1.3303934335708618,1.7719552516937256,1.5013885498046875,0.5016071796417236,0.6242085099220276,0.6528512835502625,0.61827552318573,1.6465859413146973,1.335207223892212,1.714099645614624,1.1751219034194946,1.6368929147720337,1.2729802131652832,1.6361407041549683,1.1083561182022095,1.7357531785964966,1.3425564765930176,1.726550817489624,1.1634397506713867
59,Train/Low/low00643.png,identity,432,432,162,11.623562877008226,0.0015980211472700907,27.96417477786772,0.9558431035903782,0.001598058238523599,27.964073976074133,0.9558429508970844,0.0015980211472700907,27.96417477786772,0.9558431035903782,27.900911740172106,0.9559074624095841,0.06326303769561292,-6.435881920596742e-05,0.6453142762184143,0.5018246173858643,0.41775208711624146,0.5293716192245483,0.8431926369667053,0.7254034876823425,0.7231279611587524,0.7310075759887695,1.2163746356964111,1.1498262882232666,1.0955967903137207,1.1366475820541382,1.1984941959381104,1.1026132106781006,1.1030876636505127,1.151886224746704,1.1865154504776,1.127608299255371,1.091651439666748,1.1462666988372803
60,Train/Low/low00505.png,T026A_selected,500,500,500,11.569838655996136,0.006232944522712042,22.053067385960897,0.5566414927058306,0.006147539009112495,22.112987067716688,0.5584461482649545,0.006147539009112495,22.112987067716688,0.5584461482649545,18.36582963683544,0.5696671286446555,3.7471574308812485,-0.011220980379700984,1.5519880056381226,1.81156325340271,1.827773928642273,1.7584623098373413,0.5062554478645325,0.5045294165611267,0.5071864128112793,0.5246994495391846,1.377411127090454,1.2592428922653198,1.3689377307891846,1.5284624099731445,1.3524372577667236,1.2556378841400146,1.2815624475479126,1.4298021793365479,1.6768920421600342,1.4839189052581787,1.6865543127059937,1.9592291116714478
61,Train/Low/low00119.png,T026A_selected,500,500,500,11.16268761397805,0.0007256328233370184,31.392830805900033,0.7567813390569226,0.0007252955189192823,31.39485005724026,0.7576560511886962,0.0007252955189192823,31.39485005724026,0.7576560511886962,31.360175367461437,0.7577685753160234,0.03467468977882149,-0.00011252412732720707,1.1554280519485474,1.484997272491455,1.401848316192627,1.2686805725097656,0.6154830455780029,0.6753437519073486,0.5860118865966797,0.6788752675056458,1.0950661897659302,1.0516703128814697,0.9033777117729187,1.1394639015197754,1.0831049680709839,1.0383026599884033,0.9156554937362671,1.148834228515625,1.104715347290039,1.0484473705291748,0.9052691459655762,1.1291950941085815
62,Train/Low/low00299.png,T026A_selected,500,500,500,11.306032929045614,0.011851918663058927,19.262113376430406,0.22185074053731535,0.011810719696059027,19.277236374835354,0.22428731050903028,0.011810719696059027,19.277236374835354,0.22428731050903028,18.811767971818096,0.2370286992787218,0.4654684030172582,-0.012741388769691525,-0.3406670391559601,-0.33241504430770874,1.1480786800384521,0.6251129508018494,0.5048106908798218,0.5154675245285034,0.644798755645752,0.661835253238678,1.0906484127044678,1.1792820692062378,0.718043863773346,0.9151890873908997,1.1949669122695923,1.2627557516098022,0.7943993210792542,1.0089491605758667,1.2998396158218384,1.355743408203125,0.8183054327964783,1.0452754497528076
63,Train/Low/low00683.png,T026A_selected,500,500,500,11.38327529898379,0.01275561216753835,18.942986938864763,0.4293043889757282,0.012663941991611779,18.974310874682374,0.43008406688224193,0.012663941991611779,18.974310874682374,0.43008406688224193,16.66994442222085,0.4606981278550768,2.3043664524615224,-0.030614060972834867,1.6404943466186523,1.8026832342147827,1.7923884391784668,1.6717557907104492,0.5034539103507996,0.5027986168861389,0.5021746754646301,0.5024926066398621,1.4358265399932861,1.3250242471694946,1.3892954587936401,1.5302101373672485,1.4008772373199463,1.3284834623336792,1.334888219833374,1.4063873291015625,1.5855869054794312,1.4838862419128418,1.5152561664581299,1.566511869430542
64,Train/Low/low00110.png,T026A_selected,495,500,495,11.466865681984928,0.0006370443476622465,31.958303333246253,0.7552676078666326,0.0006369785758431173,31.95875174492882,0.7548641847052385,0.0006369785758431173,31.95875174492882,0.7548641847052385,31.769299347007394,0.7558169093687848,0.18945239792142488,-0.0009527246635462339,1.1164638996124268,1.5518770217895508,1.5640729665756226,1.2956053018569946,0.6391400098800659,0.7106037139892578,0.690216600894928,0.7166864275932312,1.2127268314361572,1.0807161331176758,1.0418757200241089,1.2256039381027222,1.2109558582305908,1.0764762163162231,1.038936734199524,1.2244948148727417,1.1705893278121948,1.0621984004974365,1.0128198862075806,1.2024624347686768
65,Train/Low/low00214.png,T026A_selected,500,500,500,11.558683319948614,0.049314718297820206,13.070234433687498,0.1379691440683906,0.04927803474763339,13.073466205529913,0.13796722443824383,0.04927803474763339,13.073466205529913,0.13796722443824383,8.78288048332063,0.17984732157320535,4.290585722209283,-0.04188009713496152,1.9955438375473022,1.9968119859695435,1.9983428716659546,1.9924676418304443,0.5010141730308533,0.5006129145622253,0.5011417269706726,0.5008558034896851,1.9967402219772339,1.9963409900665283,1.9956614971160889,1.9750980138778687,1.9980318546295166,1.996822714805603,1.995715856552124,1.9961522817611694,1.998352289199829,1.997484803199768,1.9950213432312012,1.9950414896011353
