index,low,normal,baseline_psnr,baseline_ssim,candidate_psnr,candidate_ssim,delta_psnr,delta_ssim
0,Train/Low/low00353.png,Train/Normal/normal00353.png,13.189543733318612,0.11608207570582094,13.06593171493973,0.1153121342806553,-0.12361201837888203,-0.000769941425165635
1,Train/Low/low00277.png,Train/Normal/normal00277.png,9.871313825397483,0.0976361007337283,9.483636318929996,0.10106967671263596,-0.38767750646748667,0.0034335759789076575
2,Train/Low/low00488.png,Train/Normal/normal00488.png,19.521511047663825,0.6005992467851423,13.432904259434103,0.4600683419533249,-6.088606788229722,-0.1405309048318174
3,Train/Low/low00301.png,Train/Normal/normal00301.png,8.731156221041967,0.0708922572085687,9.030274016118955,0.0837309838477404,0.2991177950769881,0.012838726639171696
4,Train/Low/low00341.png,Train/Normal/normal00341.png,11.768153018681794,0.1304218157342036,11.345302057438353,0.13887938411431228,-0.4228509612434408,0.008457568380108665
5,Train/Low/low00283.png,Train/Normal/normal00283.png,11.022483448068938,0.15426451556069054,12.491530406254409,0.16213435875477117,1.469046958185471,0.007869843194080628
6,Train/Low/low00079.png,Train/Normal/normal00079.png,16.17890718303539,0.6539066798266867,10.179235453119448,0.6098146978273297,-5.99967172991594,-0.044091981999357044
7,Train/Low/low00013.png,Train/Normal/normal00013.png,13.4186608257871,0.5852859136731139,7.243397729717056,0.4339172540279745,-6.175263096070044,-0.1513686596451394
8,Train/Low/low00198.png,Train/Normal/normal00198.png,13.439150017583062,0.6657420809846566,18.43069249159144,0.7633571181518013,4.991542474008378,0.0976150371671447
9,Train/Low/low00232.png,Train/Normal/normal00232.png,23.49622665344738,0.6339887183112296,15.448135504007361,0.6013686266564744,-8.048091149440019,-0.03262009165475521
10,Train/Low/low00582.png,Train/Normal/normal00582.png,9.115593176425497,0.15878284449530733,7.914977177156015,0.1198042102692454,-1.2006159992694823,-0.03897863422606193
11,Train/Low/low00190.png,Train/Normal/normal00190.png,11.198551179724994,0.3519319264505611,8.39934575229121,0.2382689050146166,-2.799205427433785,-0.1136630214359445
12,Train/Low/low00372.png,Train/Normal/normal00372.png,8.554676148110612,0.06271337231784124,7.78779552556257,0.07653248326092373,-0.766880622548042,0.013819110943082483
13,Train/Low/low00453.png,Train/Normal/normal00453.png,12.484140681211144,0.13093470138571744,12.107823959660855,0.15013229172216389,-0.37631672155028895,0.01919759033644644
14,Train/Low/low00463.png,Train/Normal/normal00463.png,12.782722528087387,0.1338210775055816,12.467420309375289,0.1492102812717329,-0.3153022187120982,0.0153892037661513
15,Train/Low/low00383.png,Train/Normal/normal00383.png,9.990326598847549,0.22385309030962114,9.790194391155955,0.22575574333983867,-0.20013220769159368,0.001902653030217527
16,Train/Low/low00158.png,Train/Normal/normal00158.png,15.116428525900183,0.32968767690672063,11.5117915494655,0.273227963013651,-3.6046369764346835,-0.05645971389306964
17,Train/Low/low00018.png,Train/Normal/normal00018.png,16.264631033551126,0.5851128575539055,9.997403592068894,0.42386187869541464,-6.267227441482232,-0.16125097885849088
18,Train/Low/low00006.png,Train/Normal/normal00006.png,16.50360557580747,0.7280171277132135,11.252189114340256,0.6408805053348696,-5.251416461467214,-0.08713662237834385
19,Train/Low/low00639.png,Train/Normal/normal00639.png,8.30110338280045,0.30995216616836146,5.809065427982158,0.2328431792385268,-2.4920379548182927,-0.07710898692983467
20,Train/Low/low00400.png,Train/Normal/normal00400.png,8.56832231034575,0.10653329603630322,7.727822927095643,0.10686845042650356,-0.8404993832501066,0.00033515439020033455
21,Train/Low/low00082.png,Train/Normal/normal00082.png,7.235785685345702,0.1941299553843666,6.107355446548412,0.14453285220500559,-1.1284302387972902,-0.049597103179361
22,Train/Low/low00462.png,Train/Normal/normal00462.png,8.975188458917264,0.07403425183997257,9.826629074495507,0.08546059145889426,0.8514406155782428,0.011426339618921685
23,Train/Low/low00052.png,Train/Normal/normal00052.png,18.44152922858261,0.6695592551441397,13.642267430573366,0.6125586521564479,-4.799261798009244,-0.05700060298769183
24,Train/Low/low00583.png,Train/Normal/normal00583.png,14.130981785928423,0.34867023600306657,9.74355443994752,0.3091067964429008,-4.387427345980903,-0.03956343956016578
25,Train/Low/low00237.png,Train/Normal/normal00237.png,6.807441806537193,0.1671174423319672,5.161002824806429,0.10322511513148286,-1.646438981730764,-0.06389232720048435
26,Train/Low/low00549.png,Train/Normal/normal00549.png,20.934143652137188,0.5708125861148236,12.340744374431294,0.5411964313967332,-8.593399277705894,-0.029616154718090315
27,Train/Low/low00231.png,Train/Normal/normal00231.png,8.073394179684087,0.24002402798558553,6.530795712173641,0.16791473243569147,-1.5425984675104454,-0.07210929554989406
28,Train/Low/low00031.png,Train/Normal/normal00031.png,6.062173615136135,0.10214268709073693,5.369207514664174,0.08113861999938317,-0.6929661004719616,-0.02100406709135376
29,Train/Low/low00144.png,Train/Normal/normal00144.png,12.326623101054846,0.41852120920006036,8.427254689937957,0.30121535674796907,-3.899368411116889,-0.1173058524520913
30,Train/Low/low00161.png,Train/Normal/normal00161.png,8.604504477628975,0.20269069822902472,7.1989075164652,0.13580185513854334,-1.4055969611637753,-0.06688884309048138
31,Train/Low/low00108.png,Train/Normal/normal00108.png,6.344345576420861,0.11149706576865541,5.744776121354205,0.07936667130285642,-0.5995694550666562,-0.03213039446579899
32,Train/Low/low00039.png,Train/Normal/normal00039.png,14.429005290676395,0.6926566410309581,18.684664842219043,0.7848464544830537,4.255659551542648,0.09218981345209554
33,Train/Low/low00559.png,Train/Normal/normal00559.png,14.600107839988173,0.5746496309779278,21.71748281627003,0.70468435165095,7.117374976281859,0.13003472067302224
34,Train/Low/low00669.png,Train/Normal/normal00669.png,17.477419593340354,0.5789378166734964,11.855666307101252,0.5464155341743727,-5.621753286239102,-0.0325222824991237
35,Train/Low/low00532.png,Train/Normal/normal00532.png,9.849246670505682,0.4908679547493098,6.885120559816134,0.4047099228331764,-2.9641261106895485,-0.08615803191613336
36,Train/Low/low00044.png,Train/Normal/normal00044.png,8.958095571781271,0.5019400081816489,8.244295740660593,0.5000286229603137,-0.7137998311206779,-0.00191138522133516
37,Train/Low/low00480.png,Train/Normal/normal00480.png,9.607466295064933,0.5445298444675786,9.323304015776694,0.5310165483245495,-0.284162279288239,-0.013513296143029097
38,Train/Low/low00452.png,Train/Normal/normal00452.png,9.70363376176121,0.08568165701458309,9.083760438151637,0.09238248062548145,-0.619873323609573,0.006700823610898354
39,Train/Low/low00307.png,Train/Normal/normal00307.png,9.70034141624559,0.1899254758662231,8.67146123501765,0.19036419908538926,-1.0288801812279402,0.0004387232191661594
40,Train/Low/low00143.png,Train/Normal/normal00143.png,10.92132410562134,0.3552296037566072,8.145909705295939,0.2566321531083349,-2.775414400325401,-0.0985974506482723
41,Train/Low/low00205.png,Train/Normal/normal00205.png,6.328393241128757,0.12893966100588605,5.393206754773913,0.0970824122226223,-0.9351864863548442,-0.03185724878326375
42,Train/Low/low00255.png,Train/Normal/normal00255.png,15.21540479360567,0.4958218893557624,11.078691787370332,0.3821690345507534,-4.136713006235338,-0.11365285480500897
