image_id,split,condition,view,d_dark,d_bright,input_clipping_fraction,type,active
33368,evaluation,homogeneous_bright,bottom_left,-0.040117666125297546,0.042056307196617126,0.4210677146911621,bright,True
33368,evaluation,homogeneous_bright,bottom_right,-0.03063349425792694,0.04592244327068329,0.37992188334465027,bright,True
33368,evaluation,left_right,full,0.004836380481719971,0.023085027933120728,0.16621868312358856,bright,False
33368,evaluation,left_right,top_left,0.061362624168395996,0.03117954730987549,0.0677301213145256,dark,True
33368,evaluation,left_right,top_right,0.019802719354629517,0.03398466110229492,0.21671023964881897,bright,True
33368,evaluation,left_right,bottom_left,0.01389971375465393,0.02406582236289978,0.0003124999930150807,bright,False
33368,evaluation,left_right,bottom_right,-0.03063349425792694,0.04592244327068329,0.37992188334465027,bright,True
33368,evaluation,quadrants,full,0.0006334632635116577,0.030957147479057312,0.17797058820724487,bright,True
33368,evaluation,quadrants,top_left,0.061362624168395996,0.03117954730987549,0.0677301213145256,dark,True
33368,evaluation,quadrants,top_right,0.019802719354629517,0.03398466110229492,0.21671023964881897,bright,True
33368,evaluation,quadrants,bottom_left,-0.040117666125297546,0.042056307196617126,0.4210677146911621,bright,True
33368,evaluation,quadrants,bottom_right,0.014790177345275879,0.02944888174533844,0.006076388992369175,bright,False
33368,evaluation,smooth_gradient,full,0.022064372897148132,0.03828601539134979,0.10654575377702713,bright,True
33368,evaluation,smooth_gradient,top_left,0.040037140250205994,0.036799877882003784,0.0677301213145256,dark,True
33368,evaluation,smooth_gradient,top_right,0.032427117228507996,0.023697704076766968,0.14987795054912567,dark,True
33368,evaluation,smooth_gradient,bottom_left,-0.025898128747940063,0.02678026258945465,0.0003124999930150807,bright,False
33368,evaluation,smooth_gradient,bottom_right,-0.012618094682693481,0.043385714292526245,0.2082812488079071,bright,True
39405,evaluation,clean,full,0.013744309544563293,0.016689002513885498,0.0010269953636452556,bright,False
39405,evaluation,clean,top_left,0.02778807282447815,0.01236926019191742,0.0003227699489798397,dark,True
39405,evaluation,clean,top_right,0.014195933938026428,0.01853311061859131,0.0003814554074779153,bright,False
39405,evaluation,clean,bottom_left,0.00783798098564148,0.007564440369606018,0.0013693270739167929,dark,False
39405,evaluation,clean,bottom_right,0.02385815978050232,0.006037667393684387,0.0020344287622720003,dark,False
39405,evaluation,homogeneous_dark,full,0.02813608944416046,0.009573802351951599,0.0010269953636452556,dark,True
39405,evaluation,homogeneous_dark,top_left,0.04717762768268585,0.009276002645492554,0.0003227699489798397,dark,True
