image_id,condition,method,mse,psnr_db,recovery_ratio,clean_drift_mse,dark_region_mse,bright_region_mse,loss_before,loss_after,active_count,steps,stop_reason,ev_min,ev_max,gamma_min,gamma_max
3501,left_right,spatial2_discrete,0.09349779784679413,10.291986179429728,-0.6055794409568638,,0.1619473248720169,0.025048255920410156,10.548756177865547,2.3363779768618156,2,0,one_coordinate_pass,-0.9999999403953552,0.0,0.8000000715255737,1.25
3501,left_right,global_ttt,0.04286179691553116,13.679296257780663,0.2639610609566374,,0.06160537153482437,0.024118222296237946,10.548756177865547,1.0478142878724719,2,40,max_updates,-0.40823864936828613,-0.40823864936828613,0.6721615195274353,0.6721615195274353
3501,left_right,spatial2_ttt,0.04369716718792915,13.595467166801061,0.2496157676359696,,0.06905166804790497,0.01834266632795334,10.548756177865547,0.7584215460222751,2,40,max_updates,-0.4603762924671173,-0.06061486527323723,0.6534522175788879,0.9328415989875793
3501,quadrants,identity,0.0651373639702797,11.861698207838252,0.0,,0.09610402584075928,0.03417068347334862,7.1979932342316575,7.1979932342316575,3,0,identity,0.0,0.0,1.0,1.0
3501,quadrants,global_direct,0.06418800354003906,11.925461321055387,0.014574744392078842,,0.10959922522306442,0.018776776269078255,7.1979932342316575,2.976055312524983,3,0,fixed_direct,-0.1250000149011612,-0.1250000149011612,1.0,1.0
3501,quadrants,spatial2_direct,0.05072324723005295,12.947929513220792,0.22128799603870208,,0.08619917184114456,0.015247326344251633,7.1979932342316575,0.9550035071397724,3,0,fixed_direct,-0.5,0.5,1.0,1.0
3501,quadrants,global_discrete,0.05983450636267662,12.230482875683798,0.08141038083798746,,0.1048063188791275,0.01486269198358059,7.1979932342316575,2.284269726250862,3,0,one_coordinate_pass,-0.5,-0.5,0.8000000715255737,0.8000000715255737
3501,quadrants,spatial2_discrete,0.06532852351665497,11.848971571448804,-0.002934714190498955,,0.11034596711397171,0.020311078056693077,7.1979932342316575,0.697272244061437,3,0,one_coordinate_pass,-0.9999999403953552,0.5,0.8000000715255737,1.25
3501,quadrants,global_ttt,0.04292607307434082,13.672788394532454,0.34099155295988404,,0.0518571175634861,0.033995021134614944,7.1979932342316575,1.46218484721038,3,40,max_updates,-0.41434675455093384,-0.41434675455093384,0.5809792876243591,0.5809792876243591
3501,quadrants,spatial2_ttt,0.059252575039863586,12.272927710342705,0.09034429046132675,,0.10048149526119232,0.01802365854382515,7.1979932342316575,0.5365727510749752,3,40,max_updates,-0.7110466957092285,0.33995354175567627,0.637976884841919,1.1943175792694092
3501,smooth_gradient,identity,0.015087466686964035,18.21383675813147,0.0,,,,-0.0,-0.0,0,0,identity,0.0,0.0,1.0,1.0
3501,smooth_gradient,global_direct,0.015087466686964035,18.21383675813147,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3501,smooth_gradient,spatial2_direct,0.015087466686964035,18.21383675813147,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3501,smooth_gradient,global_discrete,0.015087466686964035,18.21383675813147,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3501,smooth_gradient,spatial2_discrete,0.015087466686964035,18.21383675813147,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3501,smooth_gradient,global_ttt,0.015087466686964035,18.21383675813147,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3501,smooth_gradient,spatial2_ttt,0.015087466686964035,18.21383675813147,0.0,,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,clean,identity,0.0,,,0.0,,,-0.0,-0.0,0,0,identity,0.0,0.0,1.0,1.0
3553,clean,global_direct,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,clean,spatial2_direct,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
