index,low,original_psnr,original_ssim,guarded_psnr,guarded_ssim,delta_psnr,delta_ssim
0,Train/Low/low00407.png,10.819801819973572,0.3301741616940406,10.428481037565863,0.31525027162454616,-0.39132078240770873,-0.014923890069494461
1,Train/Low/low00552.png,8.22417064605206,0.44050028608021935,7.467032316053643,0.38216571956210593,-0.7571383299984173,-0.05833456651811342
2,Train/Low/low00521.png,9.89605860988606,0.3411549793090372,9.5610651658479,0.3111293005519568,-0.3349934440381599,-0.0300256787570804
3,Train/Low/low00007.png,7.613600554345904,0.21623098569205731,7.613600554345904,0.21623098569205731,0.0,0.0
4,Train/Low/low00253.png,20.05661135615505,0.8095125713234563,20.05661135615505,0.8095125713234563,0.0,0.0
5,Train/Low/low00511.png,14.339387021328722,0.4478694302035493,13.971254638116601,0.4234949705734469,-0.36813238321212083,-0.024374459630102374
6,Train/Low/low00319.png,11.8640012716906,0.21116788082830285,11.8640012716906,0.21116788082830285,0.0,0.0
7,Train/Low/low00507.png,13.28444482702671,0.5233815909650542,13.28444482702671,0.5233815909650542,0.0,0.0
8,Train/Low/low00186.png,18.23997577386724,0.7009034193847035,17.21959810248443,0.6911501429491126,-1.0203776713828105,-0.009753276435590874
9,Train/Low/low00579.png,15.596067271195755,0.6598843988728386,15.596067271195755,0.6598843988728386,0.0,0.0
10,Train/Low/low00310.png,8.36909997195317,0.1016131117880291,8.282922063948934,0.10058500578679724,-0.08617790800423641,-0.0010281060012318627
11,Train/Low/low00499.png,9.307766355952477,0.4339096202842811,9.056263739614426,0.419653452855762,-0.25150261633805115,-0.014256167428519095
12,Train/Low/low00279.png,12.926494904253207,0.18203650464947088,12.926494904253207,0.18203650464947088,0.0,0.0
13,Train/Low/low00268.png,8.438429308116085,0.07445948279739216,7.860054381072068,0.07101806446568816,-0.5783749270440168,-0.0034414183317039992
14,Train/Low/low00680.png,13.382877589979799,0.6455233714946916,12.859077868547896,0.6309102688766204,-0.523799721431903,-0.01461310261807125
15,Train/Low/low00599.png,16.561618779703863,0.534761494314011,15.905048328513994,0.5387479401151183,-0.6565704511898698,0.003986445801107297
16,Train/Low/low00416.png,8.701420378521972,0.10294854288818511,8.567318806350938,0.10188240725134824,-0.13410157217103347,-0.0010661356368368707
17,Train/Low/low00168.png,7.7492614264888315,0.12815047094587742,7.7492614264888315,0.12815047094587742,0.0,0.0
18,Train/Low/low00355.png,8.523313370967339,0.09209189000905853,8.435102094653132,0.09614476336795186,-0.08821127631420644,0.00405287335889333
19,Train/Low/low00174.png,9.81942232318709,0.5239453281938291,8.651458136452861,0.4515866484070892,-1.1679641867342294,-0.07235867978673993
