[autodl] run_id=20260915-191837-ttie-t047a-oracle
[autodl] started_at=2026-09-15T19:18:42+08:00
/home/wenchang/anaconda3/envs/python3.12-tk2-2.3/lib/python3.12/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
1/100 best_step=296 seconds=4.44
2/100 best_step=425 seconds=3.37
3/100 best_step=171 seconds=3.38
4/100 best_step=272 seconds=3.38
5/100 best_step=252 seconds=3.38
6/100 best_step=491 seconds=3.39
7/100 best_step=342 seconds=3.38
8/100 best_step=451 seconds=3.37
9/100 best_step=211 seconds=3.38
10/100 best_step=240 seconds=3.39
11/100 best_step=222 seconds=3.39
12/100 best_step=247 seconds=3.39
13/100 best_step=293 seconds=3.39
14/100 best_step=218 seconds=3.39
15/100 best_step=154 seconds=3.38
16/100 best_step=178 seconds=3.39
17/100 best_step=23 seconds=3.38
18/100 best_step=273 seconds=3.39
19/100 best_step=161 seconds=3.37
20/100 best_step=237 seconds=3.37
21/100 best_step=236 seconds=3.37
22/100 best_step=447 seconds=3.37
23/100 best_step=303 seconds=3.37
24/100 best_step=156 seconds=3.37
25/100 best_step=320 seconds=3.37
26/100 best_step=260 seconds=3.37
27/100 best_step=210 seconds=3.36
28/100 best_step=456 seconds=3.37
29/100 best_step=275 seconds=3.36
30/100 best_step=210 seconds=3.37
31/100 best_step=325 seconds=3.36
32/100 best_step=274 seconds=3.37
33/100 best_step=163 seconds=3.36
34/100 best_step=203 seconds=3.37
35/100 best_step=151 seconds=3.37
36/100 best_step=344 seconds=3.38
37/100 best_step=168 seconds=3.37
38/100 best_step=232 seconds=3.37
39/100 best_step=152 seconds=3.37
40/100 best_step=252 seconds=3.38
41/100 best_step=160 seconds=3.37
42/100 best_step=308 seconds=3.38
43/100 best_step=204 seconds=3.37
44/100 best_step=246 seconds=3.38
45/100 best_step=197 seconds=3.37
46/100 best_step=346 seconds=3.37
47/100 best_step=249 seconds=3.37
48/100 best_step=275 seconds=3.37
49/100 best_step=262 seconds=3.37
50/100 best_step=226 seconds=3.37
51/100 best_step=330 seconds=3.37
52/100 best_step=171 seconds=3.38
53/100 best_step=200 seconds=3.37
54/100 best_step=413 seconds=3.37
55/100 best_step=185 seconds=3.37
56/100 best_step=490 seconds=3.37
57/100 best_step=276 seconds=3.37
58/100 best_step=316 seconds=3.38
59/100 best_step=346 seconds=3.39
60/100 best_step=449 seconds=3.39
61/100 best_step=237 seconds=3.39
62/100 best_step=220 seconds=3.39
63/100 best_step=483 seconds=3.39
64/100 best_step=195 seconds=3.39
65/100 best_step=168 seconds=3.39
66/100 best_step=255 seconds=3.39
67/100 best_step=248 seconds=3.39
68/100 best_step=196 seconds=3.39
69/100 best_step=351 seconds=3.38
70/100 best_step=184 seconds=3.39
71/100 best_step=150 seconds=3.39
72/100 best_step=432 seconds=3.39
73/100 best_step=277 seconds=3.39
74/100 best_step=192 seconds=3.39
75/100 best_step=220 seconds=3.39
76/100 best_step=493 seconds=3.39
77/100 best_step=202 seconds=3.39
78/100 best_step=316 seconds=3.39
79/100 best_step=338 seconds=3.39
80/100 best_step=250 seconds=3.39
81/100 best_step=276 seconds=3.39
82/100 best_step=254 seconds=3.39
83/100 best_step=422 seconds=3.39
84/100 best_step=206 seconds=3.39
85/100 best_step=249 seconds=3.39
86/100 best_step=425 seconds=3.39
87/100 best_step=246 seconds=3.39
88/100 best_step=466 seconds=3.39
89/100 best_step=312 seconds=3.39
90/100 best_step=234 seconds=3.39
91/100 best_step=275 seconds=3.39
92/100 best_step=197 seconds=3.39
93/100 best_step=316 seconds=3.39
94/100 best_step=249 seconds=3.39
95/100 best_step=24 seconds=3.39
96/100 best_step=221 seconds=3.39
97/100 best_step=274 seconds=3.39
98/100 best_step=368 seconds=3.39
99/100 best_step=260 seconds=3.39
100/100 best_step=341 seconds=3.39
FROZEN100 selected outputs; no PSNR/SSIM aggregates computed
[autodl] finished_at=2026-09-15T19:24:24+08:00
[autodl] exit_code=0
