[autodl] run_id=20260914-042925-ttie-t022c-ev2
[autodl] started_at=2026-09-14T04:29:31+08:00
/home/wenchang/asdasdsad/wjq/TTIE/.venv/lib/python3.12/site-packages/timm/models/layers/__init__.py:49: FutureWarning: Importing from timm.models.layers is deprecated, please import via timm.layers
  warnings.warn(f"Importing from {__name__} is deprecated, please import via timm.layers", FutureWarning)
/home/wenchang/anaconda3/envs/python3.12-tk2-2.3/lib/python3.12/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
/home/wenchang/asdasdsad/wjq/TTIE/.venv/lib/python3.12/site-packages/open_clip/factory.py:129: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  checkpoint = torch.load(checkpoint_path, map_location=map_location)
1/100 seconds=2.425 updates=40
2/100 seconds=2.531 updates=40
3/100 seconds=2.207 updates=40
4/100 seconds=2.426 updates=40
5/100 seconds=2.387 updates=40
6/100 seconds=2.450 updates=40
7/100 seconds=2.441 updates=40
8/100 seconds=2.394 updates=40
9/100 seconds=2.485 updates=40
10/100 seconds=2.488 updates=40
11/100 seconds=2.466 updates=40
12/100 seconds=2.449 updates=40
13/100 seconds=2.466 updates=40
14/100 seconds=2.467 updates=40
15/100 seconds=2.453 updates=40
16/100 seconds=2.479 updates=40
17/100 seconds=2.460 updates=40
18/100 seconds=2.282 updates=40
19/100 seconds=2.449 updates=40
20/100 seconds=2.086 updates=40
21/100 seconds=2.001 updates=40
22/100 seconds=2.438 updates=40
23/100 seconds=2.438 updates=40
24/100 seconds=2.463 updates=40
25/100 seconds=2.447 updates=40
26/100 seconds=2.448 updates=40
27/100 seconds=2.462 updates=40
28/100 seconds=2.465 updates=40
29/100 seconds=2.433 updates=40
30/100 seconds=2.472 updates=40
31/100 seconds=2.428 updates=40
32/100 seconds=2.484 updates=40
33/100 seconds=2.468 updates=40
34/100 seconds=2.448 updates=40
35/100 seconds=2.441 updates=40
36/100 seconds=2.444 updates=40
37/100 seconds=2.457 updates=40
38/100 seconds=2.467 updates=40
39/100 seconds=2.475 updates=40
40/100 seconds=2.449 updates=40
41/100 seconds=2.454 updates=40
42/100 seconds=2.422 updates=40
43/100 seconds=2.475 updates=40
44/100 seconds=2.433 updates=40
45/100 seconds=2.448 updates=40
46/100 seconds=2.467 updates=40
47/100 seconds=2.309 updates=40
48/100 seconds=2.295 updates=40
49/100 seconds=2.266 updates=40
50/100 seconds=2.250 updates=40
51/100 seconds=2.329 updates=40
52/100 seconds=2.443 updates=40
53/100 seconds=2.464 updates=40
54/100 seconds=2.476 updates=40
55/100 seconds=2.441 updates=40
56/100 seconds=2.472 updates=40
57/100 seconds=2.472 updates=40
58/100 seconds=2.449 updates=40
59/100 seconds=2.480 updates=40
60/100 seconds=2.424 updates=40
61/100 seconds=2.432 updates=40
62/100 seconds=2.439 updates=40
63/100 seconds=2.476 updates=40
64/100 seconds=2.472 updates=40
65/100 seconds=2.467 updates=40
66/100 seconds=2.476 updates=40
67/100 seconds=2.476 updates=40
68/100 seconds=2.408 updates=40
69/100 seconds=2.409 updates=40
70/100 seconds=2.446 updates=40
71/100 seconds=2.443 updates=40
72/100 seconds=2.470 updates=40
73/100 seconds=2.446 updates=40
74/100 seconds=2.465 updates=40
75/100 seconds=2.469 updates=40
76/100 seconds=2.419 updates=40
77/100 seconds=2.473 updates=40
78/100 seconds=2.404 updates=40
79/100 seconds=2.463 updates=40
80/100 seconds=2.439 updates=40
81/100 seconds=2.438 updates=40
82/100 seconds=2.392 updates=40
83/100 seconds=2.472 updates=40
84/100 seconds=2.447 updates=40
85/100 seconds=2.441 updates=40
86/100 seconds=2.418 updates=40
87/100 seconds=2.473 updates=40
88/100 seconds=2.455 updates=40
89/100 seconds=2.464 updates=40
90/100 seconds=2.468 updates=40
91/100 seconds=2.446 updates=40
92/100 seconds=2.471 updates=40
93/100 seconds=2.470 updates=40
94/100 seconds=2.452 updates=40
95/100 seconds=2.465 updates=40
96/100 seconds=2.471 updates=40
97/100 seconds=2.425 updates=40
98/100 seconds=2.451 updates=40
99/100 seconds=2.413 updates=40
100/100 seconds=2.437 updates=40
All 100 outputs frozen before reference deployment
[autodl] finished_at=2026-09-14T04:33:45+08:00
[autodl] exit_code=0
