[autodl] run_id=20260915-161153-ttie-t045a-snr
[autodl] started_at=2026-09-15T16:12:00+08:00
....                                                                     [100%]
4 passed in 1.32s
/home/wenchang/anaconda3/envs/python3.12-tk2-2.3/lib/python3.12/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
low00653.png 0.32645038299961016
low00651.png 0.0228288879734464
low00443.png 0.02149079303489998
low00327.png 0.019557210966013372
low00601.png 0.025322036002762616
low00509.png 0.020905315992422402
low00001.png 0.019803815986961126
low00608.png 0.019356161006726325
low00351.png 0.019885995017830282
low00261.png 0.019334642973262817
low00177.png 0.019615090976003557
low00542.png 0.019318666018079966
low00592.png 0.01978057302767411
low00184.png 0.019736049987841398
low00080.png 0.019356174976564944
low00501.png 0.01945613499265164
low00133.png 0.019922248960938305
low00455.png 0.020700569031760097
low00206.png 0.019360240956302732
low00314.png 0.019285307032987475
low00097.png 0.019793074985500425
low00520.png 0.019348642032127827
low00424.png 0.020119416003581136
low00535.png 0.01993720099562779
low00336.png 0.019360524020157754
low00554.png 0.019244672963395715
low00564.png 0.019759276998229325
low00440.png 0.01938723202329129
low00584.png 0.019857071980368346
low00529.png 0.02004609996220097
low00213.png 0.019862162007484585
low00019.png 0.01929827796993777
low00004.png 0.020532210997771472
low00449.png 0.02002015500329435
low00040.png 0.019443699973635375
low00465.png 0.01928638096433133
low00293.png 0.02001811098307371
low00563.png 0.019684149010572582
low00515.png 0.020496794022619724
low00476.png 0.020010145963169634
low00219.png 0.020226371008902788
low00084.png 0.024757879960816354
low00100.png 0.021097280958201736
low00561.png 0.021002744033467025
low00510.png 0.020865719998255372
low00562.png 0.02100541803520173
low00247.png 0.020812700036913157
low00326.png 0.02061794704059139
low00385.png 0.020943924027960747
low00295.png 0.0206372810062021
low00331.png 0.020836865005549043
low00124.png 0.02054049097932875
low00196.png 0.020924580981954932
low00627.png 0.020546996034681797
low00057.png 0.020775076001882553
low00165.png 0.02045596099924296
low00364.png 0.020887241000309587
low00406.png 0.02050950296688825
low00586.png 0.020872439024969935
low00643.png 0.025956756027881056
low00505.png 0.021413670969195664
low00119.png 0.020543745020404458
low00299.png 0.020527979999314994
low00683.png 0.020439303014427423
low00110.png 0.020453969947993755
low00214.png 0.020436903985682875
low00417.png 0.02048147702589631
low00354.png 0.019471525971312076
low00603.png 0.01943373098038137
low00260.png 0.01948367996374145
low00628.png 0.019439730036538094
low00493.png 0.019434409972745925
low00298.png 0.019466609985101968
low00398.png 0.019489119003992528
low00659.png 0.019439491035882384
low00464.png 0.01946698600659147
low00405.png 0.019403337966650724
low00650.png 0.01942081400193274
low00621.png 0.019443618948571384
low00596.png 0.01944845198886469
low00378.png 0.019492501043714583
low00058.png 0.01949192601023242
low00092.png 0.01945766800781712
low00266.png 0.019471245992463082
low00180.png 0.019415503018535674
low00679.png 0.01943274401128292
low00408.png 0.019456215028185397
low00623.png 0.019431232998613268
low00646.png 0.019504488969687372
low00104.png 0.019426467013545334
low00399.png 0.01939505396876484
low00638.png 0.019441309035755694
low00533.png 0.019467572041321546
low00142.png 0.01951648498652503
low00182.png 0.019466500030830503
low00477.png 0.019462592026684433
low00036.png 0.01951639901380986
low00594.png 0.019465259043499827
low00192.png 0.01949402701575309
low00668.png 0.01943178300280124
FROZEN100 native float outputs; normal decodes0
[autodl] finished_at=2026-09-15T16:12:11+08:00
[autodl] exit_code=0
