tau,mean_delta_psnr,median_delta_psnr,regressions_t026,worst_delta_t026,mean_delta_ssim,eligible
0.005787128858014503,-3.3267418204229977,-2.687974091845991,80,-11.630579820933118,-0.18840576049309965,False
0.005794234543066023,-3.3243534539212414,-2.687974091845991,80,-11.630579820933118,-0.18808666551390568,False
0.0058120029124483835,-3.318386122659705,-2.687974091845991,80,-11.630579820933118,-0.18773693370236313,False
0.005819017659029707,-3.3157186190611565,-2.687974091845991,80,-11.630579820933118,-0.1873995706322067,False
0.005849105202954423,-3.312740526172468,-2.687974091845991,80,-11.630579820933118,-0.18704743749073785,False
0.0058649888684993235,-3.3059614617845905,-2.687974091845991,80,-11.630579820933118,-0.18673300987617314,False
0.005885057903650556,-3.3026372888256064,-2.687974091845991,80,-11.630579820933118,-0.18637080549594023,False
0.005895973494341351,-3.288944413285805,-2.687974091845991,80,-11.630579820933118,-0.18646293146753684,False
0.005926460768068608,-3.281211454692106,-2.687974091845991,80,-11.630579820933118,-0.18619234871601498,False
0.005927499758041337,-3.2775008164958144,-2.687974091845991,80,-11.630579820933118,-0.1858259475069172,False
0.005977055714107872,-3.2733574138849333,-2.687974091845991,80,-11.630579820933118,-0.18546227371844132,False
0.005997072148261402,-3.2644916569638345,-2.687974091845991,80,-11.630579820933118,-0.18524228691048514,False
0.0060107062788200445,-3.2500630189196915,-2.687974091845991,80,-11.630579820933118,-0.1853473473846874,False
0.00603423098895805,-3.2454333110929086,-2.687974091845991,80,-11.630579820933118,-0.18499411098432364,False
0.006077523508749738,-3.23520752414919,-2.687974091845991,80,-11.630579820933118,-0.18482909321085436,False
0.00609993517878747,-3.230029203473814,-2.687974091845991,80,-11.630579820933118,-0.1844944328372441,False
0.006130611832525675,-3.2160352021315375,-2.687974091845991,80,-11.630579820933118,-0.1846079446594564,False
0.006132049340132224,-3.2148776734816256,-2.687974091845991,80,-11.630579820933118,-0.18444368232577196,False
0.006143777027360023,-3.2135964648913786,-2.687974091845991,80,-11.630579820933118,-0.18426668688354897,False
0.006160097791838412,-3.212181558655494,-2.687974091845991,80,-11.630579820933118,-0.18407751777900314,False
0.006168427753378666,-3.200308434888643,-2.687974091845991,80,-11.630579820933118,-0.18396913017303812,False
0.006174946699821596,-3.1945081363721637,-2.687974091845991,80,-11.630579820933118,-0.183661092413624,False
0.006181558038790996,-3.1929491568265598,-2.687974091845991,80,-11.630579820933118,-0.1834607014949091,False
0.006208696575542455,-3.191235372555839,-2.687974091845991,80,-11.630579820933118,-0.18325045830040143,False
0.006242041340881495,-3.189355767093929,-2.687974091845991,80,-11.630579820933118,-0.1830321661761823,False
0.006254724018152503,-3.1782404098843555,-2.687974091845991,80,-11.630579820933118,-0.18315018216880222,False
0.006259895151068713,-3.1717309405041956,-2.687974091845991,80,-11.630579820933118,-0.1828761658791546,False
0.006270360566589625,-3.1578622504566596,-2.687974091845991,80,-11.630579820933118,-0.18282331959946588,False
0.006282124711292302,-3.1558056200668134,-2.687974091845991,80,-11.630579820933118,-0.18259920686584064,False
0.0063294959021244586,-3.153560688585892,-2.687974091845991,80,-11.630579820933118,-0.18237188989644118,False
0.006355584805148812,-3.1462372473361637,-2.5068434543426386,80,-11.630579820933118,-0.18213808450702854,False
0.006382020486302842,-3.1412531865908284,-2.5068434543426386,80,-11.630579820933118,-0.18225727106015127,False
0.00638380914487364,-3.125035135497699,-2.5068434543426386,79,-11.630579820933118,-0.18225637623919774,False
0.006384702688299694,-3.1225907004521347,-2.5068434543426386,79,-11.630579820933118,-0.1820287909714283,False
0.00644825628877379,-3.1199358172585594,-2.5068434543426386,79,-11.630579820933118,-0.18180409558150767,False
0.006455631588220235,-3.1183625986678254,-2.5068434543426386,79,-11.630579820933118,-0.18158787057648357,False
0.00646278334052932,-3.1100980113531205,-2.375787955324053,79,-11.630579820933118,-0.18139877505798296,False
0.006482572431021928,-3.108344907600538,-2.375787955324053,79,-11.630579820933118,-0.1811669264807607,False
0.006509153880413892,-3.0897093518795056,-2.375787955324053,79,-11.630579820933118,-0.18121238721757002,False
0.006511330292537802,-3.09233233983567,-2.375787955324053,79,-11.630579820933118,-0.18133003691595617,False
0.006515826749844282,-3.090382220658343,-2.375787955324053,79,-11.630579820933118,-0.18108403272686577,False
0.0065206768306414606,-3.087506424513742,-2.375787955324053,79,-11.630579820933118,-0.18086547942828507,False
0.0065561453253708876,-3.0853409731514283,-2.375787955324053,79,-11.630579820933118,-0.18060750173758122,False
0.006582086453136379,-3.075980064228109,-2.375787955324053,79,-11.630579820933118,-0.1804655912137757,False
0.006602431491417173,-3.0728735915041283,-2.2705160865732097,79,-11.630579820933118,-0.18025638000298702,False
0.00660425668782977,-3.0704732197708653,-2.2705160865732097,79,-11.630579820933118,-0.17998935903723073,False
0.006641442510755745,-3.0787163224063385,-2.2705160865732097,79,-11.630579820933118,-0.18010336596846255,False
0.006644022216739553,-3.076992554925845,-2.2705160865732097,79,-11.630579820933118,-0.179868619370903,False
0.00664671146519018,-3.0572911457491654,-2.2705160865732097,79,-11.630579820933118,-0.1799534670347144,False
0.006660921531334268,-3.0546350027501967,-2.2705160865732097,79,-11.630579820933118,-0.1796810751086626,False
0.006664168609498876,-3.052727859232542,-2.2705160865732097,79,-11.630579820933118,-0.17943022320891575,False
0.0066904204639153695,-3.0506210456515572,-2.2705160865732097,79,-11.630579820933118,-0.179164610638035,False
0.00669396677583559,-3.0472751762481285,-2.2220101073605947,79,-11.630579820933118,-0.17896773796229312,False
0.006714136341863962,-3.036629091170624,-2.2220101073605947,79,-11.630579820933118,-0.17887332758283453,False
0.006723494212591003,-3.034305263110162,-2.2220101073605947,79,-11.630579820933118,-0.17859493025247533,False
0.006726951916613371,-3.031371302208512,-2.2220101073605947,79,-11.630579820933118,-0.178321519049689,False
0.006744142102891406,-3.0300678555703713,-2.2220101073605947,79,-11.630579820933118,-0.17812579831569747,False
0.00675574327035217,-3.0286255856576827,-2.2220101073605947,79,-11.630579820933118,-0.17791494389693405,False
0.006764100520990406,-3.0260662478570906,-2.2220101073605947,79,-11.630579820933118,-0.1776263928765761,False
0.006772370220319334,-3.024473623312769,-2.2220101073605947,79,-11.630579820933118,-0.1774010319860217,False
0.006794577779355648,-3.022718619455217,-2.2220101073605947,79,-11.630579820933118,-0.1771622622246659,False
0.006795583259492666,-3.019125983116443,-2.2220101073605947,79,-11.630579820933118,-0.17698037046243928,False
0.006796567463670778,-3.004065318412584,-2.2220101073605947,79,-11.630579820933118,-0.17709690495175864,False
0.006803160053727375,-3.0008304159068215,-2.2220101073605947,79,-11.630579820933118,-0.17682736966662052,False
0.006813001315592989,-2.9980158524111062,-2.2220101073605947,79,-11.630579820933118,-0.17653194323474813,False
0.006818869628857613,-2.997245646459333,-2.2220101073605947,79,-11.630579820933118,-0.17640959088079625,False
0.006821638167364436,-2.9963883608707853,-2.2220101073605947,79,-11.630579820933118,-0.1762749843793123,False
0.006822994991997499,-2.994458426190749,-2.2220101073605947,79,-11.630579820933118,-0.17602440865501193,False
0.006827637852769507,-2.9935069241654686,-2.2220101073605947,79,-11.630579820933118,-0.17587723218836246,False
0.006837309099021474,-2.992453880674648,-2.2220101073605947,79,-11.630579820933118,-0.1757173915426059,False
0.006851071562502648,-2.9912918342852346,-2.2220101073605947,79,-11.630579820933118,-0.17554506453717578,False
0.006858213219373631,-2.9891739346280612,-2.2220101073605947,79,-11.630579820933118,-0.17528481423482806,False
0.006859299358811561,-2.977018923341977,-2.2220101073605947,78,-11.630579820933118,-0.17523613994004741,False
0.006869333955007553,-2.9757403415253485,-2.2220101073605947,78,-11.630579820933118,-0.17505182634856278,False
0.006870960495192695,-2.9726496592799485,-2.2220101073605947,78,-11.630579820933118,-0.1747534081999578,False
0.0068904075287046385,-2.969089832844186,-2.2220101073605947,78,-11.630579820933118,-0.17449298243033945,False
0.006892537881933583,-2.967687231533853,-2.2220101073605947,78,-11.630579820933118,-0.17429755242842698,False
0.006900859881599135,-2.965367920385125,-2.2220101073605947,78,-11.630579820933118,-0.17403028406125987,False
0.006907534380584508,-2.9615229101780534,-2.2220101073605947,78,-11.630579820933118,-0.17386553443182323,False
0.006916537672479045,-2.9598475918844382,-2.2220101073605947,78,-11.630579820933118,-0.17361977048190003,False
0.006921084030172963,-2.9583136354673147,-2.2220101073605947,78,-11.630579820933118,-0.17341449627103717,False
0.006922441887187053,-2.9564596917591657,-2.2220101073605947,78,-11.630579820933118,-0.173149971240158,False
0.006935913372263623,-2.9544111703199563,-2.2220101073605947,78,-11.630579820933118,-0.17286786987394087,False
0.0069387310645610606,-2.951022260549816,-2.2220101073605947,78,-11.630579820933118,-0.17257083919043528,False
0.006951593964881612,-2.9484877752144167,-2.2220101073605947,78,-11.630579820933118,-0.17229969530943648,False
0.006955392076814391,-2.9468154411810357,-2.2220101073605947,78,-11.630579820933118,-0.17208627037476432,False
0.006955839190721982,-2.944555331137027,-2.2220101073605947,78,-11.630579820933118,-0.17178847931742158,False
0.006958615708222206,-2.944037524198316,-2.2220101073605947,78,-11.630579820933118,-0.17192887957379632,False
0.006973758370048233,-2.942388726286739,-2.2220101073605947,78,-11.630579820933118,-0.17169166027927138,False
0.0069751293975742175,-2.9405499064853724,-2.2220101073605947,78,-11.630579820933118,-0.17143631323470437,False
0.006980868712838152,-2.938502204137247,-2.2220101073605947,78,-11.630579820933118,-0.1711641252136163,False
0.006983963944803151,-2.9360123121002575,-2.2220101073605947,78,-11.630579820933118,-0.17085330753355898,False
0.006989476859048027,-2.932103164457861,-2.2220101073605947,78,-11.630579820933118,-0.17060729416253737,False
0.006991547861544432,-2.929826057285378,-2.2220101073605947,78,-11.630579820933118,-0.17032030853676694,False
0.006995870198845644,-2.9280087971993045,-2.2220101073605947,78,-11.630579820933118,-0.170100838880577,False
0.0070076853443234105,-2.9254798680441696,-2.2220101073605947,78,-11.630579820933118,-0.16980191465713085,False
0.007011041785655279,-2.922716263657117,-2.2220101073605947,78,-11.630579820933118,-0.16953044816079324,False
0.007017058710303048,-2.9190058993289356,-2.2220101073605947,78,-11.630579820933118,-0.1692395317146103,False
0.007017703050279853,-2.905100814019749,-2.2220101073605947,78,-11.630579820933118,-0.16923302707838112,False
0.007020701353725236,-2.9023616858410115,-2.2220101073605947,78,-11.630579820933118,-0.16891259471586925,False
0.007029830499731134,-2.899556368703425,-2.2220101073605947,78,-11.630579820933118,-0.16860542673408957,False
0.007029979617814823,-2.895455564519511,-2.2220101073605947,77,-11.630579820933118,-0.16845940155813813,False
0.0070428952002947924,-2.893487489687425,-2.2220101073605947,77,-11.630579820933118,-0.16823636797757363,False
0.007043331797628704,-2.8908596558051944,-2.2220101073605947,77,-11.630579820933118,-0.16789570830647743,False
0.0070527730406705,-2.887068618731489,-2.2220101073605947,77,-11.630579820933118,-0.16733378109370464,False
0.007054997844640624,-2.887068618731489,-2.2220101073605947,77,-11.630579820933118,-0.16733378109370464,False
0.007055165312238616,-2.8855285150931773,-2.2220101073605947,77,-11.630579820933118,-0.16712086947731536,False
0.007058588989152663,-2.8824198729595274,-2.2220101073605947,77,-11.630579820933118,-0.16680995954998784,False
0.007061287413708226,-2.8824198729595274,-2.2220101073605947,77,-11.630579820933118,-0.16680995954998784,False
0.007062700160072793,-2.880723119938817,-2.2220101073605947,77,-11.630579820933118,-0.1665864590568474,False
0.007066596149248673,-2.877714013116356,-2.2220101073605947,77,-11.630579820933118,-0.16626054975914709,False
0.007075919554770018,-2.8758489458529355,-2.2220101073605947,77,-11.630579820933118,-0.1660285403169778,False
0.007079865489257868,-2.872842232178867,-2.2220101073605947,77,-11.630579820933118,-0.1657605938489896,False
0.007094524914931429,-2.8694006333625413,-2.2220101073605947,77,-11.630579820933118,-0.16545114442260506,False
0.007095371261718354,-2.867355276836106,-2.2220101073605947,77,-11.630579820933118,-0.16521320200770845,False
0.007095505763994723,-2.8644239277532786,-2.2220101073605947,77,-11.630579820933118,-0.16485122986308334,False
0.007096808307553907,-2.862300034363405,-2.2220101073605947,77,-11.630579820933118,-0.16462742060845773,False
0.00710125705822046,-2.8580173033283858,-2.2220101073605947,77,-11.630579820933118,-0.1644008788821789,False
0.007106851353556877,-2.8539612433733326,-2.2220101073605947,77,-11.630579820933118,-0.164120970617305,False
0.00712164045736238,-2.8517234056875522,-2.2220101073605947,77,-11.630579820933118,-0.16388011681529605,False
0.007122326193519405,-2.8484222254282296,-2.2220101073605947,77,-11.630579820933118,-0.1635534736044328,False
0.00713241744539786,-2.8626816606793244,-2.2220101073605947,77,-11.630579820933118,-0.16371028590720108,False
0.007138207829026023,-2.8588743955261635,-2.2220101073605947,77,-11.630579820933118,-0.16340801882889747,False
0.0071552739349830235,-2.856431812641875,-2.2220101073605947,77,-11.630579820933118,-0.16316763469148626,False
0.007156086741030246,-2.853161965768516,-2.2220101073605947,77,-11.630579820933118,-0.16278760793581154,False
0.00715794537244937,-2.850878378606877,-2.2220101073605947,77,-11.630579820933118,-0.162566020015838,False
0.007158675779104243,-2.8476147272066914,-2.2220101073605947,77,-11.630579820933118,-0.16230557490361394,False
0.007162924366915058,-2.8432573795303266,-2.2220101073605947,77,-11.630579820933118,-0.16217920116300785,False
0.007188532741656147,-2.839640635506147,-2.2220101073605947,77,-11.630579820933118,-0.16185699948429366,False
0.00718949862223219,-2.8238103555987477,-2.2220101073605947,77,-11.630579820933118,-0.16188770893592225,False
0.007190197364299153,-2.8196012436634925,-2.2220101073605947,77,-11.630579820933118,-0.1615986113791257,False
0.007196801221804859,-2.816941712810664,-2.2220101073605947,77,-11.630579820933118,-0.16136231015930957,False
0.007208881452490222,-2.8125148893115313,-2.2220101073605947,77,-11.630579820933118,-0.16109819645381132,False
0.007226035172110315,-2.8088668102632655,-2.2220101073605947,77,-11.630579820933118,-0.1607046545466123,False
0.007226563545991686,-2.806421018175952,-2.1800455049728327,77,-11.630579820933118,-0.16048836622882273,False
0.0072265675099394975,-2.8017416041685768,-2.1800455049728327,77,-11.630579820933118,-0.16028580504356665,False
0.007246768574063015,-2.798853196381765,-2.1800455049728327,77,-11.630579820933118,-0.1600572789842959,False
0.007248063704753828,-2.7953191678710736,-2.1800455049728327,77,-11.630579820933118,-0.15980827114617513,False
0.007250997654474151,-2.7906679468125777,-2.1800455049728327,77,-11.630579820933118,-0.15953826955325323,False
0.007265787281978893,-2.786710773915142,-2.1800455049728327,77,-11.630579820933118,-0.1592258945204473,False
0.007302855299066648,-2.7841019222223253,-2.1145352014121075,77,-11.630579820933118,-0.1590179252036034,False
0.007305656108458554,-2.780973173949812,-2.1145352014121075,77,-11.630579820933118,-0.15880076765708542,False
0.007306202301835915,-2.7763617274047654,-2.1145352014121075,77,-11.630579820933118,-0.15869436779854834,False
0.0073062764365365756,-2.7722897667055624,-2.1145352014121075,77,-11.630579820933118,-0.1582931218721434,False
0.00731717606341262,-2.791452717511394,-2.1145352014121075,77,-11.630579820933118,-0.1584596058247936,False
0.0073211203321144145,-2.786314413614816,-2.1145352014121075,77,-11.630579820933118,-0.1582142107374855,False
0.007323860279959252,-2.781491188061738,-2.1145352014121075,77,-11.630579820933118,-0.1579703174791369,False
0.007348561877950836,-2.777674031178881,-2.1145352014121075,77,-11.630579820933118,-0.15773644442185078,False
0.00735504997278494,-2.773350122051606,-2.1145352014121075,77,-11.630579820933118,-0.15743922626635976,False
0.0073661012857635785,-2.768253590955104,-2.1145352014121075,77,-11.630579820933118,-0.15726427576751434,False
0.007373910185023965,-2.7648738246635314,-2.1145352014121075,77,-11.630579820933118,-0.15706180480271198,False
0.007374231232046897,-2.7473051958988544,-2.1145352014121075,77,-11.630579820933118,-0.15712387558711643,False
0.007386944805162378,-2.7445343659623074,-2.1145352014121075,77,-11.630579820933118,-0.1569270386548364,False
0.007397881386174261,-2.739985543930556,-2.1145352014121075,77,-11.630579820933118,-0.15652506072555492,False
0.007400964855552731,-2.734309717469963,-2.1145352014121075,77,-11.630579820933118,-0.15630900347367457,False
0.007451907905520691,-2.7306693156461654,-2.1145352014121075,77,-11.630579820933118,-0.1561240889675292,False
0.0074523809852452645,-2.7254240440250315,-2.1145352014121075,77,-11.630579820933118,-0.15590422546081328,False
0.007457199390800328,-2.7207056678720325,-2.1145352014121075,77,-11.630579820933118,-0.15562712709149862,False
0.007459515034923188,-2.7158463509934228,-2.1145352014121075,77,-11.630579820933118,-0.1555403912178134,False
0.007460625684455142,-2.711734327509737,-2.1145352014121075,77,-11.630579820933118,-0.1553249163866641,False
0.0074788670152494754,-2.7088047926224674,-2.1145352014121075,76,-11.630579820933118,-0.15514167915575608,False
0.007490928497083229,-2.7025345665037595,-2.1145352014121075,75,-11.630579820933118,-0.154958598960939,False
0.007501959496336836,-2.6974468385127137,-2.1145352014121075,75,-11.630579820933118,-0.15456378861108416,False
0.007511671410160666,-2.715609269135767,-2.1145352014121075,75,-11.630579820933118,-0.154734127094805,False
0.007520385950869032,-2.710080039123635,-2.1145352014121075,75,-11.630579820933118,-0.15458929815279285,False
0.007539905625644115,-2.7061708209244397,-2.1145352014121075,74,-11.630579820933118,-0.15442421443696022,False
0.0075711962792865345,-2.6882963999528307,-2.1145352014121075,74,-11.630579820933118,-0.15451138341933146,False
0.00757297687039848,-2.6831545108938455,-2.1145352014121075,74,-11.630579820933118,-0.15425872334229238,False
0.00757855144424077,-2.6800720046008872,-2.1145352014121075,74,-11.630579820933118,-0.15409109221524697,False
0.007584600773670708,-2.675654829923017,-2.1145352014121075,73,-11.630579820933118,-0.1538966763557138,False
0.00759128097772664,-2.6687260395764074,-1.9441290485481129,73,-11.630579820933118,-0.15374889053734195,False
0.007594940804270082,-2.663033711205207,-1.9441290485481129,73,-11.630579820933118,-0.153556016429315,False
0.007619655212216067,-2.6573335063204913,-1.9441290485481129,73,-11.630579820933118,-0.1531768177455909,False
0.007622194034973194,-2.652236915012129,-1.9441290485481129,73,-11.630579820933118,-0.15310888373724926,False
0.00763807321617324,-2.6480526005890415,-1.8109048907952037,73,-11.630579820933118,-0.15296521424323786,False
0.007641927728573198,-2.6458012224779544,-1.8109048907952037,73,-11.630579820933118,-0.15265364940468484,False
0.007643241687047548,-2.644477787717277,-1.8109048907952037,73,-11.630579820933118,-0.1524778059561056,False
0.0076439566587246195,-2.644477787717277,-1.8109048907952037,73,-11.630579820933118,-0.1524778059561056,False
0.007648341260700961,-2.643006737453149,-1.8109048907952037,73,-11.630579820933118,-0.15228936624571873,False
0.007657754503170779,-2.6413754142397075,-1.8109048907952037,73,-11.630579820933118,-0.15208949560905183,False
0.007671917753529203,-2.639570491573415,-1.8109048907952037,73,-11.630579820933118,-0.1518798779031349,False
0.0076858416376749455,-2.636343464346467,-1.8109048907952037,73,-11.630579820933118,-0.15172931574189652,False
0.007689680986560411,-2.630374180292197,-1.8109048907952037,73,-11.630579820933118,-0.1516158324082522,False
0.0076913040313080034,-2.628381716020152,-1.8109048907952037,73,-11.630579820933118,-0.15139869573299683,False
0.007702248204767656,-2.620722098698723,-1.8109048907952037,73,-11.630579820933118,-0.15128707976593347,False
0.007702752194338618,-2.615126323556313,-1.8109048907952037,73,-11.630579820933118,-0.15106225342793325,False
0.007714229925214574,-2.630846548135817,-1.8109048907952037,74,-11.630579820933118,-0.1512316390698369,False
0.007716379807634205,-2.6286520229384682,-1.8109048907952037,74,-11.630579820933118,-0.15100974283544746,False
0.007720705182362788,-2.623921337396219,-1.8109048907952037,74,-11.630579820933118,-0.15083830941078877,False
0.0077465413719033085,-2.6194580241522876,-1.6949048961861255,74,-11.630579820933118,-0.15071690545678082,False
0.007747603604237488,-2.6170463979681915,-1.6949048961861255,74,-11.630579820933118,-0.15049349186278474,False
0.00775193066816352,-2.6108838053100003,-1.6949048961861255,74,-11.630579820933118,-0.15032955131740944,False
0.007752133669342632,-2.6044826906698852,-1.6949048961861255,74,-11.630579820933118,-0.14997445029552448,False
0.007779344423805343,-2.590699896263892,-1.6949048961861255,74,-11.630579820933118,-0.15008046178268755,False
0.00778539284998017,-2.58805570545862,-1.6949048961861255,74,-11.630579820933118,-0.1498591617227464,False
0.007793512047853881,-2.5827374039583333,-1.6949048961861255,74,-11.630579820933118,-0.1498087150252268,False
0.007800427408615764,-2.5793771869749738,-1.6949048961861255,74,-11.630579820933118,-0.14967609710485802,False
0.007824028973237663,-2.570906537490874,-1.6949048961861255,74,-11.630579820933118,-0.1496000900710425,False
0.007830246470561686,-2.568013996198325,-1.5812666876359502,74,-11.630579820933118,-0.14938478161294808,False
0.007846745837934042,-2.56193288474521,-1.5812666876359502,73,-11.630579820933118,-0.14919014527194474,False
0.00786523371458269,-2.5571895912681235,-1.5812666876359502,73,-11.630579820933118,-0.1490910983117483,False
0.007868995153303093,-2.5521395323282596,-1.5812666876359502,73,-11.630579820933118,-0.148943755090188,False
0.007874025955129486,-2.545735987995756,-1.5812666876359502,72,-11.630579820933118,-0.14886151851880197,False
0.007878087617002295,-2.542913734707186,-1.5812666876359502,72,-11.348354492076155,-0.148508795568021,False
0.007882478369640664,-2.539756835350574,-1.5812666876359502,72,-11.348354492076155,-0.1483034228746653,False
0.00789943524499143,-2.5381371629753335,-1.5812666876359502,72,-11.348354492076155,-0.1480703169315563,False
0.007900599619903104,-2.530927232984161,-1.5812666876359502,72,-11.348354492076155,-0.14774727441728244,False
0.007911315246782406,-2.529133715465571,-1.5812666876359502,72,-11.348354492076155,-0.14749654750436025,False
0.007921911272125957,-2.525654636565966,-1.5812666876359502,72,-11.348354492076155,-0.1473821594940963,False
0.00792306871149268,-2.5389729696025403,-1.5812666876359502,72,-11.348354492076155,-0.14754678631150278,False
0.007923470868405322,-2.5323203425141463,-1.5812666876359502,71,-11.348354492076155,-0.14741261141621165,False
0.007929413746151338,-2.5303374007831785,-1.5812666876359502,71,-11.348354492076155,-0.14714531145743942,False
0.007929494016433255,-2.5271967953784706,-1.5812666876359502,71,-11.034293951605346,-0.14677049059599928,False
0.007942471543173225,-2.5237595332340192,-1.5812666876359502,71,-11.034293951605346,-0.14657885764349737,False
0.007954459126987943,-2.5215705792630803,-1.5812666876359502,71,-11.034293951605346,-0.1462966914091162,False
0.007956464186040055,-2.512202500853261,-1.5812666876359502,71,-11.034293951605346,-0.1462544206325677,False
0.00797242927293934,-2.5066835840232278,-1.5812666876359502,71,-11.034293951605346,-0.14621980102372126,False
