index,low,method,step,psnr,ssim,learned_energy
1,Train/Low/low00277.png,baseline,10,8.641077325695388,0.10197018789701673,-3.8679192066192627
1,Train/Low/low00277.png,baseline,11,8.629496708176521,0.10133856757985368,-3.874635696411133
1,Train/Low/low00277.png,baseline,12,8.628518847693094,0.10095957506577577,-3.886310338973999
1,Train/Low/low00277.png,baseline,13,8.641333710538655,0.10117497135352699,-3.898167610168457
1,Train/Low/low00277.png,baseline,14,8.657473043116271,0.10145863254933837,-3.9114372730255127
1,Train/Low/low00277.png,baseline,15,8.67655053348819,0.10177995482371754,-3.92525577545166
1,Train/Low/low00277.png,baseline,16,8.698644936949337,0.1021097330178468,-3.9390578269958496
1,Train/Low/low00277.png,baseline,17,8.723081716171908,0.10242017122770855,-3.9520342350006104
1,Train/Low/low00277.png,baseline,18,8.749268454164639,0.10269504547897092,-3.9637179374694824
1,Train/Low/low00277.png,baseline,19,8.78040604724867,0.1031207126345962,-3.9717299938201904
1,Train/Low/low00277.png,baseline,20,8.812262950216994,0.10349310069388015,-3.977306604385376
1,Train/Low/low00277.png,baseline,21,8.844077732448039,0.1038105963635425,-3.980792284011841
1,Train/Low/low00277.png,baseline,22,8.87506692857935,0.10407584513204858,-3.9827404022216797
1,Train/Low/low00277.png,baseline,23,8.904479730105217,0.1042943232228522,-3.983731269836426
1,Train/Low/low00277.png,baseline,24,8.931197703897235,0.1044669587098182,-3.984802722930908
1,Train/Low/low00277.png,baseline,25,8.952977764970552,0.10456863940023282,-3.9877777099609375
1,Train/Low/low00277.png,baseline,26,8.972581144143328,0.10466636286094158,-3.990938663482666
1,Train/Low/low00277.png,baseline,27,8.989959279269954,0.10476308585210144,-3.994281530380249
1,Train/Low/low00277.png,baseline,28,9.00902300629098,0.1047982455669069,-3.9958648681640625
1,Train/Low/low00277.png,baseline,29,9.027742138896764,0.10480224304009482,-3.9964599609375
1,Train/Low/low00277.png,baseline,30,9.044583672248418,0.10479195199739244,-3.99687123298645
1,Train/Low/low00277.png,baseline,31,9.05929888025305,0.10476623688324205,-3.997305154800415
1,Train/Low/low00277.png,baseline,32,9.07193184026347,0.10472939626603515,-3.99776291847229
1,Train/Low/low00277.png,baseline,33,9.0825973604468,0.10468537704305449,-3.9982292652130127
1,Train/Low/low00277.png,baseline,34,9.091452479766007,0.10463769856899978,-3.998673439025879
1,Train/Low/low00277.png,baseline,35,9.098694615241751,0.1045893326008897,-3.999058246612549
1,Train/Low/low00277.png,baseline,36,9.104530090776745,0.10454276120187507,-3.9993338584899902
1,Train/Low/low00277.png,baseline,37,9.10915034555986,0.10449994442718188,-3.999480724334717
1,Train/Low/low00277.png,baseline,38,9.11272001894983,0.10446240281261134,-3.9994759559631348
1,Train/Low/low00277.png,baseline,39,9.115373570212821,0.10443121850519213,-3.9993464946746826
1,Train/Low/low00277.png,baseline,40,9.117216288235927,0.10440706303413713,-3.9991211891174316
1,Train/Low/low00277.png,common,0,9.416516428742836,0.10936096003237991,-3.358893394470215
1,Train/Low/low00277.png,common,1,9.27465134709225,0.10944337570496439,-3.524271011352539
1,Train/Low/low00277.png,common,2,9.156652799160307,0.10910322495487712,-3.6453375816345215
1,Train/Low/low00277.png,common,3,9.063261568362615,0.10851922758444163,-3.734954357147217
1,Train/Low/low00277.png,common,4,8.991475554655901,0.10781912461202738,-3.7977278232574463
1,Train/Low/low00277.png,common,5,8.930388820737033,0.1070702399850372,-3.8326733112335205
1,Train/Low/low00277.png,common,6,8.883673336029435,0.10631753874023013,-3.848074197769165
1,Train/Low/low00277.png,common,7,8.850630290013312,0.10560937268227771,-3.8510942459106445
1,Train/Low/low00277.png,common,8,8.82968362018442,0.10498473222882283,-3.8483386039733887
1,Train/Low/low00277.png,common,9,8.819099661446995,0.10445629692659626,-3.8456060886383057
1,Train/Low/low00277.png,common,10,8.816995121781396,0.10400777370208818,-3.846634864807129
1,Train/Low/low00277.png,common,11,8.824605303236536,0.1036358584599583,-3.854074239730835
1,Train/Low/low00277.png,common,12,8.839469603108128,0.10330120459119098,-3.8677971363067627
1,Train/Low/low00277.png,common,13,8.860429841054588,0.10291235511348784,-3.886814832687378
1,Train/Low/low00277.png,common,14,8.882932346377206,0.10247115910189404,-3.907806396484375
1,Train/Low/low00277.png,common,15,8.91549121693967,0.1023114987313755,-3.926015853881836
1,Train/Low/low00277.png,common,16,8.948660786287727,0.10211450866097661,-3.9431498050689697
1,Train/Low/low00277.png,common,17,8.981454087000637,0.10185710651045542,-3.958606004714966
1,Train/Low/low00277.png,common,18,9.01536559525561,0.10166771077452826,-3.970574378967285
1,Train/Low/low00277.png,common,19,9.049157190405978,0.10152872823875794,-3.9784772396087646
1,Train/Low/low00277.png,common,20,9.080568869352808,0.1013432734133129,-3.9834179878234863
1,Train/Low/low00277.png,common,21,9.108785981429913,0.10112108316046055,-3.986151933670044
1,Train/Low/low00277.png,common,22,9.13333725031267,0.10086989055259567,-3.9874491691589355
1,Train/Low/low00277.png,common,23,9.152006765968867,0.10055580216588819,-3.9894747734069824
1,Train/Low/low00277.png,common,24,9.164937910193919,0.10019854470636755,-3.9930078983306885
1,Train/Low/low00277.png,common,25,9.174473315231818,0.09986096284239314,-3.9965288639068604
1,Train/Low/low00277.png,common,26,9.180894461802984,0.09954964689040194,-4.0000901222229
1,Train/Low/low00277.png,common,27,9.184433218053426,0.09926669146995824,-4.003688812255859
1,Train/Low/low00277.png,common,28,9.185332374952472,0.09901315404696256,-4.0073347091674805
1,Train/Low/low00277.png,common,29,9.183432411306484,0.09877810002712276,-4.011332988739014
1,Train/Low/low00277.png,common,30,9.178857394690285,0.09855688561844496,-4.01573371887207
1,Train/Low/low00277.png,common,31,9.171930798615138,0.09834952603940379,-4.020395278930664
1,Train/Low/low00277.png,common,32,9.162984766047483,0.09815597183121756,-4.025145053863525
1,Train/Low/low00277.png,common,33,9.15235678600239,0.09797634058354628,-4.029811382293701
1,Train/Low/low00277.png,common,34,9.140384599216054,0.09781104302807447,-4.034243583679199
1,Train/Low/low00277.png,common,35,9.127400855562268,0.09766081119524311,-4.038328647613525
1,Train/Low/low00277.png,common,36,9.11372529904906,0.09752649769469307,-4.041999816894531
1,Train/Low/low00277.png,common,37,9.099657927526676,0.09740881674568108,-4.045254230499268
1,Train/Low/low00277.png,common,38,9.085476231015353,0.09730813859573399,-4.048120021820068
1,Train/Low/low00277.png,common,39,9.071438167406368,0.09722445019081158,-4.050652027130127
1,Train/Low/low00277.png,common,40,9.057781775344399,0.0971572047223369,-4.0529279708862305
2,Train/Low/low00488.png,baseline,0,9.77964578857562,0.1474797034393157,-2.9025206565856934
2,Train/Low/low00488.png,baseline,1,9.870621471326324,0.1571533859929515,-3.0598886013031006
2,Train/Low/low00488.png,baseline,2,9.978314259902783,0.1694246202632318,-3.217345952987671
2,Train/Low/low00488.png,baseline,3,10.103153893958808,0.18422647954523663,-3.3738796710968018
2,Train/Low/low00488.png,baseline,4,10.238788962070132,0.20033405285487935,-3.523449182510376
2,Train/Low/low00488.png,baseline,5,10.38261644413594,0.21720136103181992,-3.6701042652130127
2,Train/Low/low00488.png,baseline,6,10.534008170035932,0.23464362246663142,-3.8132762908935547
2,Train/Low/low00488.png,baseline,7,10.692164188880145,0.2524606643658452,-3.950352668762207
2,Train/Low/low00488.png,baseline,8,10.85555281694987,0.2703736272497985,-4.081565856933594
2,Train/Low/low00488.png,baseline,9,11.019842404337039,0.28775727605378687,-4.206376075744629
2,Train/Low/low00488.png,baseline,10,11.179998071725109,0.3039691764661692,-4.3263468742370605
2,Train/Low/low00488.png,baseline,11,11.335732965338845,0.31905342430864664,-4.441385746002197
2,Train/Low/low00488.png,baseline,12,11.488429420282358,0.33327330013205014,-4.548480987548828
2,Train/Low/low00488.png,baseline,13,11.639023956009344,0.3468177343401108,-4.644375324249268
2,Train/Low/low00488.png,baseline,14,11.788159032413825,0.3598195916804066,-4.727368354797363
2,Train/Low/low00488.png,baseline,15,11.93659938460084,0.3724079162151172,-4.797159671783447
2,Train/Low/low00488.png,baseline,16,12.085135605145918,0.3846949263796896,-4.854770660400391
2,Train/Low/low00488.png,baseline,17,12.234280282022079,0.3967463971286392,-4.902349472045898
2,Train/Low/low00488.png,baseline,18,12.384270356730214,0.40859131991510667,-4.942312240600586
2,Train/Low/low00488.png,baseline,19,12.535089589180618,0.4202327495112108,-4.976509094238281
2,Train/Low/low00488.png,baseline,20,12.686010819452312,0.4316109226237904,-5.005946159362793
2,Train/Low/low00488.png,baseline,21,12.835694931080063,0.44262254143557156,-5.031346321105957
2,Train/Low/low00488.png,baseline,22,12.982030791783963,0.4531153117941539,-5.053495407104492
2,Train/Low/low00488.png,baseline,23,13.122588547964405,0.46293421532215856,-5.073697566986084
2,Train/Low/low00488.png,baseline,24,13.255921248742496,0.47201990810742644,-5.093008518218994
2,Train/Low/low00488.png,baseline,25,13.381459283411445,0.4803781827091511,-5.111705780029297
2,Train/Low/low00488.png,baseline,26,13.49903930004215,0.48803743385682924,-5.130407333374023
2,Train/Low/low00488.png,baseline,27,13.608903802016034,0.49504551824330995,-5.148926734924316
2,Train/Low/low00488.png,baseline,28,13.711328116801742,0.5014385377989056,-5.166404724121094
2,Train/Low/low00488.png,baseline,29,13.806670310094749,0.5072518842345954,-5.182838439941406
2,Train/Low/low00488.png,baseline,30,13.89559857732268,0.5125405896549756,-5.198655128479004
2,Train/Low/low00488.png,baseline,31,13.9789628802216,0.5173693137458614,-5.2140631675720215
2,Train/Low/low00488.png,baseline,32,14.05756876964998,0.5217976297660075,-5.229247570037842
2,Train/Low/low00488.png,baseline,33,14.132324962489955,0.5258909462707725,-5.244868278503418
2,Train/Low/low00488.png,baseline,34,14.203942228643413,0.5297005036294162,-5.260931968688965
2,Train/Low/low00488.png,baseline,35,14.27248815777582,0.5332386720964791,-5.276989459991455
2,Train/Low/low00488.png,baseline,36,14.337442863200401,0.5364871556491951,-5.292727470397949
2,Train/Low/low00488.png,baseline,37,14.398167866933969,0.5394259485686063,-5.308010101318359
2,Train/Low/low00488.png,baseline,38,14.454017030971693,0.5420387555609417,-5.322750568389893
2,Train/Low/low00488.png,baseline,39,14.504331548754275,0.544311405299107,-5.336845874786377
2,Train/Low/low00488.png,baseline,40,14.54841121257896,0.5462285787311408,-5.350439071655273
2,Train/Low/low00488.png,common,0,9.77964578857562,0.1474797034393157,-2.9025206565856934
2,Train/Low/low00488.png,common,1,9.896809808707108,0.16003020966175502,-3.0673766136169434
2,Train/Low/low00488.png,common,2,10.038534058912385,0.17616968372402292,-3.2360339164733887
2,Train/Low/low00488.png,common,3,10.20243721113813,0.19519634514667086,-3.4017868041992188
2,Train/Low/low00488.png,common,4,10.381019323366921,0.21558900912775486,-3.563138484954834
2,Train/Low/low00488.png,common,5,10.573339012396428,0.23695907108579453,-3.7245256900787354
2,Train/Low/low00488.png,common,6,10.780220659170304,0.25919740717509887,-3.882233142852783
2,Train/Low/low00488.png,common,7,11.001377833666231,0.2820159631622455,-4.03710412979126
2,Train/Low/low00488.png,common,8,11.233450382953956,0.3047416979727282,-4.187629222869873
2,Train/Low/low00488.png,common,9,11.470274016133683,0.3264829793451513,-4.33418083190918
2,Train/Low/low00488.png,common,10,11.707807678600979,0.34679164434691767,-4.474287033081055
2,Train/Low/low00488.png,common,11,11.943863449718933,0.365533423248875,-4.602653980255127
2,Train/Low/low00488.png,common,12,12.176604118993975,0.38266011930372174,-4.715476989746094
2,Train/Low/low00488.png,common,13,12.404395295344777,0.39816359860793066,-4.811079025268555
2,Train/Low/low00488.png,common,14,12.625759820652645,0.4120688773230852,-4.889961242675781
2,Train/Low/low00488.png,common,15,12.839722120697111,0.42446341219046896,-4.954461574554443
2,Train/Low/low00488.png,common,16,13.045922974007894,0.43549867487639954,-5.006980895996094
2,Train/Low/low00488.png,common,17,13.244275589145687,0.4453492595049492,-5.049813747406006
2,Train/Low/low00488.png,common,18,13.434542888066014,0.4541707379060887,-5.0853424072265625
2,Train/Low/low00488.png,common,19,13.616079689962074,0.46207972575359163,-5.115468978881836
2,Train/Low/low00488.png,common,20,13.787822164379948,0.4691508823291968,-5.141434192657471
2,Train/Low/low00488.png,common,21,13.94821040545863,0.4754154722849996,-5.1642327308654785
2,Train/Low/low00488.png,common,22,14.095676279123538,0.4808958443292198,-5.184848308563232
2,Train/Low/low00488.png,common,23,14.22887972898214,0.48561648000270663,-5.20399284362793
2,Train/Low/low00488.png,common,24,14.346477251327164,0.4895865561823752,-5.2222089767456055
2,Train/Low/low00488.png,common,25,14.447742765838825,0.4928358655467001,-5.240176200866699
2,Train/Low/low00488.png,common,26,14.53353408975521,0.49546589480072945,-5.258427143096924
2,Train/Low/low00488.png,common,27,14.606257329804066,0.4976416456534435,-5.2771992683410645
2,Train/Low/low00488.png,common,28,14.669150695775475,0.4995516215843401,-5.29649019241333
2,Train/Low/low00488.png,common,29,14.725655039041396,0.5013778686399606,-5.316260814666748
2,Train/Low/low00488.png,common,30,14.77924418433145,0.5032925827105884,-5.336524486541748
2,Train/Low/low00488.png,common,31,14.833349697427993,0.5054573027404995,-5.357396602630615
2,Train/Low/low00488.png,common,32,14.891137712697098,0.50801159393383,-5.379143714904785
2,Train/Low/low00488.png,common,33,14.955414554615011,0.5110686048999025,-5.40228271484375
2,Train/Low/low00488.png,common,34,15.028408364524177,0.5147004350889016,-5.427174091339111
2,Train/Low/low00488.png,common,35,15.111161638686825,0.5189011212569593,-5.453571319580078
2,Train/Low/low00488.png,common,36,15.202853752805812,0.5235533568372437,-5.481078147888184
2,Train/Low/low00488.png,common,37,15.302700297248936,0.5285387539597278,-5.509607315063477
2,Train/Low/low00488.png,common,38,15.409082719762207,0.5336942703168344,-5.53733491897583
2,Train/Low/low00488.png,common,39,15.519245154772923,0.5388080876330786,-5.563281059265137
2,Train/Low/low00488.png,common,40,15.631130065177947,0.5437211634472449,-5.5877275466918945
3,Train/Low/low00301.png,baseline,0,7.621314906717368,0.09131545139579963,-2.2764763832092285
3,Train/Low/low00301.png,baseline,1,7.628281564107686,0.09174307977797155,-2.331662178039551
3,Train/Low/low00301.png,baseline,2,7.64335113311359,0.09213065598572001,-2.377200126647949
3,Train/Low/low00301.png,baseline,3,7.67034418256314,0.09257379832656851,-2.417658805847168
3,Train/Low/low00301.png,baseline,4,7.708511878466185,0.09305721992892449,-2.456271171569824
3,Train/Low/low00301.png,baseline,5,7.756774693674814,0.093537042213343,-2.4951095581054688
3,Train/Low/low00301.png,baseline,6,7.813753672125454,0.09397314604865227,-2.5344231128692627
3,Train/Low/low00301.png,baseline,7,7.877592504004989,0.09433906155335021,-2.5735859870910645
3,Train/Low/low00301.png,baseline,8,7.945891629537631,0.0946194863752086,-2.6113102436065674
3,Train/Low/low00301.png,baseline,9,8.01530623248009,0.09480278639577534,-2.6468112468719482
3,Train/Low/low00301.png,baseline,10,8.08164415019638,0.09488179114169143,-2.6803293228149414
3,Train/Low/low00301.png,baseline,11,8.141451906135345,0.09486472681972201,-2.712442398071289
3,Train/Low/low00301.png,baseline,12,8.1932576956584,0.094773699417641,-2.7437634468078613
3,Train/Low/low00301.png,baseline,13,8.237231555818598,0.09462998136892863,-2.774689197540283
3,Train/Low/low00301.png,baseline,14,8.274352595341698,0.09444705813563675,-2.8049778938293457
3,Train/Low/low00301.png,baseline,15,8.306019291246587,0.09423286824969208,-2.8344430923461914
3,Train/Low/low00301.png,baseline,16,8.333816573918654,0.09399374075835937,-2.863023519515991
3,Train/Low/low00301.png,baseline,17,8.35922476667591,0.09373585761893141,-2.8908534049987793
3,Train/Low/low00301.png,baseline,18,8.383285019826127,0.09346300417154839,-2.9182252883911133
3,Train/Low/low00301.png,baseline,19,8.406488848116918,0.09317445896473492,-2.945293664932251
3,Train/Low/low00301.png,baseline,20,8.428904998650008,0.09286607416714661,-2.9719536304473877
3,Train/Low/low00301.png,baseline,21,8.45035257547967,0.09253259883193235,-2.998051881790161
3,Train/Low/low00301.png,baseline,22,8.470520757886405,0.09216958388915837,-3.023439884185791
3,Train/Low/low00301.png,baseline,23,8.489053524797622,0.09177459355065044,-3.0480093955993652
3,Train/Low/low00301.png,baseline,24,8.505613822438745,0.09134759982719301,-3.0716984272003174
3,Train/Low/low00301.png,baseline,25,8.521766668082604,0.09086325849610688,-3.0944936275482178
3,Train/Low/low00301.png,baseline,26,8.531043477896665,0.09029055901770762,-3.1161842346191406
3,Train/Low/low00301.png,baseline,27,8.53766499674223,0.08968475102397291,-3.136902093887329
3,Train/Low/low00301.png,baseline,28,8.542405443702314,0.08905225595017284,-3.15655255317688
3,Train/Low/low00301.png,baseline,29,8.545609506342817,0.08839718153204268,-3.175020694732666
3,Train/Low/low00301.png,baseline,30,8.547636786099954,0.08772564731688696,-3.192115306854248
3,Train/Low/low00301.png,baseline,31,8.56101619352192,0.08746527237030867,-3.20548152923584
3,Train/Low/low00301.png,baseline,32,8.574569673314166,0.08726223259895997,-3.2175512313842773
3,Train/Low/low00301.png,baseline,33,8.586934210159699,0.08706860466489606,-3.22868013381958
3,Train/Low/low00301.png,baseline,34,8.598197581535189,0.08688441456437818,-3.2389376163482666
3,Train/Low/low00301.png,baseline,35,8.608446001448844,0.08670956284917997,-3.248389959335327
3,Train/Low/low00301.png,baseline,36,8.61776336182805,0.08654386411352064,-3.25710129737854
3,Train/Low/low00301.png,baseline,37,8.626229625630629,0.08638705133233575,-3.2651336193084717
3,Train/Low/low00301.png,baseline,38,8.63392001227311,0.08623881046749379,-3.2725446224212646
3,Train/Low/low00301.png,baseline,39,8.640904628560808,0.08609878542725168,-3.2793877124786377
3,Train/Low/low00301.png,baseline,40,8.647248144923264,0.0859665937391699,-3.285710573196411
3,Train/Low/low00301.png,common,0,7.621314906717368,0.09131545139579963,-2.2764763832092285
3,Train/Low/low00301.png,common,1,7.636352416540593,0.09160870674879111,-2.3336501121520996
3,Train/Low/low00301.png,common,2,7.6573442223058885,0.09188622206189372,-2.3812379837036133
3,Train/Low/low00301.png,common,3,7.69082310323017,0.09225248004282578,-2.4231457710266113
3,Train/Low/low00301.png,common,4,7.736789252390484,0.09267007324785308,-2.463016986846924
3,Train/Low/low00301.png,common,5,7.79390406750188,0.09306003309667621,-2.502746105194092
3,Train/Low/low00301.png,common,6,7.860488509641285,0.09336351911278257,-2.5425145626068115
3,Train/Low/low00301.png,common,7,7.933759697281586,0.09354716893934961,-2.5815043449401855
3,Train/Low/low00301.png,common,8,8.008977932854918,0.09359816584778356,-2.619011402130127
3,Train/Low/low00301.png,common,9,8.080697102077322,0.09352536134018526,-2.6554057598114014
3,Train/Low/low00301.png,common,10,8.145858597387264,0.09336006096887593,-2.6911988258361816
3,Train/Low/low00301.png,common,11,8.203838662745108,0.09313546822910275,-2.7264699935913086
3,Train/Low/low00301.png,common,12,8.255197957651916,0.092873168338326,-2.761014461517334
3,Train/Low/low00301.png,common,13,8.301158481916348,0.0925848353283115,-2.7945761680603027
3,Train/Low/low00301.png,common,14,8.343364380349653,0.0922782653451605,-2.826955556869507
3,Train/Low/low00301.png,common,15,8.383513016307848,0.09196248281428852,-2.8581666946411133
3,Train/Low/low00301.png,common,16,8.423004902205138,0.09164794248230741,-2.888357162475586
3,Train/Low/low00301.png,common,17,8.462584854612981,0.09134369475102054,-2.9176554679870605
3,Train/Low/low00301.png,common,18,8.502405733669253,0.0910535935737441,-2.9461095333099365
