seed,family,condition,model,loss_before,loss_after,mse,psnr_db,left_mse,right_mse,top_left_mse,top_right_mse,bottom_left_mse,bottom_right_mse,input_output_drift_mse,identity_drift_mse,parameter_count,input_clipping_fraction,output_clipping_fraction,all_finite,field_variance_exposure_ev,field_variance_gamma,field_variance_wb_r,field_variance_wb_g,field_variance_wb_b,field_variance_contrast,lambda_a,lambda_s,gradient_norm_last_update,gradient_norm_max,correction_grid_tv,prior_before,prior_after,anchor_before,anchor_after,smooth_before,smooth_after,normalized_grid_variance_exposure_ev,normalized_grid_variance_gamma,normalized_grid_variance_wb_r,normalized_grid_variance_wb_g,normalized_grid_variance_wb_b,normalized_grid_variance_contrast
7,dark_structures,smooth_gradient,a0.01_s0,0.047759220004081726,0.003903613891452551,0.018108393996953964,17.421200648261397,0.024781612679362297,0.011435170657932758,0.023617710918188095,0.010886740870773792,0.02594551257789135,0.011983606964349747,0.04132407531142235,,96,0.00027126737404614687,0.0,True,0.2010047859867139,0.0227053281843226,0.0028963210145655175,0.002899726679277842,0.002908275658888057,0.010886005089706665,0.01,0.0,0.00018184600048698485,0.05287330225110054,0.2707088887691498,0.047759220004081726,0.002314703306183219,0.0,0.15889106690883636,0.0,0.2707088887691498,0.06298771385682882,0.12624335411213497,0.00701865349821746,0.007022665298436918,0.007052719068803559,0.073300677406718
7,dark_structures,smooth_gradient,a0.1_s0,0.047759220004081726,0.01114141009747982,0.010382028296589851,19.83717791770396,0.014736127108335495,0.0060279276221990585,0.014104321599006653,0.005577995441854,0.015367938205599785,0.006477850954979658,0.0323076993227005,,96,0.00027126737404614687,0.0,True,0.17921671668622352,0.010957887742637376,0.0010891774918987793,0.0010919891703080203,0.0010914783208723358,0.007511752096129886,0.1,0.0,6.354474066938565e-07,0.05287330225110054,0.1850104033946991,0.047759220004081726,0.006487083621323109,0.0,0.04654325917363167,0.0,0.1850104033946991,0.05073844242947462,0.044794142917220066,0.0024956330955998246,0.00250039000265149,0.002498808690391826,0.034720978010371564
7,dark_structures,smooth_gradient,a1_s0,0.047759220004081726,0.026688143610954285,0.004313123878091574,23.652080682164417,0.003530307440087199,0.005095940548926592,0.0035245423205196857,0.004877165425568819,0.003536073723807931,0.0053147124126553535,0.013245809823274612,,96,0.00027126737404614687,0.0,True,0.09015371085800822,0.0024065667047095665,0.0003580993177049844,0.0003585677626129702,0.0003578364182922219,0.0008182107786435005,1.0,0.0,7.323212116716604e-07,0.05287330225110054,0.08479216694831848,0.047759220004081726,0.017913267016410828,0.0,0.008774877525866032,0.0,0.08479216694831848,0.025531161163304842,0.0067871990730916185,0.0008278344294625947,0.0008286920197783126,0.0008270832788181891,0.002890312380410201
7,dark_structures,smooth_gradient,a10_s0,0.047759220004081726,0.042698122560977936,0.013975356705486774,18.54637098414882,0.015267577022314072,0.012683137319982052,0.015515291132032871,0.012686350382864475,0.015019860118627548,0.012679923325777054,0.0009944392368197441,,96,0.00027126737404614687,0.0,True,0.0051106032882749465,0.00010556072960261129,1.720496868843808e-05,1.7223929262855014e-05,1.7180267318493823e-05,4.076538985208746e-05,10.0,0.0,1.286902943320456e-06,0.05287330225110054,0.017682520672678947,0.047759220004081726,0.038705673068761826,0.0,0.0003992450365331024,0.0,0.017682520672678947,0.0014802309890086407,0.00025824837075454586,4.149386485562819e-05,4.153156753300963e-05,4.143060988841865e-05,0.00011739285419893559
7,dark_structures,smooth_gradient,a0_s0.01,0.047759220004081726,0.0028065009973943233,0.019490955397486687,17.101668723401996,0.026346933096647263,0.012634987011551857,0.02532951533794403,0.0122835086658597,0.027364341542124748,0.01298645418137312,0.04190449044108391,,96,0.00027126737404614687,0.0,True,0.3652898716906381,0.0005004500877959933,5.719172050295591e-06,8.803232506265131e-06,4.062580048834008e-06,1.7656037456769696e-05,0.0,0.01,0.00209297938272357,0.05287330225110054,0.08064848184585571,0.047759220004081726,0.0020000161603093147,0.0,0.2558034360408783,0.0,0.08064848184585571,0.10687602427739273,0.004722913017137114,2.0027844719227448e-05,3.053574046848139e-05,1.6845671855798113e-05,0.0001481621908191315
7,dark_structures,smooth_gradient,a0_s0.1,0.047759220004081726,0.006914210505783558,0.015729760751128197,18.03277882923758,0.018841439858078957,0.012618078850209713,0.018072577193379402,0.012214972637593746,0.019610311836004257,0.013021185994148254,0.030419787392020226,,96,0.00027126737404614687,0.0,True,0.11052333424141471,8.638582130948304e-07,6.26305270449348e-06,5.722869143920219e-06,3.932217791618947e-06,4.017329217875725e-08,0.0,0.1,0.023179443553090096,0.05287330225110054,0.02740219235420227,0.047759220004081726,0.004173991270363331,0.0,0.2083299160003662,0.0,0.02740219235420227,0.03261126436507453,6.4973686929453914e-06,1.7927886642929483e-05,1.799604645950598e-05,1.5950415503054267e-05,5.41934638817451e-07
7,dark_structures,smooth_gradient,a0_s1,0.047759220004081726,0.02695710025727749,0.012997852638363838,18.86128391104,0.010936975479125977,0.015058732591569424,0.01084731612354517,0.014837360940873623,0.011026626452803612,0.015280097723007202,0.008304540067911148,,96,0.00027126737404614687,0.0,True,9.477899747876145e-05,1.993330193061921e-06,2.23943609598716e-06,1.8274278182411863e-06,8.06625533876014e-06,6.412744835073123e-07,0.0,1.0,0.2878354787826538,0.31787195801734924,0.008297903463244438,0.047759220004081726,0.01865919679403305,0.0,0.051539842039346695,0.0,0.008297903463244438,3.710949582525959e-05,1.2255720680639391e-05,7.711117860842008e-06,7.187678522820409e-06,2.613050595456951e-05,5.568143632159141e-06
7,dark_structures,smooth_gradient,a0.1_s0.1,0.047759220004081726,0.018865244463086128,0.00763932429254055,21.169450535969418,0.009122364223003387,0.006156284827739,0.008593147620558739,0.006049611140042543,0.009651586413383484,0.0062629543244838715,0.023187216371297836,,96,0.00027126737404614687,0.0,True,0.1891951370792867,1.4252851356602714e-05,1.8532371128295015e-05,3.8602448402586525e-06,9.767513018043718e-06,1.3191422952054769e-06,0.1,0.1,0.022396594285964966,0.05287330225110054,0.04234078899025917,0.047759220004081726,0.009525283239781857,0.0,0.0510588176548481,0.0,0.04234078899025917,0.05334452448714899,5.439222468145087e-05,5.273763718538215e-05,1.607671994993504e-05,2.888252183624231e-05,8.656211603171656e-06
7,dark_structures,smooth_gradient,a1_s0.1,0.047759220004081726,0.03241448849439621,0.004824989940971136,23.16503587726465,0.00395593699067831,0.005694044288247824,0.0038158027455210686,0.005711562931537628,0.004096070304512978,0.0056765214540064335,0.009569783695042133,,96,0.00027126737404614687,0.0,True,0.07759565720345168,0.0007702570081238746,1.0581640782544516e-05,3.016234367178447e-05,2.8460587765231256e-05,1.801459252197109e-05,1.0,0.1,0.02144521288573742,0.05287330225110054,0.04021720588207245,0.047759220004081726,0.021577248349785805,0.0,0.0068155196495354176,0.0,0.04021720588207245,0.021692587824848772,0.0020887297553677563,2.99756262845684e-05,7.521807313898118e-05,6.921265479897002e-05,5.2719945398137747e-05
7,dark_structures,smooth_gradient,a1_s1,0.047759220004081726,0.04973612725734711,0.014558856375515461,18.36872738299743,0.013404781930148602,0.015712935477495193,0.01358409970998764,0.015931375324726105,0.01322547160089016,0.015494482591748238,0.0014418780338019133,,96,0.00027126737404614687,0.0,True,0.0008280103519327577,1.128595197771559e-05,1.046692296224967e-05,5.337252194436358e-06,1.981636946640709e-06,2.1057492108646144e-06,1.0,1.0,0.2860684096813202,0.33121925592422485,0.01078478991985321,0.047759220004081726,0.03384372964501381,0.0,0.005107606761157513,0.0,0.01078478991985321,0.00024337147017927516,4.150796974504781e-05,3.0241011524978987e-05,1.8611542106396145e-05,8.822256603209607e-06,1.0223619548624362e-05
7,dark_structures,stripes_4,identity,0.06631111353635788,0.06631111353635788,0.05828477814793587,12.344448522654428,0.052441880106925964,0.06412766873836517,0.05368940159678459,0.06486600637435913,0.05119435489177704,0.06338933110237122,0.0,,0,0.0042860242538154125,0.0042860242538154125,True,0.0,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,0.0,0.0,0.0,0.0,0.0,0.06631111353635788,0.06631111353635788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,dark_structures,stripes_4,global,0.06631111353635788,0.006839205045253038,0.024280771613121033,16.147375160318738,0.027891751378774643,0.020669782534241676,0.027166109532117844,0.02037370577454567,0.028617415577173233,0.020965861156582832,0.04006410390138626,,6,0.0042860242538154125,0.0,True,5.503791872894692e-17,1.3009663746881862e-16,4.930228678959046e-16,3.826284042244336e-16,3.353764835257123e-16,1.6132467167418495e-16,0.0,0.0,0.0018097813008353114,0.11323405057191849,-0.0,0.06631111353635788,0.006839205045253038,0.0,0.3089748024940491,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,dark_structures,stripes_4,a0_s0,0.06631111353635788,0.005465101916342974,0.027341045439243317,15.631848833375424,0.033921971917152405,0.020760105922818184,0.03302702307701111,0.02031899057328701,0.03481695428490639,0.021201232448220253,0.04842305928468704,,96,0.0042860242538154125,0.0,True,0.10064871363339216,0.0007739942750302933,0.01495975064253527,0.014980198563887659,0.015035226945870133,4.0757619136327076e-05,0.0,0.0,0.0004232024075463414,0.04071171581745148,0.29453879594802856,0.06631111353635788,0.005465101916342974,0.0,0.338602215051651,0.0,0.29453879594802856,0.03718527600763396,0.007424554827456077,0.06059599745733059,0.060682984769915675,0.060919025225292654,0.0004438046735816825
7,dark_structures,stripes_4,a0.01_s0,0.06631111353635788,0.008647836744785309,0.027149925008416176,15.662313656506782,0.03340233117341995,0.0208975151181221,0.032534971833229065,0.020488226786255836,0.03426968678832054,0.021306809037923813,0.046610549092292786,,96,0.0042860242538154125,0.0,True,0.1159122344255657,0.0006407621229653903,0.002402216450047413,0.0024144251486080243,0.002423337160888529,0.00012922081388622996,0.01,0.0,0.0003392136422917247,0.04071171581745148,0.1626777946949005,0.06631111353635788,0.005887884646654129,0.0,0.2759951651096344,0.0,0.1626777946949005,0.042909212531446625,0.006236474477927287,0.007529416631301749,0.00757027673139526,0.007607388487946436,0.0013792286560997955
7,dark_structures,stripes_4,a0.1_s0,0.06631111353635788,0.02381141483783722,0.029207386076450348,15.345073085988673,0.033297277987003326,0.02511749230325222,0.03297149017453194,0.02507930062711239,0.033623069524765015,0.02515568397939205,0.02977544069290161,,96,0.0042860242538154125,0.0,True,0.1037080788608901,0.0014085692177112222,0.0006633435481066258,0.0006691605294632339,0.000672123010643626,0.0024971576822052774,0.1,0.0,6.132101407274604e-05,0.04071171581745148,0.17981600761413574,0.06631111353635788,0.013942890800535679,0.0,0.09868524223566055,0.0,0.17981600761413574,0.04053671784590371,0.00894691848120188,0.0021102454217428166,0.002127781921584093,0.002140349209425315,0.019900389268121762
7,dark_structures,stripes_4,a1_s0,0.06631111353635788,0.04855640232563019,0.03962031006813049,14.020821300001177,0.03766057267785072,0.04158003628253937,0.03839894011616707,0.042161837220191956,0.03692221641540527,0.04099825769662857,0.007379090413451195,,96,0.0042860242538154125,0.0,True,0.04181934556842165,0.0005581821336252537,0.00017217058230151923,0.00017362544688032553,0.00017323731497742185,0.00039741641271733057,1.0,0.0,5.940077016930445e-07,0.04071171581745148,0.08064362406730652,0.06631111353635788,0.03868754580616951,0.0,0.009868857450783253,0.0,0.08064362406730652,0.015375634525039183,0.00171396343291592,0.0005183003929823117,0.0005223078926065421,0.0005220501138244554,0.001997207430696644
7,dark_structures,stripes_4,a10_s0,0.06631111353635788,0.06296531856060028,0.05283857882022858,12.770488719589654,0.04842810332775116,0.057249054312705994,0.04958522319793701,0.057934343814849854,0.04727093130350113,0.05656380206346512,0.00041821837658062577,,96,0.0042860242538154125,0.0,True,0.0019306839851682292,2.9901949166262623e-05,6.565309866285898e-06,6.626193817504303e-06,6.5939770957900085e-06,1.195730199868243e-05,10.0,0.0,1.3490208630173584e-06,0.04376739263534546,0.01500304788351059,0.06631111353635788,0.060084350407123566,0.0,0.0002880966058000922,0.0,0.01500304788351059,0.0006471274163248077,7.987845766115405e-05,1.8328354686785393e-05,1.8489584696962205e-05,1.8422745684651197e-05,4.233790792473099e-05
7,dark_structures,stripes_4,a0_s0.01,0.06631111353635788,0.006174389272928238,0.026371441781520844,15.788661257757113,0.03325878083705902,0.01948409341275692,0.0323367714881897,0.019226863980293274,0.03418080508708954,0.019741330295801163,0.04609554260969162,,96,0.0042860242538154125,0.0,True,0.12678709530838075,2.2299805211189027e-05,6.830546929151448e-06,6.5909093708383904e-06,1.0742264050145459e-05,2.9153096455561525e-06,0.0,0.01,0.002245727926492691,0.04071171581745148,0.05668538808822632,0.06631111353635788,0.005607535596936941,0.0,0.3022714853286743,0.0,0.05668538808822632,0.042341173946026066,0.00021788757327788352,2.567298924640787e-05,2.202095924112074e-05,4.226572259923015e-05,2.756297495452867e-05
7,dark_structures,stripes_4,a0_s0.1,0.06631111353635788,0.008254419080913067,0.024182766675949097,16.164940143370192,0.0276729017496109,0.020692631602287292,0.027015918865799904,0.02045629173517227,0.028329892084002495,0.02092897891998291,0.03801902011036873,,96,0.0042860242538154125,0.0,True,0.00023028496393304976,4.906533308691602e-08,4.885344649117167e-06,3.6395715500869308e-06,5.238654089133375e-06,9.014041395162716e-09,0.0,0.1,0.02336137741804123,0.04071171581745148,0.006540253292769194,0.06631111353635788,0.007600393611937761,0.0,0.26991716027259827,0.0,0.006540253292769194,7.379841917075358e-05,4.532495098685868e-07,1.6693228713832288e-05,1.8111122757194275e-05,1.7291937173606898e-05,1.0140712657090754e-07
7,dark_structures,stripes_4,a0_s1,0.06631111353635788,0.02886955812573433,0.026607122272253036,15.750020945904506,0.02665826678276062,0.026555979624390602,0.02666402980685234,0.026726990938186646,0.026652490720152855,0.026384983211755753,0.017148485407233238,,96,0.0042860242538154125,0.0,True,5.3887799476553076e-05,1.28288782319417e-06,3.039519264031849e-06,1.6183093400332916e-06,5.2684820632330055e-06,3.3451803675867166e-07,0.0,1.0,0.3001762628555298,0.3200485408306122,0.008366351947188377,0.06631111353635788,0.020503206178545952,0.0,0.08017956465482712,0.0,0.008366351947188377,2.1017827735829225e-05,9.319750230992605e-06,1.206817191608981e-05,7.397238826038491e-06,2.2720821542020315e-05,3.494577215920621e-06
7,dark_structures,stripes_4,a0.1_s0.1,0.06631111353635788,0.028287742286920547,0.025373632088303566,15.956173615916276,0.027072709053754807,0.023674553260207176,0.026972023770213127,0.023634515702724457,0.027173401787877083,0.023714598268270493,0.02303609997034073,,96,0.0042860242538154125,0.0,True,0.007794236663626193,1.1510578681353026e-06,1.5459781446666222e-06,9.364718209305822e-06,6.494926465030178e-06,2.5434665806762526e-07,0.1,0.1,0.025817543268203735,0.04071171581745148,0.015248767100274563,0.06631111353635788,0.0156268123537302,0.0,0.11136054247617722,0.0,0.015248767100274563,0.002380149392286489,7.883205542777432e-06,7.786194387222422e-06,3.4946658819066576e-05,2.0489061986823297e-05,2.3682905592181817e-06
7,dark_structures,stripes_4,a1_s0.1,0.06631111353635788,0.052641406655311584,0.03935525193810463,14.049973030624841,0.03766092285513878,0.04104959964752197,0.038119275122880936,0.04154933989048004,0.03720258176326752,0.040549829602241516,0.0047439709305763245,,96,0.0042860242538154125,0.0,True,0.022474562299404394,2.5681314759146295e-05,7.133375765253869e-06,5.107886439641918e-06,4.953928588457892e-06,4.080094110973839e-06,1.0,0.1,0.027662422508001328,0.04071171581745148,0.024298716336488724,0.06631111353635788,0.04167146980762482,0.0,0.008540065959095955,0.0,0.024298716336488724,0.007176625505462453,7.94465325104493e-05,1.9487833823235902e-05,1.4252008191137195e-05,1.5588640720717568e-05,2.1465299789010455e-05
7,dark_structures,stripes_4,a1_s1,0.06631111353635788,0.06419384479522705,0.040701452642679214,13.903900904445194,0.0372665636241436,0.04413636028766632,0.038128819316625595,0.04492555558681488,0.036404285579919815,0.043347157537937164,0.002819423796609044,,96,0.0042860242538154125,0.0,True,0.00010021751650972175,5.192620770116545e-06,4.15451280997177e-06,2.231681114390408e-06,6.9436862360247365e-06,1.8086790290878576e-06,1.0,1.0,0.3060035705566406,0.337607204914093,0.010516326874494553,0.06631111353635788,0.045015133917331696,0.0,0.00866238959133625,0.0,0.010516326874494553,4.005913681285838e-05,2.2900493420432067e-05,1.7062764189830224e-05,1.0624789995724215e-05,2.4454755083779292e-05,8.816430386596208e-06
7,dark_structures,stripes_12,identity,0.03010856732726097,0.03010856732726097,0.05833546817302704,12.340673123396495,0.052491750568151474,0.0641791895031929,0.05373997986316681,0.06492258608341217,0.051243528723716736,0.06343577802181244,0.0,,0,0.0,0.0,True,0.0,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,0.0,0.0,0.0,0.0,0.0,0.03010856732726097,0.03010856732726097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,dark_structures,stripes_12,global,0.03010856732726097,0.002563457004725933,0.031143274158239365,15.066357310708089,0.034668516367673874,0.02761802077293396,0.03398065268993378,0.027326064184308052,0.03535638004541397,0.02790999412536621,0.03435789421200752,,6,0.0,0.0,True,1.694164125306653e-17,1.537033512725966e-16,4.662655699540854e-16,4.4145964315337424e-16,3.3987168783265755e-16,1.4622640392234258e-16,0.0,0.0,0.0007728696218691766,0.11200378835201263,-0.0,0.03010856732726097,0.002563457004725933,0.0,0.28779757022857666,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,dark_structures,stripes_12,a0_s0,0.03010856732726097,0.001918472582474351,0.03674863278865814,14.347588139508531,0.04262889176607132,0.03086836077272892,0.0418296679854393,0.03123033419251442,0.04342813417315483,0.03050641156733036,0.03564478084445,,96,0.0,0.0,True,0.039802667735370216,0.008482433681792486,0.002183609540753203,0.002156313077497531,0.0021637807711993623,3.5131888649085856e-05,0.0,0.0,0.0002192036045016721,0.030449355021119118,0.20513322949409485,0.03010856732726097,0.001918472582474351,0.0,0.24765171110630035,0.0,0.20513322949409485,0.01862261541024985,0.05467562673065769,0.008106411608930508,0.008013766742882506,0.008027410216472639,0.00040477657675741654
7,dark_structures,stripes_12,a0.01_s0,0.03010856732726097,0.003971803467720747,0.04673108458518982,13.303941392860445,0.04667603224515915,0.04678613319993019,0.04781172424554825,0.048179991543293,0.04554031044244766,0.045392315834760666,0.028006553649902344,,96,0.0,0.0,True,0.02945831350584309,0.019104019037627568,0.00016815057535769155,0.00016070233467006676,0.0001630407365719223,0.012906556508485366,0.01,0.0,0.00015274460020009428,0.030449355021119118,0.23453253507614136,0.03010856732726097,0.0024105925112962723,0.0,0.15612109005451202,0.0,0.23453253507614136,0.015625816059695145,0.10783834617013018,0.0008199352909329454,0.0007933369392185275,0.0007995662171834658,0.08018987896260375
7,dark_structures,stripes_12,a0.1_s0,0.03010856732726097,0.010863403789699078,0.057874903082847595,12.37509723241718,0.05725550651550293,0.05849432945251465,0.05899737775325775,0.05941690504550934,0.05551361292600632,0.05757175013422966,0.015382920391857624,,96,0.0,0.0,True,0.01493495809491998,0.008271874822100308,0.00011165791418975747,0.00011080672573634326,0.000110509175793331,0.008132228659338938,0.1,0.0,3.6647867318606586e-07,0.030449355021119118,0.1505044400691986,0.03010856732726097,0.006857697851955891,0.0,0.04005705937743187,0.0,0.1505044400691986,0.0068768381326102515,0.0358992609830621,0.0004246336416799864,0.00041954231027347685,0.00041796728559394546,0.0364963106396789
7,dark_structures,stripes_12,a1_s0,0.03010856732726097,0.02081936225295067,0.06421628594398499,11.923548161889652,0.05932234227657318,0.06911024451255798,0.06055733188986778,0.06989604234695435,0.05808733403682709,0.06832442432641983,0.005219893530011177,,96,0.0,0.0009765625,True,0.006314931639704306,0.000842706913401587,2.691333717302613e-05,2.6120691138569265e-05,2.750325864824094e-05,0.0008342879329413063,1.0,0.0,3.705716267177195e-07,0.030449355021119118,0.05257542431354523,0.03010856732726097,0.016492940485477448,0.0,0.0043264226987957954,0.0,0.05257542431354523,0.0023973285628142087,0.0028283404606015794,8.334145441749265e-05,8.09108292166098e-05,8.464251032162654e-05,0.002772168348275395
7,dark_structures,stripes_12,a10_s0,0.03010856732726097,0.028178956359624863,0.059556469321250916,12.250710563823873,0.05350163206458092,0.06561131030321121,0.0547882616519928,0.06638550013303757,0.05221501365303993,0.06483713537454605,0.0002902192936744541,,96,0.0,0.0,True,0.00014522325948382192,1.7724416805400122e-05,5.098171019491417e-07,5.053804647839974e-07,5.049306720471819e-07,2.5536795426983914e-05,10.0,0.0,1.2959956166014308e-06,0.04852232709527016,0.007401441223919392,0.03010856732726097,0.026502316817641258,0.0,0.0001676639512879774,0.0,0.007401441223919392,5.308892767547903e-05,5.361405686333889e-05,1.544373364574536e-06,1.5286527317410581e-06,1.5274723218735051e-06,7.755760055279471e-05
7,dark_structures,stripes_12,a0_s0.01,0.03010856732726097,0.0024295253679156303,0.03325172886252403,14.781857694305106,0.03871333971619606,0.0277901291847229,0.037877991795539856,0.027595417574048042,0.03954865038394928,0.0279848575592041,0.036022283136844635,,96,0.0,0.0,True,0.03617074726188127,5.379984765499077e-06,5.399374830262851e-06,5.38142180098622e-06,3.5069911329246606e-06,1.6240013067042126e-09,0.0,0.01,0.0023133819922804832,0.030449355021119118,0.034844253212213516,0.03010856732726097,0.0020810829009860754,0.0,0.2708719074726105,0.0,0.034844253212213516,0.01305535317004837,4.8791204492137966e-05,2.3092090080953224e-05,2.2112635223095778e-05,1.7302555237269425e-05,1.9478846632886163e-08
7,dark_structures,stripes_12,a0_s0.1,0.03010856732726097,0.0044094109907746315,0.03259579837322235,14.868383772610487,0.03501094877719879,0.03018065355718136,0.03436412289738655,0.02996755950152874,0.03565776348114014,0.03039374202489853,0.02863156795501709,,96,0.0,0.0,True,0.00011793717800819567,2.720212638210717e-07,2.2331423703043453e-06,9.09353943801841e-06,2.362715810816629e-06,4.393792341437794e-08,0.0,0.1,0.023386618122458458,0.038744714111089706,0.0071241725236177444,0.03010856732726097,0.003696993924677372,0.0,0.19661831855773926,0.0,0.0071241725236177444,3.965204713964375e-05,2.822287591061605e-06,9.243843439385735e-06,3.177301971762817e-05,8.227040886417052e-06,6.076959779693708e-07
7,dark_structures,stripes_12,a0_s1,0.03010856732726097,0.020759571343660355,0.04974741488695145,13.032294823454318,0.04621332511305809,0.0532815121114254,0.04692256078124046,0.0537291057407856,0.045504093170166016,0.05283393710851669,0.010478248819708824,,96,0.0,0.0,True,2.143040469056357e-05,1.3113971818315614e-06,5.160176292368227e-06,2.989780544203602e-06,2.5434513128451782e-06,2.692408033470095e-06,0.0,1.0,0.3018224239349365,0.3437119722366333,0.008569355122745037,0.03010856732726097,0.012190216220915318,0.0,0.027193361893296242,0.0,0.008569355122745037,1.0270377315083417e-05,1.0380685551126217e-05,1.8025756582791227e-05,1.1552731333765366e-05,8.089538111435792e-06,1.4785052429855384e-05
7,dark_structures,stripes_12,a0.1_s0.1,0.03010856732726097,0.015032852999866009,0.0434805303812027,13.61705166972478,0.0417838878929615,0.045177161693573,0.04228149354457855,0.045213110744953156,0.04128628969192505,0.04514123499393463,0.012525851838290691,,96,0.0,0.0,True,0.00046457157671003796,1.4283473609898748e-05,3.829481678363908e-06,3.209644348420742e-06,3.7774022159551602e-06,1.5826687679568863e-06,0.1,0.1,0.027797479182481766,0.038220781832933426,0.010732106864452362,0.03010856732726097,0.0095670185983181,0.0,0.04392623528838158,0.0,0.010732106864452362,0.0001626272244776713,6.243089450846617e-05,1.3516428390710503e-05,1.1077909466463994e-05,1.2900000897285356e-05,1.1396251697423673e-05
7,dark_structures,stripes_12,a1_s0.1,0.03010856732726097,0.023672470822930336,0.06161005049943924,12.103484352316055,0.056333236396312714,0.06688685715198517,0.05708189308643341,0.06743285059928894,0.05558456853032112,0.06634088605642319,0.004122470039874315,,96,0.0,0.0,True,0.001268997110183966,2.6306179107693254e-05,6.925435025171325e-06,2.7537762539004015e-06,2.0557279513136215e-06,8.598467226801292e-06,1.0,0.1,0.02831413596868515,0.037810806185007095,0.013936351984739304,0.03010856732726097,0.01911051757633686,0.0,0.003168319119140506,0.0,0.013936351984739304,0.0004423729316368133,8.974992975815249e-05,2.216504827970639e-05,8.172189219386794e-06,8.154201022062535e-06,2.859940047569061e-05
7,dark_structures,stripes_12,a1_s1,0.03010856732726097,0.03127693384885788,0.061319462954998016,12.124016574168511,0.05528721958398819,0.06735169887542725,0.056525349617004395,0.06813465058803558,0.05404910445213318,0.06656873226165771,0.003915540874004364,,96,0.0,0.0,True,4.831325430769908e-05,2.901422872336838e-06,7.046304276655623e-06,3.5198222412592372e-06,5.360926558526187e-06,1.2872780073932699e-06,1.0,1.0,0.31069299578666687,0.33534300327301025,0.00816418882459402,0.03010856732726097,0.020022742450237274,0.0,0.0030900018755346537,0.0,0.00816418882459402,2.0692692829659137e-05,1.0575474954212754e-05,2.4742200751837023e-05,1.3000428097340953e-05,1.6956767652591716e-05,5.088258325048948e-06
7,high_key,clean,identity,0.06250376254320145,0.06250376254320145,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,0.0,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,0.0,0.0,0.0,0.0,0.0,0.06250376254320145,0.06250376254320145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,high_key,clean,global,0.06250376254320145,2.5717513452150342e-08,0.06288089603185654,12.014812783726192,0.06288821250200272,0.06287358701229095,0.06287482380867004,0.0628846138715744,0.0629015639424324,0.06286254525184631,0.06288089603185654,0.06288089603185654,6,0.0,0.0,True,6.456647454295885e-17,4.4177586965856976e-16,3.6046776447209697e-16,4.062775634022056e-16,3.7280254189738654e-16,2.8878176577172237e-16,0.0,0.0,3.01038267025433e-06,0.5530306696891785,-0.0,0.06250376254320145,2.5717513452150342e-08,0.0,0.05503489449620247,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,high_key,clean,a0_s0,0.06250376254320145,2.1731501931299135e-08,0.06288095563650131,12.014808667061562,0.06289557367563248,0.06286630034446716,0.06286941468715668,0.06288786977529526,0.06292176246643066,0.06284477561712265,0.06288095563650131,0.06288095563650131,96,0.0,0.0,True,6.568899738529205e-08,1.6617425744173898e-07,2.171959799519075e-08,1.8399315762916235e-08,1.7944724135796588e-08,6.528960862905385e-07,0.0,0.0,7.628049161212402e-07,0.13825814425945282,0.0009731658501550555,0.06250376254320145,2.1731501931299135e-08,0.0,0.055036190897226334,0.0,0.0009731658501550555,2.1066228254005565e-08,3.8816773147019004e-07,1.4657829138994808e-07,8.613967790449981e-08,1.3365670683326362e-07,2.9119448585190824e-06
7,high_key,clean,a0.01_s0,0.06250376254320145,0.00014312367420643568,0.062291469424963,12.05571424212936,0.06230694055557251,0.0622759647667408,0.06228191405534744,0.062297336757183075,0.06233201548457146,0.062254589051008224,0.062291469424963,0.062291469424963,96,0.0,0.0,True,1.631962524725027e-08,6.965371685335752e-08,3.3846185717070816e-08,3.0250458432290885e-08,2.6655964131562467e-08,4.817698912154261e-07,0.01,0.0,0.0001181114130304195,0.13825814425945282,0.0007562722312286496,0.06250376254320145,6.295931598288007e-07,0.0,0.014249409548938274,0.0,0.0007562722312286496,7.0502049051217595e-09,1.5534220985935524e-07,1.4706375488725797e-07,1.0543380012779139e-07,1.256032771323668e-07,1.3350587698324085e-06
