index,bank_index,state_index,image_id,state_name,condition,bank_directory,energy,gradient_norm,gradient_sha256,gradient_dtype,finite,active_regions,inactive_regions,active_rgb,inactive_rgb,inactive_output_changes,raw_sha256,y0_sha256
1069,62,18,38210,sobol_10,homogeneous_bright,training_bank/062,-3.733891725540161,0.2076898217432548,40fcb54a8c19b5b2eb6f3c4df7da4b69eb56b349ab47849479d69f5b2e73cafa,torch.float32,True,2,2,229440,229440,0,14a8ea6bfcabad1178a0e3ad57159d53aa6e19d73f06266b60c31743e150a1f4,07077de074dd4feaf716bb00ba276e009cc93fa3bd3543012f3a7d1f9a73e4e9
1070,62,19,38210,sobol_11,homogeneous_bright,training_bank/062,-3.722219944000244,0.29470118185853894,a7db450588b6ad279fc4d9e046eae9c6fc2d656c2323cf028f0fce5a6a5bd375,torch.float32,True,2,2,229440,229440,0,cc9021ecf29493b3aa544fa279e3f69c02f714a0859bc74b74dc961d4290a855,f7e3be3eb796e166746b60d5a4e7b21bb8eeef5863b32b4bac6db52c8e0e6f2b
1071,62,20,38210,sobol_12,homogeneous_bright,training_bank/062,-3.735248565673828,0.2865541228882951,8887a512a3fadfd5821ba8ffc8516f908550fa101dddf434057ca80d8fd877e8,torch.float32,True,2,2,229440,229440,0,d7898c2d1404c03060b18f06dbf7081db6b0eeab3c6634e85b59c8d05f922015,8a4b3c9d8ba227158e39f705b035a319bde4b1ca4520085b66066219525919f6
1072,62,21,38210,sobol_13,homogeneous_bright,training_bank/062,-3.6998074054718018,0.17048577601072068,635528e18fdc49c0dad873dc621d44be91d6f5a2188f4690db38c0b4ad7e8658,torch.float32,True,2,2,229440,229440,0,2a34235828138c41b7af28051c2b0d3b72729dcc33d14f3031dbc94184f86712,4f70d30f39388926be0c0819664910d3fd5f0be42823799f6b47c3885a9d6950
1073,62,22,38210,sobol_14,homogeneous_bright,training_bank/062,-3.652594566345215,0.3817338632333562,a8722b2a68659e23e5ef00cfcfa3e704377f58994c7e6be40f99e25c7c2d489d,torch.float32,True,2,2,229440,229440,0,20451cac2ff42423c4094216314fb03c340e229637735303bc60ef377737e276,abfc9b2d4174fbb10f8690a2ca4b44c51f26e298931df11b200037c2dad9a33e
1074,62,23,38210,sobol_15,homogeneous_bright,training_bank/062,-3.804957628250122,0.19076797678905671,84ab7974441406165b654a0f8aeb7f4baf07019eb9483a3dd10e64a1eb61cf0e,torch.float32,True,2,2,229440,229440,0,89beeec595800c68339ff982e0c8935592c4e52727c8b4b30f39eafc493acb5b,0420ab83ece63232a079e55014afc0a14f5be2f4fe9047d5f423516a16d0ca5f
1075,63,0,38210,identity,left_right,training_bank/063,-2.4553775787353516,0.18719151028872172,d87a4b27524287faca67783a65587037923bb4897b0510747f17ceedb0ace2ab,torch.float32,True,2,2,229440,229440,0,17b0761f87b081d5cf10757ccc89f12be355c70e2e29df288b65b30710dcbcd1,bb6d063a408002e85d61e8d3754915880e8dc2dbf3976106ad9e9f3691600286
1076,63,1,38210,region2_direct,left_right,training_bank/063,-2.7954444885253906,0.11385701701903814,5e593b2a46e8c4fc3547122201c6454a352887cf2ac24ed1ec2363ba150b24db,torch.float32,True,2,2,229440,229440,0,33747588591ae5d346a13dcc85e269b328e6563890200b697e0ba60a1db808d1,286a48d0b7333600d09dcd6d2427886b2fcc5548f6675a665da815b20f0355bb
1077,63,2,38210,region2_discrete_projected,left_right,training_bank/063,-3.012554168701172,0.12685979034838168,ea8094c2b594b960d8180d0b429b63537d0c2f113254368b1c266a9e78963e36,torch.float32,True,2,2,229440,229440,0,484e1bc08f6bc37d2066eca1f41b9c032d83590b5eba62b99c03b85f1112460f,d8697886413d3de5ece879a5011ab3aebfa2abf98016fd1249074fc1c2721ed1
1078,63,3,38210,semantic_1,left_right,training_bank/063,-2.549675226211548,0.20656891483441506,4a3f0afa1512c84cd7b641d7fa3a737d8ee9c09136fa3802f1dd72d63b63a34f,torch.float32,True,2,2,229440,229440,0,8f211a37cc0b78bdb5527f98db71d0187d1158afc27441d3b50bd0a6d9769d2b,3d3cb257c93a5541e157ed1bc6b70832575488f212714976492da6cfe8cb1fe1
1079,63,4,38210,semantic_4,left_right,training_bank/063,-2.8028080463409424,0.19362540403500073,4d1d5e3dc83decf3cc3646178f6c0cdf8d66edb8e44e8d7d6a84eb78df41f0b4,torch.float32,True,2,2,229440,229440,0,c1d68eea67cd360b3d72195f0937e2f4d106c6f6b53dd5bf258d2f62f4ac69e5,80c61694b643af18f0e4575aa6f399ffac6c3e73324577d49d3967910775e8e3
1080,63,5,38210,semantic_8,left_right,training_bank/063,-2.9795174598693848,0.15717148323300792,2ea038495e3602fd3524c0807308b53f2ead780a914ef18181b0a61dc4d6c6c6,torch.float32,True,2,2,229440,229440,0,6c3633c22affca50f2e51dfe42057463f09ec6ec4b43ba5051aa8fca71fb1b91,5ada73a7fd3a0106ba3ad110b746363df30e92c677c95c5a6f77be1713e1c812
