seed,family,condition,model,loss_before,loss_after,mse,psnr_db,left_mse,right_mse,top_left_mse,top_right_mse,bottom_left_mse,bottom_right_mse,input_output_drift_mse,identity_drift_mse,parameter_count,input_clipping_fraction,output_clipping_fraction,all_finite,field_variance_exposure_ev,field_variance_gamma,field_variance_wb_r,field_variance_wb_g,field_variance_wb_b,field_variance_contrast
7,high_key,stripes_4,spatial4,0.10240492969751358,0.003508193651214242,0.07671496272087097,11.151199216657481,0.07321193069219589,0.08021798729896545,0.0731784775853157,0.08023755252361298,0.07324539124965668,0.08019845187664032,0.10120495408773422,,96,0.5,0.0,True,0.004224458061198172,6.646507481928172e-06,0.0003327631258044979,0.00033263392128952306,0.00033289721873970383,7.199742959829325e-05
7,high_key,stripes_4,spatial8,0.10240492969751358,0.00014641336747445166,0.07214364409446716,11.41801924532934,0.07231365144252777,0.07197369635105133,0.07229148596525192,0.07199034094810486,0.07233582437038422,0.07195696979761124,0.12497708201408386,,384,0.5,0.0,True,0.10859278227370522,0.02732052810575643,0.01875412149945632,0.018758922883971227,0.018776958261274342,0.0007148166089447171
7,high_key,stripes_12,identity,0.03081464022397995,0.03081464022397995,0.1317705661058426,8.801815882654441,0.13177967071533203,0.13176147639751434,0.13178037106990814,0.13174837827682495,0.1317790001630783,0.13177460432052612,0.0,,0,0.5,0.5,True,0.0,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17
7,high_key,stripes_12,global,0.030814630910754204,3.097939016427631e-09,0.1081998199224472,9.657734620275324,0.10821723192930222,0.10818242281675339,0.10819482803344727,0.10819390416145325,0.10823962837457657,0.10817092657089233,0.05103687569499016,,6,0.5,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
7,high_key,stripes_12,uniform96,0.030814630910754204,3.09820902266722e-09,0.1082000583410263,9.657725050595884,0.10821747779846191,0.10818265378475189,0.10819502919912338,0.10819413512945175,0.10823988914489746,0.10817114263772964,0.051036715507507324,,96,0.5,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
7,high_key,stripes_12,spatial1,0.030814630910754204,3.097939016427631e-09,0.1081998199224472,9.657734620275324,0.10821723192930222,0.10818242281675339,0.10819482803344727,0.10819390416145325,0.10823962837457657,0.10817092657089233,0.05103687569499016,,6,0.5,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
7,high_key,stripes_12,spatial2,0.030814630910754204,7.3555463941943344e-09,0.1081651970744133,9.659124541084697,0.1076727956533432,0.10865763574838638,0.10765326023101807,0.10867287218570709,0.10769235342741013,0.10864236950874329,0.05106369033455849,,24,0.5,0.0,True,1.4354258532154027e-06,8.81874704718652e-06,1.853611562342985e-07,1.820264181282995e-07,1.8406255246117036e-07,5.156432629678263e-05
7,high_key,stripes_12,spatial4,0.030814630910754204,8.27132584646506e-09,0.10813318192958832,9.66041017261836,0.10737266391515732,0.10889366269111633,0.10735487192869186,0.10890914499759674,0.10739050060510635,0.10887817293405533,0.051091451197862625,,96,0.5,0.0,True,3.256158798816235e-06,2.0222514554703046e-05,4.0821593605178247e-07,4.0533265541904153e-07,4.1157206486882657e-07,0.0001367802873250625
7,high_key,stripes_12,spatial8,0.030814630910754204,1.065992805138194e-08,0.10808053612709045,9.662525096886581,0.10734645277261734,0.10881458967924118,0.10732763260602951,0.10883104801177979,0.10736532509326935,0.10879813879728317,0.051133912056684494,,384,0.5,0.0,True,8.59994795567493e-06,5.015422882312143e-05,1.0431353124914818e-06,1.0513275683515511e-06,1.0462010431172087e-06,0.00023842261281572347
11,midtone,clean,identity,3.2764074830993195e-07,3.2764074830993195e-07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,True,0.0,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17
11,midtone,clean,global,3.276407767316414e-07,1.6238347200214776e-07,0.0005564322927966714,32.545876734743295,0.0005566197796724737,0.0005562443984672427,0.0005580606521107256,0.0005568850319832563,0.0005551793146878481,0.0005556041724048555,0.0005564322927966714,0.0005564322927966714,6,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,clean,uniform96,3.276407767316414e-07,1.635808075661771e-07,0.0005465864669531584,32.62341125296715,0.0005467707524076104,0.0005464018904604018,0.0005481859552673995,0.0005470305914059281,0.0005453553749248385,0.0005457734223455191,0.0005465864669531584,0.0005465864669531584,96,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,clean,spatial1,3.276407767316414e-07,1.6238347200214776e-07,0.0005564322927966714,32.545876734743295,0.0005566197796724737,0.0005562443984672427,0.0005580606521107256,0.0005568850319832563,0.0005551793146878481,0.0005556041724048555,0.0005564322927966714,0.0005564322927966714,6,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,clean,spatial2,3.276407767316414e-07,1.5636607031410676e-07,0.0005393835599534214,32.68102294683867,0.0005366404075175524,0.0005421267705969512,0.0004862506175413728,0.000515888852532953,0.0005870300228707492,0.0005683648050762713,0.0005393835599534214,0.0005393835599534214,24,0.0,0.0,True,3.506292544334716e-05,1.744260344981594e-07,1.5084237629025992e-05,1.7631063735441456e-05,1.7260954127016677e-05,0.00014995602462202978
11,midtone,clean,spatial4,3.276407767316414e-07,1.2876773780590156e-07,0.0005536895478144288,32.56733674735064,0.0005718223983421922,0.0005355564644560218,0.0006180586642585695,0.0005908695748075843,0.0005255863070487976,0.0004802434705197811,0.0005536895478144288,0.0005536895478144288,96,0.0,0.0,True,6.249038707632788e-05,1.182019833396208e-05,4.523537981332426e-05,5.2925024397194875e-05,5.154887254373855e-05,0.00033877656503946964
11,midtone,clean,spatial8,3.276407767316414e-07,4.1845385823080505e-08,0.0004786078061442822,33.200202222755706,0.00048161123413592577,0.0004756043490488082,0.00045161679736338556,0.0004950367147102952,0.0005116056418046355,0.00045617183786816895,0.0004786078061442822,0.0004786078061442822,384,0.0,0.0,True,7.555295563764046e-05,2.3754433612955512e-05,4.8482097087610284e-05,5.1163383215690996e-05,5.054702829447104e-05,0.0004161500193661468
11,midtone,homogeneous_dark,identity,0.07561609148979187,0.07561609148979187,0.0775909423828125,11.101889733649358,0.07758954167366028,0.0775923877954483,0.0775691568851471,0.07757708430290222,0.07760989665985107,0.0776076540350914,0.0,,0,0.0,0.0,True,0.0,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17
11,midtone,homogeneous_dark,global,0.07561608403921127,1.1029971602738442e-07,0.001133544952608645,29.455612525266346,0.0011338988551869988,0.0011331905843690038,0.0011368534760549664,0.0011343196965754032,0.0011309446999803185,0.0011320620542392135,0.07573128491640091,,6,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,homogeneous_dark,uniform96,0.07561608403921127,1.1029856494815249e-07,0.0011335433227941394,29.455618769570584,0.0011338975746184587,0.00113318907096982,0.0011368518462404609,0.0011343182995915413,0.0011309427209198475,0.0011320599587634206,0.0757312998175621,,96,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,homogeneous_dark,spatial1,0.07561608403921127,1.1029971602738442e-07,0.001133544952608645,29.455612525266346,0.0011338988551869988,0.0011331905843690038,0.0011368534760549664,0.0011343196965754032,0.0011309446999803185,0.0011320620542392135,0.07573128491640091,,6,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,homogeneous_dark,spatial2,0.07561608403921127,1.0382937887243315e-07,0.0011334887240082026,29.45582795895094,0.0011354006128385663,0.0011315763695165515,0.001138426479883492,0.0011328930268064141,0.0011323753278702497,0.0011302600614726543,0.0757313072681427,,24,0.0,0.0,True,1.4438237996292078e-08,4.911120269755066e-09,1.0790446088523561e-07,1.513560244748413e-08,6.825183187431159e-09,1.3387880202830885e-07
11,midtone,homogeneous_dark,spatial4,0.07561608403921127,8.821394459346266e-08,0.0011335588060319424,29.455559449042813,0.0011359765194356441,0.001131140859797597,0.0011392832966521382,0.0011326198000460863,0.001132669858634472,0.001129661686718464,0.07573132961988449,,96,0.0,0.0,True,4.8766258300243624e-08,1.0415348996056459e-08,2.794639506654758e-07,1.0681872347730902e-07,2.0724287866387005e-07,3.5266588483068134e-07
11,midtone,homogeneous_dark,spatial8,0.07561608403921127,3.839231155211564e-08,0.0011337350588291883,29.454884233371793,0.0011364106321707368,0.0011310596019029617,0.0011399389477446675,0.0011325833620503545,0.001132881734520197,0.0011295360745862126,0.07573142647743225,,384,0.0,0.0,True,1.986894472568508e-07,2.1919654973838186e-08,7.394078674238174e-07,8.044591808222849e-07,6.788979812391693e-07,7.006234756445131e-07
11,midtone,homogeneous_bright,identity,0.07549559324979782,0.07549559324979782,0.07738542556762695,11.11340824737821,0.07738436013460159,0.07738648355007172,0.07736587524414062,0.07736381888389587,0.07740285992622375,0.07740914076566696,0.0,,0,0.01654730923473835,0.01654730923473835,True,0.0,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17,9.028655815484188e-17
11,midtone,homogeneous_bright,global,0.07549558579921722,1.8613845043091715e-07,0.0003328834427520633,34.77707805625071,0.0003330189501866698,0.0003327478189021349,0.00033375900238752365,0.000333511910866946,0.0003322789561934769,0.0003319837851449847,0.07931387424468994,,6,0.01654730923473835,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,homogeneous_bright,uniform96,0.07549558579921722,1.8613637564612873e-07,0.00033288111444562674,34.77710843247385,0.0003330166218802333,0.0003327456652186811,0.0003337565576657653,0.00033350958256050944,0.0003322766860947013,0.00033198157325387,0.07931387424468994,,96,0.01654730923473835,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,homogeneous_bright,spatial1,0.07549558579921722,1.8613845043091715e-07,0.0003328834427520633,34.77707805625071,0.0003330189501866698,0.0003327478189021349,0.00033375900238752365,0.000333511910866946,0.0003322789561934769,0.0003319837851449847,0.07931387424468994,,6,0.01654730923473835,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0
11,midtone,homogeneous_bright,spatial2,0.07549558579921722,1.7531915830204525e-07,0.0003329378960188478,34.77636769291563,0.0003313329361844808,0.00033454279764555395,0.000331365765305236,0.0003345852892380208,0.0003313003107905388,0.0003345001896377653,0.07931403815746307,,24,0.01654730923473835,0.0,True,1.8497377208236558e-07,1.0051840589877839e-06,1.2308020164697205e-07,8.648074460123685e-09,2.0565894589018082e-08,1.763115853955552e-06
11,midtone,homogeneous_bright,spatial4,0.07549558579921722,1.5074473935783317e-07,0.0003330897307023406,34.77438756585485,0.0003306219005025923,0.0003355575609020889,0.0003303663106635213,0.00033519501448608935,0.0003308776067569852,0.00033591987448744476,0.0793144553899765,,96,0.01654730923473835,0.0,True,5.324349709800742e-07,2.27442792399778e-06,2.835687058730451e-07,8.684609099235154e-08,2.1969745526294316e-07,4.74571333617717e-06
11,midtone,homogeneous_bright,spatial8,0.07549558579921722,6.34974597346627e-08,0.00033342326059937477,34.77004105775035,0.00033069076016545296,0.0003361556737218052,0.00033047908800654113,0.0003357760142534971,0.00033090231590904295,0.0003365353331901133,0.07931526750326157,,384,0.01654730923473835,0.0,True,1.3389923328353839e-06,4.601410784233053e-06,6.967227524753998e-07,7.247912778484558e-07,6.524677610435318e-07,9.438812508771817e-06
