index,low,step,psnr,ssim,delta_psnr_T026,delta_psnr_T036,delta_ssim_T036,safety_reachable,oracle_selected
1,Train/Low/low00598.png,14,12.359862247381532,0.428142696001948,-0.506238499758382,-3.068162288004027,-0.003492764895180689,True,False
1,Train/Low/low00598.png,15,12.876244857146478,0.4414140290115515,0.010144110006564233,-2.5517796782390807,0.009778568114422848,True,False
1,Train/Low/low00598.png,16,13.43499541330393,0.45174010851744945,0.5688946661640166,-1.9930291220816283,0.02010464762032077,True,False
1,Train/Low/low00598.png,17,14.037988835779343,0.4591095911277307,1.1718880886394292,-1.3900356996062158,0.027474130230602023,True,False
1,Train/Low/low00598.png,18,14.686662365523786,0.46363391055661407,1.8205616183838718,-0.7413621698617732,0.031998449659485395,True,False
1,Train/Low/low00598.png,19,15.381695096867736,0.46552966287281555,2.515594349727822,-0.04632943851782301,0.03389420197568688,True,False
1,Train/Low/low00598.png,20,16.12252340905449,0.4650931186886478,3.256422661914577,0.6944988736689321,0.0334576577915191,True,False
1,Train/Low/low00598.png,21,16.906596376321435,0.46266901914543584,4.040495629181521,1.4785718409358761,0.03103355824830717,True,False
1,Train/Low/low00598.png,22,17.728251609772556,0.45862672046502445,4.862150862632642,2.3002270743869975,0.026991259567895776,True,False
1,Train/Low/low00598.png,23,18.577067415764436,0.4533279492702779,5.710966668624522,3.149042880378877,0.021692488373149243,True,False
1,Train/Low/low00598.png,24,19.43575806784478,0.4471141128448272,6.5696573207048665,4.007733532459222,0.01547865194769854,True,False
1,Train/Low/low00598.png,25,20.277855195709357,0.4402951329967579,7.411754448569443,4.849830660323798,0.008659672099629201,True,False
1,Train/Low/low00598.png,26,21.06618416379805,0.43313528801061985,8.200083416658135,5.63815962841249,0.00149982711349117,True,False
1,Train/Low/low00598.png,27,21.75437507902583,0.4258559213528695,8.888274331885917,6.326350543640272,-0.0057795395442591935,True,True
2,Train/Low/low00617.png,0,9.100639561838118,0.17273765538694516,-4.850261976520585,-7.325959355796829,-0.2960014923487636,True,False
2,Train/Low/low00617.png,1,9.251308572146492,0.1946480563335287,-4.699592966212212,-7.175290345488456,-0.27409109140218,True,False
2,Train/Low/low00617.png,2,9.41987731454448,0.2183521505137951,-4.531024223814223,-7.006721603090467,-0.2503869972219136,True,False
2,Train/Low/low00617.png,3,9.608157563257404,0.24373901474214454,-4.3427439751013,-6.818441354377544,-0.2250001329935642,True,False
2,Train/Low/low00617.png,4,9.818119166848287,0.2706216948149206,-4.132782371510416,-6.60847975078666,-0.19811745292078814,True,False
2,Train/Low/low00617.png,5,10.051913324188341,0.2987304510694379,-3.8989882141703625,-6.374685593446607,-0.17000869666627083,True,False
2,Train/Low/low00617.png,6,10.311892631652956,0.32770961226439765,-3.6390089067057474,-6.114706285981992,-0.14102953547131108,True,False
2,Train/Low/low00617.png,7,10.600633478809245,0.35712037615842845,-3.3502680595494585,-5.825965438825703,-0.11161877157728028,True,False
2,Train/Low/low00617.png,8,10.920962465552515,0.3864511832381809,-3.0299390728061883,-5.505636452082433,-0.08228796449752784,True,False
2,Train/Low/low00617.png,9,11.275986587172538,0.41513612503710434,-2.6749149511861656,-5.15061233046241,-0.0536030226986044,True,False
2,Train/Low/low00617.png,10,11.669129663395667,0.4425808325127498,-2.2817718749630362,-4.757469254239281,-0.026158315222958917,True,False
2,Train/Low/low00617.png,11,12.104172990940311,0.4681945474976273,-1.846728547418392,-4.3224259266946365,-0.0005446002380814496,True,False
2,Train/Low/low00617.png,12,12.585307195882312,0.4914253995420069,-1.3655943424763919,-3.8412917217526363,0.022686251806298185,True,False
2,Train/Low/low00617.png,13,13.117174332463684,0.5117947173777972,-0.8337272058950198,-3.3094245851712643,0.04305556964208851,True,False
2,Train/Low/low00617.png,14,13.70492097272599,0.5289284280140493,-0.24598056563271342,-2.721677944908958,0.06018928027834053,True,False
2,Train/Low/low00617.png,15,14.354213896856951,0.5425799317591236,0.40331235849824765,-2.072385020777997,0.07384078402341482,True,False
2,Train/Low/low00617.png,16,15.071208823117123,0.5526433536438842,1.12030728475842,-1.3553900945178246,0.08390420590817543,True,False
2,Train/Low/low00617.png,17,15.862368420835033,0.5591545302215832,1.9114668824763292,-0.5642304967999152,0.0904153824858745,True,False
2,Train/Low/low00617.png,18,16.7339826250454,0.5622808155177395,2.783081086686696,0.30738370741045173,0.09354166778203071,True,False
2,Train/Low/low00617.png,19,17.69100517058486,0.5623007402668505,3.7401036322261554,1.264406252949911,0.09356159253114177,True,False
2,Train/Low/low00617.png,20,18.734466167971156,0.5595753702328405,4.783564629612453,2.3078672503362085,0.0908362224971318,True,False
2,Train/Low/low00617.png,21,19.856065931850907,0.5545184807504937,5.905164393492203,3.429467014215959,0.08577933301478496,True,False
2,Train/Low/low00617.png,22,21.02746129633859,0.5475669565186966,7.0765597579798865,4.600862378703642,0.07882780878298784,True,False
2,Train/Low/low00617.png,23,22.181822361013047,0.5391537160337883,8.230920822654344,5.7552234433780995,0.07041456829807952,True,False
2,Train/Low/low00617.png,24,23.19197573329252,0.529686542147077,9.241074194933816,6.7653768156575715,0.06094739441136826,True,False
2,Train/Low/low00617.png,25,23.87366902761908,0.519533141292819,9.922767489260377,7.447070109984132,0.050793993557110284,True,False
2,Train/Low/low00617.png,26,24.064118695546767,0.5090121923427382,10.113217157188064,7.63751977791182,0.04027304460702946,True,True
2,Train/Low/low00617.png,27,23.74641637639231,0.4983903088246409,9.795514838033608,7.319817458757363,0.029651161088932176,True,False
3,Train/Low/low00230.png,0,7.4984999579911715,0.2763832499383479,-4.1045406073810895,-5.188327638832197,-0.29970621210228116,True,False
3,Train/Low/low00230.png,1,7.668100079558315,0.2996903978557379,-3.9349404858139456,-5.018727517265053,-0.27639906418489113,True,False
3,Train/Low/low00230.png,2,7.854411690132142,0.32409057523522466,-3.7486288752401187,-4.832415906691226,-0.2519988868054044,True,False
3,Train/Low/low00230.png,3,8.058467658398326,0.34934957066399286,-3.5445729069739347,-4.628359938425042,-0.2267398913766362,True,False
3,Train/Low/low00230.png,4,8.281219318569523,0.3751825556258308,-3.321821246802738,-4.405608278253846,-0.20090690641479825,True,False
3,Train/Low/low00230.png,5,8.523483457591958,0.40123308037454125,-3.0795571077803032,-4.163344139231411,-0.1748563816660878,True,False
3,Train/Low/low00230.png,6,8.785875251429053,0.4270728425438555,-2.8171653139432085,-3.900952345394316,-0.14901661949677353,True,False
3,Train/Low/low00230.png,7,9.068705359788256,0.45221846628600937,-2.5343352055840054,-3.618122237035113,-0.12387099575461968,True,False
3,Train/Low/low00230.png,8,9.371854028077836,0.47615908968107623,-2.231186537294425,-3.3149735687455326,-0.09993037235955282,True,False
3,Train/Low/low00230.png,9,9.694608575208166,0.49838870476452274,-1.908431990164095,-2.9922190216152025,-0.07770075727610631,True,False
3,Train/Low/low00230.png,10,10.0354566304156,0.5184400684475999,-1.5675839349566605,-2.651370966407768,-0.05764939359302912,True,False
3,Train/Low/low00230.png,11,10.391846391240504,0.5359178852417786,-1.211194174131757,-2.2949812055828644,-0.04017157679885042,True,False
3,Train/Low/low00230.png,12,10.759916298691945,0.5505268748872454,-0.8431242666803165,-1.926911298131424,-0.025562587153383665,True,False
3,Train/Low/low00230.png,13,11.134220345297226,0.5620916563756101,-0.46882022007503465,-1.5526072515261422,-0.013997805665018959,True,False
3,Train/Low/low00230.png,14,11.50751350695016,0.5705660781261529,-0.09552705842210152,-1.179314089873209,-0.005523383914476154,True,False
3,Train/Low/low00230.png,15,11.870681921368902,0.5760310119784191,0.2676413559966413,-0.8161456754544663,-5.8450062209947085e-05,True,False
3,Train/Low/low00230.png,16,12.212946043994322,0.5786812697737996,0.6099054786220606,-0.473881552829047,0.0025918077331705813,True,False
3,Train/Low/low00230.png,17,12.52247688340098,0.5788043584698009,0.9194363180287191,-0.1643507134223885,0.002714896429171887,True,False
3,Train/Low/low00230.png,18,12.78748370126243,0.5767535044157205,1.1844431358901684,0.10065610443906081,0.0006640423750914337,True,False
3,Train/Low/low00230.png,19,12.997723994261296,0.5729197078825975,1.394683428889035,0.3108963974379275,-0.003169754158031557,True,False
3,Train/Low/low00230.png,20,13.146140882725287,0.5677069553820324,1.5431003173530264,0.4593132859019189,-0.008382506658596633,True,False
3,Train/Low/low00230.png,21,13.230158735842569,0.5615042472800514,1.6271181704703075,0.5433311390191999,-0.014585214760577614,True,False
3,Train/Low/low00230.png,22,13.252201031289172,0.5546740439578907,1.6491604659169106,0.565373434465803,-0.02141541808273839,True,True
3,Train/Low/low00230.png,23,13.219231458234297,0.547541671192768,1.6161908928620363,0.5324038614109288,-0.028547790847861076,True,False
3,Train/Low/low00230.png,24,13.14148251626736,0.5403851680619031,1.5384419508950984,0.45465491944399083,-0.03570429397872599,True,False
3,Train/Low/low00230.png,25,13.030767307070372,0.5334138171855258,1.4277267416981108,0.3439397102470032,-0.04267564485510322,True,False
3,Train/Low/low00230.png,26,12.898946269996468,0.5267974413991129,1.2959057046242073,0.21211867317309974,-0.049292020641516165,True,False
3,Train/Low/low00230.png,27,12.756748357935452,0.5206694915153867,1.153707792563191,0.06992076111208334,-0.05541997052524239,True,False
4,Train/Low/low00022.png,0,6.101001871400231,0.1871767411110559,-5.6909984741643,-8.819434319121722,-0.40571515348471066,False,False
4,Train/Low/low00022.png,1,6.278975700034605,0.20979772381952588,-5.513024645529926,-8.641460490487349,-0.38309417077624064,True,False
4,Train/Low/low00022.png,2,6.475916170756081,0.23426463181225785,-5.31608417480845,-8.444520019765873,-0.35862726278350865,True,False
4,Train/Low/low00022.png,3,6.69354201028848,0.2605068247517903,-5.098458335276051,-8.226894180233474,-0.3323850698439762,True,False
4,Train/Low/low00022.png,4,6.9336930801037795,0.28838913451170795,-4.858307265460752,-7.986743110418175,-0.3045027600840586,True,False
4,Train/Low/low00022.png,5,7.198344469023388,0.3177051532618858,-4.593655876541144,-7.7220917214985665,-0.2751867413338807,True,False
4,Train/Low/low00022.png,6,7.489619949424375,0.3481734760797195,-4.3023803961401565,-7.430816241097579,-0.24471841851604703,True,False
4,Train/Low/low00022.png,7,7.809795192013137,0.3794369538491867,-3.9822051535513943,-7.110640998508817,-0.21345494074657984,True,False
4,Train/Low/low00022.png,8,8.161308639654541,0.4110687826941509,-3.6306917059099906,-6.759127550867413,-0.1818231119016156,True,False
4,Train/Low/low00022.png,9,8.546766035722179,0.44258417188342564,-3.2452343098423526,-6.373670154799775,-0.15030772271234089,True,False
4,Train/Low/low00022.png,10,8.968941948467407,0.47345873447734454,-2.8230583970971246,-5.951494242054547,-0.11943316011842198,True,False
4,Train/Low/low00022.png,11,9.430787267997,0.5031534630733572,-2.361213077567532,-5.489648922524955,-0.08973843152240935,True,False
4,Train/Low/low00022.png,12,9.935421140770998,0.5311434505182909,-1.8565792047935332,-4.985015049750956,-0.061748444077475595,True,False
4,Train/Low/low00022.png,13,10.486119232734271,0.5569481163322227,-1.30588111283026,-4.434316957787683,-0.03594377826354378,True,False
4,Train/Low/low00022.png,14,11.086291237496406,0.5801609705015807,-0.7057091080681257,-3.8341449530255485,-0.012730924094185858,True,False
4,Train/Low/low00022.png,15,11.739433062344553,0.600473763696784,-0.05256728321997883,-3.1810031281774016,0.0075818691010174355,True,False
4,Train/Low/low00022.png,16,12.449041694173522,0.6176935213652341,0.6570413486089901,-2.4713944963484327,0.024801626769467622,True,False
4,Train/Low/low00022.png,17,13.21846946160581,0.6317498792962312,1.4264691160412788,-1.701966728916144,0.03885798470046464,True,False
4,Train/Low/low00022.png,18,14.05067766010533,0.6426927417725157,2.2586773145407992,-0.8697585304166235,0.04980084717674915,True,False
4,Train/Low/low00022.png,19,14.947792745637408,0.6506807479899115,3.155792400072876,0.027356555115453318,0.05778885339414497,True,False
4,Train/Low/low00022.png,20,15.91034852977511,0.655960127340595,4.1183481842105785,0.9899123392531557,0.06306823274482842,True,False
4,Train/Low/low00022.png,21,16.935980999329175,0.6588426322528335,5.143980653764643,2.0155448088072205,0.06595073765706694,True,False
4,Train/Low/low00022.png,22,18.017241805337473,0.659683799978901,6.225241459772942,3.096805614815519,0.06679190538313451,True,False
4,Train/Low/low00022.png,23,19.138045221228616,0.6588552391119387,7.346044875664084,4.217609030706662,0.06596334451617214,True,False
4,Train/Low/low00022.png,24,20.268443093878737,0.6567309229459273,8.476442748314206,5.348006903356783,0.06383902835016075,True,False
4,Train/Low/low00022.png,25,21.358525439716715,0.6536535575417187,9.566525094152183,6.4380892491947606,0.0607616629459522,True,False
4,Train/Low/low00022.png,26,22.335158617902554,0.6499319406427542,10.543158272338022,7.4147224273806,0.05704004604698765,True,False
4,Train/Low/low00022.png,27,23.109857078097246,0.6458294897318348,11.317856732532714,8.189420887575292,0.05293759513606833,True,True
5,Train/Low/low00516.png,0,12.060276624095659,0.20018571774630783,-3.24982703641939,-3.953878846031449,-0.3043533138122659,True,False
5,Train/Low/low00516.png,1,12.187527659245774,0.21369639322186793,-3.122576001269275,-3.826627810881334,-0.29084263833670576,True,False
5,Train/Low/low00516.png,2,12.329634208879241,0.22898562316567053,-2.9804694516358072,-3.684521261247866,-0.2755534083929032,True,False
5,Train/Low/low00516.png,3,12.488041779451803,0.24617134131329976,-2.822061881063245,-3.526113690675304,-0.25836769024527395,True,False
5,Train/Low/low00516.png,4,12.664275978351846,0.2653375997430216,-2.645827682163203,-3.349879491775262,-0.2392014318155521,True,False
5,Train/Low/low00516.png,5,12.859971070155233,0.2865218113828427,-2.450132590359816,-3.154184399971875,-0.218017220175731,True,False
5,Train/Low/low00516.png,6,13.076875804911591,0.3096983075467761,-2.2332278556034577,-2.9372796652155166,-0.19484072401179764,True,False
5,Train/Low/low00516.png,7,13.316854790205944,0.3347602441543049,-1.9932488703091042,-2.697300679921163,-0.16977878740426883,True,False
5,Train/Low/low00516.png,8,13.581891623194501,0.36150266498021455,-1.7282120373205476,-2.4322638469326066,-0.14303636657835916,True,False
5,Train/Low/low00516.png,9,13.87408373034194,0.3896089126277107,-1.4360199301731082,-2.140071739785167,-0.11493011893086302,True,False
5,Train/Low/low00516.png,10,14.1956376339809,0.4186441391760435,-1.1144660265341493,-1.8185178361462082,-0.08589489238253023,True,False
5,Train/Low/low00516.png,11,14.548852622323164,0.44805924391890284,-0.7612510381918849,-1.4653028478039438,-0.056479787639670875,True,False
5,Train/Low/low00516.png,12,14.936096398310962,0.47720849120834125,-0.37400726220408664,-1.0780590718161456,-0.02733054035023247,True,False
5,Train/Low/low00516.png,13,15.359757971578688,0.5053817801536609,0.049654311063639156,-0.6543974985484198,0.0008427485950871505,True,False
5,Train/Low/low00516.png,14,15.822174090587854,0.5318503760959774,0.5120704300728054,-0.19198137953925354,0.027311344537403692,True,False
5,Train/Low/low00516.png,15,16.325503242379618,0.5559210342027749,1.0153995818645694,0.3113477722525104,0.05138200264420123,True,False
5,Train/Low/low00516.png,16,16.87151818075404,0.5769914211223209,1.5614145202389924,0.8573627106269335,0.07245238956374722,True,False
5,Train/Low/low00516.png,17,17.461277357250037,0.5945983045383821,2.151173696734988,1.447121887122929,0.09005927297980842,True,False
5,Train/Low/low00516.png,18,18.094592752277954,0.6084506588540676,2.7844890917629055,2.0804372821508466,0.10391162729549386,True,False
5,Train/Low/low00516.png,19,18.769177865283197,0.618442816209378,3.4590742047681484,2.7550223951560895,0.11390378465080431,True,False
5,Train/Low/low00516.png,20,19.47934220429079,0.6246476169172419,4.169238543775743,3.4651867341636837,0.1201085853586682,True,False
5,Train/Low/low00516.png,21,20.214076217418715,0.6272923672171777,4.903972556903666,4.199920747291607,0.12275333565860402,True,False
5,Train/Low/low00516.png,22,20.95449125653168,0.6267232463324591,5.64438759601663,4.940335786404571,0.12218421477388541,True,False
5,Train/Low/low00516.png,23,21.670973606045315,0.623364878428572,6.360869945530267,5.656818135918208,0.11882584686999831,True,False
5,Train/Low/low00516.png,24,22.32145442448319,0.6176809955318922,7.0113507639681405,6.307298954356082,0.11314196397331844,True,False
5,Train/Low/low00516.png,25,22.853621681836096,0.6101402935074642,7.543518021321047,6.839466211708988,0.10560126194889052,True,False
5,Train/Low/low00516.png,26,23.214340845724585,0.6011899951560856,7.904237185209537,7.200185375597478,0.09665096359751191,True,False
5,Train/Low/low00516.png,27,23.366034547636303,0.5912375872684613,8.055930887121255,7.351879077509196,0.0866985557098876,True,True
6,Train/Low/low00454.png,0,9.804294170179595,0.12298715593363445,0.4154582239894431,0.3798375050689451,0.02301317270113991,True,False
6,Train/Low/low00454.png,1,9.88946103689284,0.1218772043462828,0.5006250907026875,0.46500437178218945,0.021903221113788257,True,False
6,Train/Low/low00454.png,2,9.97923163678006,0.1203428631532773,0.5903956905899079,0.5547749716694099,0.020368879920782762,True,False
6,Train/Low/low00454.png,3,10.073638766095314,0.11842432838363477,0.6848028199051619,0.6491821009846639,0.018450345151140232,True,False
6,Train/Low/low00454.png,4,10.172635844035787,0.11616841330977902,0.7837998978456344,0.7481791789251364,0.01619443007728448,True,False
6,Train/Low/low00454.png,5,10.276112401041072,0.11362627904742785,0.8872764548509195,0.8516557359304215,0.01365229581493331,True,False
6,Train/Low/low00454.png,6,10.383890067128805,0.11085116660345869,0.9950541209386525,0.9594334020181545,0.010877183370964147,True,False
6,Train/Low/low00454.png,7,10.495711660849008,0.10789645339245667,1.1068757146588553,1.0712549957383573,0.007922470159962128,True,False
6,Train/Low/low00454.png,8,10.611234330672206,0.10481381884028877,1.2223983844820534,1.1867776655615554,0.004839835607794232,True,False
6,Train/Low/low00454.png,9,10.730022896310329,0.10165174112134855,1.3411869501201767,1.3055662311996787,0.0016777578888540062,True,False
6,Train/Low/low00454.png,10,10.851542145386851,0.09845444645717645,1.462706199196699,1.427085480276201,-0.0015195367753180894,True,False
6,Train/Low/low00454.png,11,10.975154996393151,0.09526106615913599,1.5863190502029987,1.5506983312825007,-0.004712917073358552,True,False
6,Train/Low/low00454.png,12,11.100123052204921,0.09210529134224038,1.711287106014769,1.675666387094271,-0.00786869189025416,True,False
6,Train/Low/low00454.png,13,11.225607316280504,0.08901525658819198,1.8367713700903519,1.8011506511698538,-0.010958726644302558,True,False
6,Train/Low/low00454.png,14,11.350681203479462,0.08601362372251872,1.9618452572893101,1.9262245383688121,-0.013960359509975817,True,False
6,Train/Low/low00454.png,15,11.474341257008673,0.0831179873728128,2.0855053108185206,2.0498845918980226,-0.01685599585968174,True,False
6,Train/Low/low00454.png,16,11.595528799723692,0.08034127391388314,2.2066928535335393,2.1710721346130413,-0.0196327093186114,True,False
6,Train/Low/low00454.png,17,11.713154349156907,0.07769232785821965,2.324318402966755,2.288697684046257,-0.022281655374274886,True,False
6,Train/Low/low00454.png,18,11.826129838201611,0.0751764246121934,2.437293892011459,2.401673173090961,-0.02479755862030114,True,False
6,Train/Low/low00454.png,19,11.933399297415084,0.07279595303675217,2.544563351224932,2.508942632304434,-0.027178030195742373,True,False
6,Train/Low/low00454.png,20,12.033976999751593,0.07055090645535762,2.6451410535614404,2.6095203346409424,-0.029423076777136917,True,False
6,Train/Low/low00454.png,21,12.126982330549342,0.06843938233580789,2.73814638435919,2.702525665438692,-0.03153460089668665,True,False
6,Train/Low/low00454.png,22,12.211672653872343,0.06645804169717756,2.8228367076821907,2.7872159887616927,-0.03351594153531698,True,False
6,Train/Low/low00454.png,23,12.287468091469037,0.06460252926875129,2.898632145278885,2.863011426358387,-0.03537145396374325,True,False
6,Train/Low/low00454.png,24,12.353973424186794,0.06286772112623021,2.9651374779966417,2.9295167590761437,-0.03710626210626433,True,False
6,Train/Low/low00454.png,25,12.410987144738817,0.061248029642058936,3.0221511985486647,2.9865304796281666,-0.038725953590435604,True,False
6,Train/Low/low00454.png,26,12.4585010435076,0.05973758429570858,3.069665097317447,3.034044378396949,-0.04023639893678596,True,False
6,Train/Low/low00454.png,27,12.496691215343766,0.05833041477074151,3.107855269153614,3.072234550233116,-0.04164356846175303,True,True
7,Train/Low/low00037.png,0,6.337618428547045,0.027900279793839987,-1.2991944737073648,-1.8383835983963595,-0.1365981453222154,True,False
7,Train/Low/low00037.png,1,6.384631825156997,0.032201558436226047,-1.252181077097413,-1.7913702017864077,-0.13229686667982934,True,False
7,Train/Low/low00037.png,2,6.437135195665402,0.037071335199971724,-1.199677706589008,-1.7388668312780027,-0.12742708991608367,True,False
7,Train/Low/low00037.png,3,6.4955868165837,0.042551523258159446,-1.1412260856707102,-1.6804152103597048,-0.12194690185789595,True,False
7,Train/Low/low00037.png,4,6.560444375888617,0.04867711666283349,-1.0763685263657932,-1.6155576510547878,-0.1158213084532219,True,False
7,Train/Low/low00037.png,5,6.632167915152708,0.05547409713926821,-1.0046449871017016,-1.5438341117906962,-0.10902432797678718,True,False
7,Train/Low/low00037.png,6,6.711214552527871,0.06295673535281376,-0.9255983497265392,-1.4647874744155338,-0.10154168976324163,True,False
7,Train/Low/low00037.png,7,6.798030394823805,0.07112471748650466,-0.8387825074306052,-1.3779716321195998,-0.09337370762955073,True,False
7,Train/Low/low00037.png,8,6.893041167430958,0.07996064871856752,-0.7437717348234516,-1.2829608595124462,-0.08453777639748787,True,False
7,Train/Low/low00037.png,9,6.996641835539126,0.08942817833286874,-0.6401710667152836,-1.1793601914042782,-0.07507024678318665,True,False
7,Train/Low/low00037.png,10,7.1091847918352,0.09947104647761583,-0.5276281104192098,-1.0668172351082044,-0.06502737863843956,True,False
7,Train/Low/low00037.png,11,7.230966535914078,0.1100132588532654,-0.4058463663403318,-0.9450354910293264,-0.054485166262789986,True,False
7,Train/Low/low00037.png,12,7.362214695720144,0.12096069334886261,-0.27459820653426537,-0.81378733122326,-0.04353773176719278,True,False
7,Train/Low/low00037.png,13,7.503072400869622,0.1322038656888433,-0.13374050138478744,-0.672929626073782,-0.0322945594272121,True,False
7,Train/Low/low00037.png,14,7.65358473509636,0.14362201135962324,0.016771832841950385,-0.5224172918470442,-0.02087641375643215,True,False
7,Train/Low/low00037.png,15,7.813684045347644,0.15508783604407364,0.17687114309323437,-0.36231798159576023,-0.009410589071981751,True,False
7,Train/Low/low00037.png,16,7.983176271648864,0.1664726429695211,0.3463633693944539,-0.1928257552945407,0.001974217853465715,True,False
