index,step,step_fraction,objective_progress,one_step_progress,luma_mean,luma_std_population,luma_ge_098,luma_le_002,luma_forward_gradient_ratio,rgb_absolute_change,raw_l2,raw_max_abs,obj_drop_3,obj_curvature,image_step_rms,image_accel_rms,state_step_l2,state_accel_l2,luma_step_abs,gradient_ratio_step_abs,target,safe
0,0,0.0,0.0,0.0,0.055772135914432,0.03570953567036496,0.0,0.17814166666666667,0.9999999148639989,5.262331493819753e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28367069644287035,1
0,1,0.037037037037037035,0.029828583077216357,0.029828583077216357,0.06060043873744955,0.03846401982070335,0.0,0.15967916666666668,1.0743738623926864,0.005095649652776127,0.08999999364217152,0.030000001192092896,0.029828583077216357,0.0,0.006623496060656618,0.0,0.08999999364217152,0.0,0.0048283028230175495,0.07437394752868753,-0.13241807929832738,1
0,2,0.07407407407407407,0.061354540129816636,0.03152595705260027,0.06577043318529514,0.04143747781247377,0.0,0.14395833333333333,1.1529985794146496,0.01054490229873724,0.1800558615783088,0.060033366084098816,0.061354540129816636,-0.0016973739753839171,0.007077620070311186,0.00046854251401384946,0.09005586908484264,5.946198250704605e-05,0.005169994447845591,0.07862471702196316,0.02880817331009311,1
0,3,0.1111111111111111,0.09456659827561137,0.03321205814579473,0.07129411243013926,0.04464160061316405,0.0,0.12847916666666667,1.2359350461380845,0.01635962109695409,0.2702598177154271,0.09013207256793976,0.09456659827561137,-0.0016861010931944604,0.007546981088677505,0.00048386995309144257,0.09020396056664522,0.00015017010652477,0.005523679244844121,0.08293646672343491,0.19988687917688175,1
0,4,0.14814814814814814,0.12942181320149787,0.0348552149258865,0.07718018121409963,0.04808597339078202,0.0,0.114925,1.3231988372706636,0.022548208150529537,0.3606703633921028,0.12032084167003632,0.0995932301242815,-0.0016431567800917679,0.008027025743847515,0.0004947445308996207,0.0904105588080102,0.00020927672806140448,0.005886068783960363,0.0872637911325791,0.38039446784178743,1
0,5,0.18518518518518517,0.16585482903097298,0.03643301582947511,0.08343471383620091,0.05177828663678923,0.0,0.10362916666666667,1.4147676131015252,0.02911631139915553,0.4513355353954888,0.15062201023101807,0.10450028890115635,-0.0015778009035886079,0.008514063268080721,0.0005019427427055693,0.09066520388533299,0.0002582411044462126,0.00625453262210128,0.09156877583086165,0.5695660198960404,1
0,6,0.2222222222222222,0.20377438909869347,0.0379195600677205,0.09006099919440909,0.05572406083117995,0.0,0.09238333333333333,1.5105793185994325,0.03606668139610556,0.5422947393872446,0.18105535209178925,0.10920779082308212,-0.0014865442382453865,0.009004125793511644,0.0005051344113991294,0.09095927094770316,0.0002988221799818381,0.006626285358208181,0.0958117054979073,0.7662211731615738,1
0,7,0.25925925925925924,0.24306266494558385,0.039288275846890375,0.09705899184432117,0.05992620713749174,0.0,0.08324166666666667,1.6105314676501643,0.04339861045895054,0.6335783779459989,0.21163751184940338,0.11364085174408597,-0.0013687157791698744,0.009492548548681222,0.0005036612446665472,0.09128376494289991,0.000330692318586775,0.006997992649912077,0.0999521490507318,0.9686710083870906,1
0,8,0.2962962962962963,0.28357659832862075,0.0405139333830369,0.10442502842641274,0.06438467740338906,0.0,0.07469166666666667,1.714470540247859,0.05110765556334324,0.7252071521093363,0.24238146841526031,0.11772176929764777,-0.0012256575361465304,0.009974231304871224,0.0004970577128508322,0.09162899454385705,0.00035328610333815684,0.007366036582091576,0.10393907259769475,1.1746295563051916,1
0,9,0.3333333333333333,0.32514655921104857,0.0415699608824278,0.11215138976383444,0.06909605308119095,0.0,0.067425,1.82220197883255,0.05918519567782383,0.8171911568876382,0.2732958197593689,0.12137217011235507,-0.0010560274993908954,0.010443471856058434,0.00048473920790329325,0.09198436679302487,0.0003659306995412403,0.007726361337421703,0.10773143858469103,1.3811283536893058,1
0,10,0.37037037037037035,0.3675786271790129,0.042432067967964344,0.12022596047903299,0.07405322361005381,0.0,0.06116666666666667,1.9334773245537347,0.06761809692880877,0.9095290841805893,0.3043842017650604,0.12451596223342905,-0.0008621070855365499,0.010894121904011924,0.00046626476611470036,0.09233849631465196,0.0003682727564589627,0.008074570715198542,0.11127534572118458,1.5844562072700974,1
0,11,0.4074074074074074,0.41065499404449607,0.04307636686548318,0.1286320035245975,0.07924511734093766,0.0,0.054337500000000004,2.047996286948029,0.07638849276090365,1.002207401815317,0.33564460277557373,0.12707839571587531,-0.0006442988975188319,0.01131971439336468,0.0004413356102119672,0.09267918394212397,0.0003602532244507183,0.008406043045564512,0.11451896239429415,1.780146383462034,1
0,12,0.4444444444444444,0.4541410764971746,0.04348608245267856,0.13734804807568726,0.08465655541716288,0.0,0.050145833333333334,2.1654109333652305,0.0854736815602137,1.095199583777237,0.3670686185359955,0.12899451728612607,-0.0004097155871953747,0.01171365235092221,0.00040986846972763377,0.09299347187429126,0.0003425064649092378,0.008716044551089763,0.11741464641720167,1.9630384386034567,1
0,13,0.48148148148148145,0.4977856503053978,0.04364457380822318,0.1463477011958188,0.09026807769267302,0.0,0.04627916666666667,2.2853318430968814,0.09484594821289713,1.1884654774070218,0.39864084124565125,0.1302070231263849,-0.00015849135554462415,0.012069109947255715,0.0003716902932098908,0.09326778736986464,0.0003171421848961538,0.00899965312013154,0.11992090973165093,2.127438840448473,1
0,14,0.5185185185185185,0.5413292378773404,0.04354358757194263,0.15559995236943552,0.09605609726237925,0.0,0.04289166666666667,2.4073218185229783,0.10447288906025093,1.2819508278737275,0.43033817410469055,0.13067424383284437,0.0001009862362805501,0.012379689466383004,0.00032735535920416894,0.09348810715198154,0.0002888648390858213,0.009252251173616721,0.12198997542609691,2.2674144503604037,1
0,15,0.5555555555555556,0.584508067189867,0.04317882931252663,0.16506921850349232,0.10199301948100857,0.0,0.03834166666666667,2.5309035346301965,0.11431746830556659,1.3755869669516163,0.462129145860672,0.13036699069269245,0.0003647582594159936,0.012639147214103821,0.0002774459904164781,0.09364013365232148,0.0002673719434779424,0.009469266134056797,0.12358171610721813,2.377206017624344,1
