image_id,split,condition,view,d_dark,d_bright,input_clipping_fraction,plus_d_dark,plus_d_bright,minus_d_dark,minus_d_bright,r_dark,r_bright,plus_clipping_fraction,minus_clipping_fraction,type,active,target,absolute_type,absolute_active
116479,evaluation,smooth_gradient,full,-0.011181354522705078,-0.01826561987400055,0.021990042179822922,-0.017461493611335754,-0.01491817831993103,-0.0001920759677886963,-0.020635485649108887,0.006280139088630676,0.0023698657751083374,0.03558399900794029,0.014181726612150669,dark,False,-0.017461493611335754,dark,False
116479,evaluation,smooth_gradient,top_left,0.01948632299900055,-0.017677336931228638,0.009923025034368038,0.01183539628982544,-0.017111778259277344,0.0260065495967865,-0.01795835793018341,0.00765092670917511,0.00028102099895477295,0.010684403590857983,0.009923025034368038,dark,False,0.01183539628982544,dark,False
116479,evaluation,smooth_gradient,top_right,0.015255868434906006,0.0016711652278900146,0.03416164591908455,0.011826172471046448,0.007267177104949951,0.02214662730693817,-0.0014312416315078735,0.003429695963859558,0.003102406859397888,0.05067770928144455,0.01980421505868435,dark,False,0.011826172471046448,dark,False
116479,evaluation,smooth_gradient,bottom_left,0.01589016616344452,-0.0140695720911026,0.009086345322430134,0.006554633378982544,-0.013835951685905457,0.025608360767364502,-0.012811273336410522,0.009335532784461975,-0.0012582987546920776,0.009086345322430134,0.009086345322430134,dark,False,0.006554633378982544,dark,False
116479,evaluation,smooth_gradient,bottom_right,-0.008870363235473633,-0.01593513786792755,0.034789156168699265,-0.012152954936027527,-0.008916229009628296,0.0011845976114273071,-0.014155998826026917,0.003282591700553894,-0.0017791390419006348,0.0718875452876091,0.017913319170475006,dark,False,-0.012152954936027527,dark,False
124798,evaluation,clean,full,-0.038897402584552765,-0.012102857232093811,0.0011025574058294296,-0.04379457235336304,-0.008573323488235474,-0.028793327510356903,-0.013693496584892273,0.004897169768810272,0.001590639352798462,0.04867127537727356,2.3921362299006432e-05,dark,False,-0.04379457235336304,bright,False
124798,evaluation,clean,top_left,-0.048411011695861816,-0.017969325184822083,0.0,-0.05539533495903015,-0.014798000454902649,-0.03909413516521454,-0.021340593695640564,0.006984323263168335,0.0033712685108184814,0.0012639469932764769,0.0,dark,False,-0.05539533495903015,bright,False
124798,evaluation,clean,top_right,-0.021258220076560974,-0.021356716752052307,1.7361111531499773e-05,-0.02188330888748169,-0.01664067804813385,-0.014691710472106934,-0.023394078016281128,0.0006250888109207153,0.002037361264228821,0.12247396260499954,0.0,bright,False,-0.023394078016281128,dark,False
124798,evaluation,clean,bottom_left,-0.0010894834995269775,0.003215596079826355,0.0035913526080548763,-0.007829129695892334,0.007040083408355713,0.006209909915924072,0.0022381842136383057,0.0067396461963653564,0.0009774118661880493,0.03722977638244629,1.7433751054340973e-05,dark,False,-0.007829129695892334,bright,False
124798,evaluation,clean,bottom_right,-0.012776046991348267,-0.0024859458208084106,0.0008072917116805911,-0.02211761474609375,0.0003609955310821533,-0.0003873854875564575,-0.0037056952714920044,0.009341567754745483,0.0012197494506835938,0.033472221344709396,7.812499825377017e-05,dark,False,-0.02211761474609375,bright,False
124798,evaluation,homogeneous_dark,full,0.0015338361263275146,-0.005441829562187195,2.3921362299006432e-05,-0.0036770254373550415,-0.008349180221557617,0.006030187010765076,-0.0037147998809814453,0.005210861563682556,-0.0017270296812057495,2.3921362299006432e-05,2.3921362299006432e-05,dark,False,-0.0036770254373550415,dark,False
124798,evaluation,homogeneous_dark,top_left,-0.000832289457321167,-0.030346453189849854,0.0,-0.012842625379562378,-0.02929343283176422,0.011636137962341309,-0.030496746301651,0.012010335922241211,0.00015029311180114746,0.0,0.0,dark,True,-0.012842625379562378,dark,False
124798,evaluation,homogeneous_dark,top_right,0.019427552819252014,-0.025443539023399353,0.0,0.007053300738334656,-0.02611386775970459,0.032428205013275146,-0.02402481436729431,0.012374252080917358,-0.0014187246561050415,0.0,0.0,dark,True,0.007053300738334656,dark,False
124798,evaluation,homogeneous_dark,bottom_left,0.011737748980522156,0.002680763602256775,1.7433751054340973e-05,0.01054374873638153,0.002051800489425659,0.013566821813583374,0.0030153989791870117,0.001194000244140625,-0.0003346353769302368,1.7433751054340973e-05,1.7433751054340973e-05,dark,False,0.01054374873638153,dark,False
